timestamp,time_utc_usec,lat,lon,alt,alt_ellipsoid,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,heading,heading_offset,fix_type,jamming_state,vel_ned_valid,satellites_used,selected
70838265,1627050276999825,490787192,22543339,97217,143280,0.246,0.4667703,1.302,1.7340001,0.93,1.1,85,2,0.021000002,-0.020000001,0.008,0.0050000004,4.708115,0,nan,0.0,3,0,1,13,0
71058283,1627050277199824,490787192,22543335,97284,143347,0.27600002,0.4667719,1.3030001,1.7350001,0.93,1.1,85,2,0.053000003,0.053000003,0.002,-0.030000001,4.708115,0,nan,0.0,3,0,1,13,0
71241514,1627050277399824,490787191,22543333,97343,143406,0.303,0.4667738,1.304,1.7350001,0.93,1.1,85,2,0.042000003,0.015000001,0.039,-0.007,4.708115,0,nan,0.0,3,0,1,13,0
71635043,1627050277799824,490787189,22543326,97468,143531,0.316,0.4667773,1.307,1.7370001,0.93,1.1,85,2,0.054,0.035,0.041,0.017,4.708115,0,nan,0.0,3,0,1,13,0
71839587,1627050277999825,490787188,22543322,97527,143590,0.287,0.46677884,1.309,1.7370001,0.93,1.1,85,2,0.031000001,-0.010000001,-0.029000001,0.021000002,4.708115,0,nan,0.0,3,0,1,13,0
72039431,1627050278199824,490787187,22543321,97586,143649,0.23400001,0.46678028,1.3080001,1.7360001,0.93,1.1,85,2,0.041,0.029000001,-0.028,-0.029000001,4.708115,0,nan,0.0,3,0,1,13,0
72241751,1627050278399824,490787187,22543321,97651,143714,0.28800002,0.46678203,1.307,1.7340001,0.93,1.1,85,2,0.004,0.0,0.004,-0.006,4.708115,0,nan,0.0,3,0,1,13,0
72440992,1627050278599824,490787187,22543321,97711,143774,0.23300001,0.46678337,1.3060001,1.7320001,0.93,1.1,85,2,0.010000001,0.009000001,-0.0050000004,-0.004,4.708115,0,nan,0.0,3,0,1,13,0
72640920,1627050278799824,490787186,22543324,97722,143785,0.36900002,0.4667855,1.307,1.7320001,0.98999995,1.18,85,2,0.039,-0.033,-0.022000002,-0.008,4.708115,0,nan,0.0,3,0,1,12,0
72838915,1627050278999825,490787186,22543326,97740,143803,0.266,0.46678707,1.3080001,1.7320001,0.98999995,1.18,85,2,0.029000001,0.009000001,-0.027,-0.012,4.708115,0,nan,0.0,3,0,1,12,0
73035436,1627050279199825,490787187,22543329,97772,143834,0.30900002,0.46678898,1.309,1.733,0.98999995,1.18,85,2,0.049000002,0.043,0.023000002,-0.037,4.708115,0,nan,0.0,3,0,1,12,0
73237384,1627050279399825,490787185,22543330,97763,143826,0.36400002,0.4667911,1.3110001,1.7350001,0.98999995,1.18,85,3,0.097,-0.09,-0.037,-0.0050000004,4.708115,0,nan,0.0,3,0,1,12,0
73432475,1627050279599825,490787186,22543333,97769,143832,0.31800002,0.466793,1.314,1.7370001,0.98999995,1.18,85,3,0.061000004,0.061000004,0.007,-0.023000002,4.708115,0,nan,0.0,3,0,1,12,0
73635439,1627050279799825,490787185,22543337,97750,143813,0.33900002,0.4667949,1.3160001,1.738,0.98999995,1.18,85,3,0.013,0.008,0.010000001,-0.007,4.708115,0,nan,0.0,3,0,1,12,0
73842053,1627050279999826,490787184,22543339,97761,143824,0.305,0.46679667,1.3180001,1.7400001,0.98999995,1.18,85,3,0.043,-0.043,-0.003,-0.036000002,4.708115,0,nan,0.0,3,0,1,12,0
74042679,1627050280199825,490787184,22543339,97776,143839,0.246,0.46679822,1.319,1.741,0.98999995,1.18,85,3,0.05,0.045,-0.022000002,-0.026,4.708115,0,nan,0.0,3,0,1,12,0
74242849,1627050280399825,490787182,22543341,97771,143834,0.30400002,0.46679997,1.319,1.7420001,0.98999995,1.18,85,3,0.034,-0.033,-0.010000001,0.022000002,4.708115,0,nan,0.0,3,0,1,12,0
74437141,1627050280599825,490787181,22543344,97770,143833,0.33200002,0.4668019,1.319,1.7420001,0.98999995,1.18,85,3,0.024,0.020000001,0.012,-0.008,4.708115,0,nan,0.0,3,0,1,12,0
74638308,1627050280799825,490787180,22543347,97760,143823,0.264,0.46680346,1.32,1.743,0.98999995,1.18,85,3,0.016,-0.016,0.003,-0.021000002,4.708115,0,nan,0.0,3,0,1,12,0
74839421,1627050280999826,490787178,22543347,97811,143873,0.24200001,0.46680486,1.319,1.7420001,0.93,1.1,85,3,0.002,-0.001,0.002,-0.032,4.708115,0,nan,0.0,3,0,1,13,0
75035492,1627050281199825,490787177,22543344,97890,143953,0.25100002,0.46680626,1.3180001,1.7400001,0.93,1.1,85,3,0.039,0.032,-0.023000002,-0.056,4.708115,0,nan,0.0,3,0,1,13,0
75239493,1627050281399825,490787174,22543344,97929,143992,0.28,0.466808,1.317,1.7370001,0.93,1.1,85,3,0.032,0.026,0.018000001,-0.032,4.708115,0,nan,0.0,3,0,1,13,0
75435494,1627050281599825,490787171,22543344,97948,144010,0.238,0.4668094,1.317,1.7350001,0.93,1.1,85,3,0.025,-0.025,-0.003,-0.040000003,4.708115,0,nan,0.0,3,0,1,13,0
