timestamp,timestamp_sample,ref_timestamp,ref_lat,ref_lon,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,z_deriv,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,heading,delta_heading,ref_alt,dist_bottom,eph,epv,evh,evv,vxy_max,vz_max,hagl_min,hagl_max,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,heading_reset_counter,xy_global,z_global,dist_bottom_valid,dist_bottom_sensor_bitfield
71055994,71054979,29844784,49.0787067,2.2544098,1.8889747,-5.302142,1.81817,0.31469056,-0.42780074,0.009625912,-0.055416554,-0.14636981,0.040229812,0.0031123369,0.34569857,-0.461591,0.08920306,0.014190462,-0.06543785,0.01894493,-0.64846855,0.061135154,99.70599,0.10076523,0.4077184,0.39342564,0.14966458,0.101211265,inf,inf,inf,inf,1,1,1,1,3,8,3,9,3,1,1,1,0
71066252,71064934,29844784,49.0787067,2.2544098,1.8877423,-5.3026075,1.8180164,0.31469056,-0.42780074,0.009625912,-0.0552285,-0.14598191,0.04001093,0.002712152,0.34569857,-0.461591,0.08920306,-0.017283471,-0.06692212,0.005849539,-0.648458,0.061135154,99.70599,0.1,0.3922237,0.3900423,0.14061004,0.098900646,inf,inf,inf,inf,1,1,1,1,3,8,3,9,3,1,1,1,0
71075924,71074888,29844784,49.0787067,2.2544098,1.886543,-5.3031077,1.8178906,0.31469056,-0.42780074,0.009625912,-0.054982357,-0.14575034,0.03994038,0.0024921095,0.34569857,-0.461591,0.08920306,-0.010150158,-0.08329115,0.015588651,-0.64846313,0.061135154,99.70599,0.1,0.39296532,0.38826513,0.1410645,0.09881704,inf,inf,inf,inf,1,1,1,1,3,8,3,9,3,1,1,1,0
71085738,71084885,29844784,49.0787067,2.2544098,1.8853736,-5.303649,1.817785,0.31469056,-0.42780074,0.009625912,-0.05464675,-0.14540981,0.03977717,0.0022014477,0.34569857,-0.461591,0.08920306,0.0042953724,-0.06292851,0.0050502107,-0.6484468,0.061135154,99.70599,0.1,0.3937115,0.38889742,0.14151962,0.09898501,inf,inf,inf,inf,1,1,1,1,3,8,3,9,3,1,1,1,0
71096027,71094891,29844784,49.0787067,2.2544098,1.884235,-5.304226,1.8176968,0.31469056,-0.42780074,0.009625912,-0.054430176,-0.14520317,0.03975398,0.0020707913,0.34569857,-0.461591,0.08920306,-0.012065917,-0.07680912,0.011265089,-0.64842594,0.061135154,99.70599,0.1,0.39446223,0.38953152,0.14197554,0.099152684,inf,inf,inf,inf,1,1,1,1,3,8,3,9,3,1,1,1,0
71105739,71104902,29844784,49.0787067,2.2544098,1.8831265,-5.3048377,1.8176262,0.31469056,-0.42780074,0.009625912,-0.05405152,-0.14509436,0.039653532,0.0018831927,0.34569857,-0.461591,0.08920306,0.008660203,-0.08424094,0.009964523,-0.64841086,0.061135154,99.70599,0.1,0.3952176,0.39016768,0.14243197,0.09932074,inf,inf,inf,inf,1,1,1,1,3,8,3,9,3,1,1,1,0
71116037,71114902,29844784,49.0787067,2.2544098,1.882048,-5.3054805,1.8175725,0.31469056,-0.42780074,0.009625912,-0.053790532,-0.14487138,0.039603096,0.0017652144,0.34569857,-0.461591,0.08920306,0.001027443,-0.068317175,0.01075847,-0.6484021,0.061135154,99.70599,0.1,0.3959776,0.39080566,0.1428888,0.0994885,inf,inf,inf,inf,1,1,1,1,3,8,3,9,3,1,1,1,0
71131015,71129647,29844784,49.0787067,2.2544098,1.8807431,-5.3068476,1.8177251,0.31469056,-0.42780074,0.009625912,-0.053288005,-0.14520589,0.039779585,0.0018928064,0.34569857,-0.461591,0.08920306,0.04883652,-0.09535024,0.029285476,-0.64839303,0.061135154,99.70599,0.1,0.39674217,0.39144573,0.14334689,0.09965665,inf,inf,inf,inf,1,1,1,1,3,8,3,9,3,1,1,1,0
71141214,71139603,29844784,49.0787067,2.2544098,1.8797221,-5.3075514,1.817673,0.31469056,-0.42780074,0.009625912,-0.053235408,-0.14429113,0.0393882,0.0014391138,0.34569857,-0.461591,0.08920306,0.038758107,0.15005563,-0.070908055,-0.6483627,0.061135154,99.70599,0.1,0.3975114,0.38965026,0.14380565,0.09956731,inf,inf,inf,inf,1,1,1,1,3,8,3,9,3,1,1,1,0
71150857,71149559,29844784,49.0787067,2.2544098,1.8787282,-5.3082848,1.8176358,0.31469056,-0.42780074,0.009625912,-0.053785097,-0.14464317,0.039421648,0.0014287276,0.34569857,-0.461591,0.08920306,-0.25807425,0.05712099,-0.011209189,-0.64834243,0.061135154,99.70599,0.1,0.39828533,0.39029023,0.14426498,0.09973561,inf,inf,inf,inf,1,1,1,1,3,8,3,9,3,1,1,1,0
