timestamp,timestamp_sample,ref_timestamp,ref_lat,ref_lon,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,z_deriv,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,heading,delta_heading,ref_alt,dist_bottom,eph,epv,evh,evv,vxy_max,vz_max,hagl_min,hagl_max,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,heading_reset_counter,xy_global,z_global,dist_bottom_valid,dist_bottom_sensor_bitfield
668071037,668069740,31044075,49.078753500000005,2.2543773,-0.22443934,-0.90167314,0.5114386,-0.0069100135,-0.00015225113,0.25713933,-0.0003266737,-0.011852784,-0.021911515,0.010948477,-0.036898524,0.010050106,0.041895274,-0.0038563653,0.01057099,0.009844992,-0.6042659,0.032470595,99.7061,0.10323477,0.384763,0.39199933,0.14647603,0.104675345,inf,inf,inf,inf,1,1,1,1,3,1,3,2,6,1,1,1,0
668082139,668079961,31044075,49.078753500000005,2.2543773,-0.22437514,-0.9014288,0.5115754,-0.0069100135,-0.00015225113,0.25713933,-0.00040631514,-0.011901543,-0.021904616,0.010968311,-0.036898524,0.010050106,0.041895274,-0.018720604,-0.018075611,0.0029188949,-0.60426843,0.032470595,99.7061,0.10412884,0.36940166,0.3884394,0.13778815,0.102123864,inf,inf,inf,inf,1,1,1,1,3,1,3,2,6,1,1,1,0
668091186,668089901,31044075,49.078753500000005,2.2543773,-0.22431496,-0.90119565,0.5117062,-0.0069100135,-0.00015225113,0.25713933,-0.0006187048,-0.0118770115,-0.021777386,0.0110946465,-0.036898524,0.010050106,0.041895274,-0.036797572,-0.0013667685,-0.009188236,-0.6042746,0.032470595,99.7061,0.10379338,0.370171,0.38908914,0.13822865,0.10230687,inf,inf,inf,inf,1,1,1,1,3,1,3,2,6,1,1,1,0
668101562,668099865,31044075,49.078753500000005,2.2543773,-0.22425887,-0.9009784,0.51194024,-0.0069100135,-0.00015225113,0.25713933,-0.00051426125,-0.012251266,-0.021588951,0.011386784,-0.036898524,0.010050106,0.041895274,0.031689074,-0.035055403,0.035826508,-0.60428166,0.032470595,99.7061,0.106248975,0.37094492,0.38734686,0.13867031,0.10223473,inf,inf,inf,inf,1,1,1,1,3,1,3,2,6,1,1,1,0
668111129,668109819,31044075,49.078753500000005,2.2543773,-0.22420521,-0.9007718,0.5121594,-0.0069100135,-0.00015225113,0.25713933,-0.0004666854,-0.012099646,-0.021509241,0.011552343,-0.036898524,0.010050106,0.041895274,0.051703908,-0.12250538,0.021702189,-0.604241,0.032470595,99.7061,0.105828345,0.3717234,0.38799682,0.13911307,0.10241797,inf,inf,inf,inf,1,1,1,1,3,1,3,2,6,1,1,1,0
668121090,668119779,31044075,49.078753500000005,2.2543773,-0.22415435,-0.90057576,0.5123607,-0.0069100135,-0.00015225113,0.25713933,-0.0009565332,-0.011540379,-0.021697076,0.01143311,-0.036898524,0.010050106,0.041895274,-0.07930133,-0.034972563,0.034933947,-0.604143,0.032470595,99.7061,0.1054219,0.37250647,0.3886489,0.13955553,0.10260129,inf,inf,inf,inf,1,1,1,1,3,1,3,2,6,1,1,1,0
668131105,668129772,31044075,49.078753500000005,2.2543773,-0.22410841,-0.9003897,0.5125485,-0.0069100135,-0.00015225113,0.25713933,-0.0010184257,-0.011417439,-0.021510247,0.011672167,-0.036898524,0.010050106,0.041895274,-0.045303136,-0.049853057,-0.036208235,-0.6039586,0.032470595,99.7061,0.10503268,0.37329412,0.38930312,0.1399989,0.102784656,inf,inf,inf,inf,1,1,1,1,3,1,3,2,6,1,1,1,0
668140906,668139777,31044075,49.078753500000005,2.2543773,-0.22406559,-0.9002136,0.5127204,-0.0069100135,-0.00015225113,0.25713933,-0.0009701038,-0.011231157,-0.021351662,0.011867299,-0.036898524,0.010050106,0.041895274,-0.0029511945,-0.065550804,0.061225068,-0.6037781,0.032470595,99.7061,0.10465932,0.37408647,0.38995942,0.14044324,0.102968134,inf,inf,inf,inf,1,1,1,1,3,1,3,2,6,1,1,1,0
668151647,668149782,31044075,49.078753500000005,2.2543773,-0.22402884,-0.9000503,0.51289153,-0.0069100135,-0.00015225113,0.25713933,-0.0015866244,-0.01151999,-0.020989817,0.01226203,-0.036898524,0.010050106,0.041895274,-0.03224146,-0.08827027,0.089103736,-0.6036707,0.032470595,99.7061,0.1045652,0.37488338,0.38820764,0.14088856,0.10289178,inf,inf,inf,inf,1,1,1,1,3,1,3,2,6,1,1,1,0
668160927,668159788,31044075,49.078753500000005,2.2543773,-0.2239997,-0.8999051,0.5130496,-0.0069100135,-0.00015225113,0.25713933,-0.0019856666,-0.0131767625,-0.021475596,0.011794267,-0.036898524,0.010050106,0.041895274,0.006513429,-0.3399784,-0.07301909,-0.60398465,0.032470595,99.7061,0.104204714,0.37568504,0.38886413,0.14133435,0.103075445,inf,inf,inf,inf,1,1,1,1,3,1,3,2,6,1,1,1,0
668171433,668169794,31044075,49.078753500000005,2.2543773,-0.22397901,-0.8997814,0.51318914,-0.0069100135,-0.00015225113,0.25713933,-0.0025515424,-0.0129831275,-0.021472182,0.011801218,-0.036898524,0.010050106,0.041895274,0.05062409,-0.020733785,0.059912,-0.604493,0.032470595,99.7061,0.10385662,0.3764913,0.38952276,0.14178073,0.103259176,inf,inf,inf,inf,1,1,1,1,3,1,3,2,6,1,1,1,0
668181041,668179800,31044075,49.078753500000005,2.2543773,-0.22396033,-0.89967126,0.5133189,-0.0069100135,-0.00015225113,0.25713933,-0.0025128098,-0.012994599,-0.021464989,0.011798347,-0.036898524,0.010050106,0.041895274,0.008289717,0.11957124,-0.07932138,-0.6049438,0.032470595,99.7061,0.10352403,0.37730232,0.39018357,0.14222808,0.10344299,inf,inf,inf,inf,1,1,1,1,3,1,3,2,6,1,1,1,0
668191216,668189812,31044075,49.078753500000005,2.2543773,-0.2239407,-0.89957017,0.51343507,-0.0069100135,-0.00015225113,0.25713933,-0.0024680055,-0.0132186655,-0.021455614,0.011784234,-0.036898524,0.010050106,0.041895274,-0.087027825,0.008958306,-0.050956964,-0.6051798,0.032470595,99.7061,0.10319722,0.37811804,0.39084646,0.14268395,0.10362689,inf,inf,inf,inf,1,1,1,1,3,1,3,2,6,1,1,1,0
668201449,668199813,31044075,49.078753500000005,2.2543773,-0.2239183,-0.89947295,0.5135618,-0.0069100135,-0.00015225113,0.25713933,-0.0014476859,-0.012571745,-0.021010276,0.0122164,-0.036898524,0.010050106,0.041895274,0.04043174,-0.051379714,0.06312791,-0.60513556,0.032470595,99.7061,0.10342431,0.3789385,0.38908485,0.14312997,0.10354621,inf,inf,inf,inf,1,1,1,1,3,1,3,2,6,1,1,1,0
668211359,668209818,31044075,49.078753500000005,2.2543773,-0.2238937,-0.89938086,0.51367617,-0.0069100135,-0.00015225113,0.25713933,-0.0015411727,-0.012502615,-0.021286959,0.011913563,-0.036898524,0.010050106,0.041895274,-0.047494534,-0.14506015,-0.004779826,-0.6049117,0.032470595,99.7061,0.10310471,0.3797637,0.38974795,0.1435774,0.1037303,inf,inf,inf,inf,1,1,1,1,3,1,3,2,6,1,1,1,0
668221206,668219826,31044075,49.078753500000005,2.2543773,-0.22387171,-0.899295,0.51377755,-0.0069100135,-0.00015225113,0.25713933,-0.0017710257,-0.011790012,-0.02099192,0.012170244,-0.036898524,0.010050106,0.041895274,-0.08992243,-0.048743475,0.07798211,-0.6045985,0.032470595,99.7061,0.10280293,0.3805937,0.3904132,0.14402555,0.10391444,inf,inf,inf,inf,1,1,1,1,3,1,3,2,6,1,1,1,0
668231385,668229830,31044075,49.078753500000005,2.2543773,-0.22385499,-0.89921975,0.5138701,-0.0069100135,-0.00015225113,0.25713933,-0.0021499298,-0.01255645,-0.020851297,0.012260558,-0.036898524,0.010050106,0.041895274,-0.08913518,-0.1434353,0.017732192,-0.604363,0.032470595,99.7061,0.10250169,0.38142842,0.3910806,0.14447564,0.1040987,inf,inf,inf,inf,1,1,1,1,3,1,3,2,6,1,1,1,0
668241175,668239836,31044075,49.078753500000005,2.2543773,-0.22384532,-0.89916056,0.5139535,-0.0069100135,-0.00015225113,0.25713933,-0.0024302143,-0.012938466,-0.020398565,0.012651816,-0.036898524,0.010050106,0.041895274,0.0018645173,-0.038821016,0.06893179,-0.60431665,0.032470595,99.7061,0.10221481,0.38226798,0.39175016,0.14492622,0.104283,inf,inf,inf,inf,1,1,1,1,3,1,3,2,6,1,1,1,0
668253188,668249842,31044075,49.078753500000005,2.2543773,-0.22356799,-0.8988435,0.51400805,-0.0069100135,-0.00015225113,0.25713933,-0.0031595582,-0.013034794,-0.020699585,0.0122595085,-0.036898524,0.010050106,0.041895274,-0.08173417,-0.01594452,-0.010465678,-0.6044433,0.032470595,99.7061,0.1014958,0.36740455,0.38826105,0.13656369,0.1017783,inf,inf,inf,inf,1,1,1,1,3,1,3,2,6,1,1,1,0
668261519,668259853,31044075,49.078753500000005,2.2543773,-0.22330385,-0.8985446,0.51400983,-0.0069100135,-0.00015225113,0.25713933,-0.0030756814,-0.01339552,-0.020896578,0.01192183,-0.036898524,0.010050106,0.041895274,0.012689153,-0.07891004,0.020565363,-0.6046335,0.032470595,99.7061,0.10030681,0.3681608,0.38652867,0.13700122,0.101709865,inf,inf,inf,inf,1,1,1,1,3,1,3,2,6,1,1,1,0
668271518,668269854,31044075,49.078753500000005,2.2543773,-0.22304732,-0.89826214,0.51400304,-0.0069100135,-0.00015225113,0.25713933,-0.0030318089,-0.01301673,-0.02102322,0.01164727,-0.036898524,0.010050106,0.041895274,-0.032960955,0.0075180507,-0.030883662,-0.60479724,0.032470595,99.7061,0.100105226,0.3689216,0.3871733,0.13744251,0.1018929,inf,inf,inf,inf,1,1,1,1,3,1,3,2,6,1,1,1,0
668281200,668279860,31044075,49.078753500000005,2.2543773,-0.2228001,-0.8979922,0.51398724,-0.0069100135,-0.00015225113,0.25713933,-0.0033993341,-0.012450935,-0.021344367,0.011171458,-0.036898524,0.010050106,0.041895274,-0.122607596,0.08866173,-0.10787711,-0.6048995,0.032470595,99.7061,0.1,0.3696869,0.38782004,0.1378828,0.10207594,inf,inf,inf,inf,1,1,1,1,3,1,3,2,6,1,1,1,0
668291081,668289868,31044075,49.078753500000005,2.2543773,-0.22256215,-0.8977336,0.5139608,-0.0069100135,-0.00015225113,0.25713933,-0.0028763982,-0.012449439,-0.020615812,0.011738959,-0.036898524,0.010050106,0.041895274,0.020009628,0.008465317,0.1810876,-0.60493463,0.032470595,99.7061,0.1,0.37045678,0.38846886,0.13832378,0.10225899,inf,inf,inf,inf,1,1,1,1,3,1,3,2,6,1,1,1,0
