timestamp,time_utc_usec,device_id,lat,lon,alt,alt_ellipsoid,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,heading,heading_offset,automatic_gain_control,fix_type,jamming_state,vel_ned_valid,satellites_used
41239748,1627049021599715,11010053,490787565,22543706,99182,145245,0.22500001,1.6696988,0.83300006,1.046,0.74,0.84,94,4,0.05,-0.049000002,-0.010000001,0.036000002,0.0,0,nan,0.0,1482,3,0,1,16
41439194,1627049021799715,11010053,490787566,22543705,99189,145252,0.19900002,1.6696992,0.832,1.046,0.74,0.84,94,4,0.014,-0.002,0.014,0.040000003,0.0,0,nan,0.0,1482,3,0,1,16
41639693,1627049021999716,11010053,490787568,22543703,99210,145273,0.178,1.6696994,0.832,1.0450001,0.74,0.84,94,4,0.023000002,0.022000002,0.007,0.009000001,0.0,0,nan,0.0,1482,3,0,1,16
41829934,1627049022199715,11010053,490787568,22543702,99202,145265,0.23400001,1.6696999,0.832,1.0450001,0.74,0.84,94,4,0.043,-0.040000003,0.017,0.054,0.0,0,nan,0.0,1482,3,0,1,16
42037459,1627049022399715,11010053,490787569,22543701,99206,145269,0.22900002,1.6697003,0.832,1.0450001,0.74,0.84,94,4,0.027,-0.022000002,0.016,0.040000003,0.0,0,nan,0.0,1482,3,0,1,16
42240890,1627049022599715,11010053,490787570,22543700,99229,145292,0.19500001,1.6697006,0.83300006,1.0450001,0.74,0.84,94,3,0.041,-0.012,0.039,0.015000001,0.0,0,nan,0.0,1482,3,0,1,16
42438641,1627049022799715,11010053,490787571,22543699,99218,145281,0.19800001,1.6697009,0.832,1.044,0.74,0.84,94,3,0.024,-0.015000001,-0.019000001,0.029000001,0.0,0,nan,0.0,1482,3,0,1,16
42640018,1627049022999717,11010053,490787571,22543699,99202,145265,0.23400001,1.6697013,0.832,1.044,0.74,0.84,94,3,0.060000002,-0.05,0.033,0.042000003,0.0,0,nan,0.0,1482,3,0,1,16
42840571,1627049023199716,11010053,490787573,22543696,99205,145267,0.16900001,1.6697017,0.832,1.0430001,0.74,0.84,94,3,0.076000005,0.056,-0.052,0.042000003,0.0,0,nan,0.0,1482,3,0,1,16
43040579,1627049023399716,11010053,490787578,22543697,99211,145274,0.2,1.6697019,0.83300006,1.044,0.74,0.84,94,3,0.141,0.133,0.046000004,0.007,0.0,0,nan,0.0,1482,3,0,1,16
43235992,1627049023599716,11010053,490787578,22543695,99221,145284,0.17300001,1.6697023,0.83300006,1.044,0.81,0.91999996,94,4,0.029000001,-0.027,-0.011000001,-0.080000006,0.0,0,nan,0.0,1482,3,0,1,15
43440973,1627049023799716,11010053,490787585,22543696,99275,145337,0.23900001,0.6320385,0.83400005,1.0450001,0.81,0.91999996,94,4,0.263,0.26000002,0.037,-0.238,0.12399569,0,nan,0.0,1482,3,0,1,15
43639487,1627049023999717,11010053,490787588,22543698,99304,145367,0.223,0.6320397,0.83400005,1.046,0.81,0.91999996,94,4,0.104,0.104,0.004,-0.29900002,0.12399569,0,nan,0.0,1482,3,0,1,15
43838995,1627049024199716,11010053,490787595,22543696,99274,145337,0.22900002,0.3893428,0.832,1.044,0.81,0.91999996,94,4,0.418,0.418,0.008,-0.303,0.048522767,0,nan,0.0,1482,3,0,1,15
44037545,1627049024399716,11010053,490787602,22543696,99314,145377,0.231,0.49615502,0.832,1.044,0.81,0.91999996,94,4,0.34100002,0.34100002,0.007,-0.35900003,0.038323067,0,nan,0.0,1482,3,0,1,15
44232887,1627049024599716,11010053,490787611,22543692,99388,145451,0.23300001,0.45373932,0.83100003,1.044,0.81,0.91999996,94,4,0.36900002,0.33900002,-0.14600001,-0.41000003,6.079233,0,nan,0.0,1482,3,0,1,15
44428432,1627049024799716,11010053,490787623,22543691,99444,145507,0.24000001,0.27277035,0.832,1.044,0.81,0.91999996,94,4,0.578,0.57100004,-0.089,-0.33800003,6.115878,0,nan,0.0,1482,3,0,1,15
44638468,1627049024999717,11010053,490787631,22543689,99497,145560,0.231,0.37290424,0.83000004,1.044,1.15,1.38,94,4,0.39900002,0.393,-0.071,-0.41000003,6.111488,0,nan,0.0,1482,3,0,1,14
44837544,1627049025199716,11010053,490787640,22543681,99494,145557,0.21300001,0.24961837,0.82600003,1.041,1.15,1.38,94,4,0.59300005,0.55,-0.22000001,-0.37,5.967067,0,nan,0.0,1482,3,0,1,14
45039436,1627049025399716,11010053,490787649,22543677,99509,145572,0.23400001,0.27179313,0.82600003,1.041,1.15,1.38,94,4,0.58400005,0.53900003,-0.223,-0.282,5.932096,0,nan,0.0,1482,3,0,1,14
45241704,1627049025599716,11010053,490787657,22543668,99523,145586,0.21800001,0.30204964,0.82500005,1.039,1.15,1.38,94,4,0.544,0.47400004,-0.266,-0.28100002,5.8600297,0,nan,0.0,1482,3,0,1,14
45439233,1627049025799716,11010053,490787668,22543663,99607,145670,0.23300001,0.2948973,0.82400006,1.039,1.15,1.38,94,4,0.55300003,0.53400004,-0.147,-0.37800002,5.939385,0,nan,0.0,1482,3,0,1,14
45639431,1627049025999717,11010053,490787678,22543650,99665,145728,0.22500001,0.26601678,0.82400006,1.039,0.81,0.94,94,4,0.648,0.55,-0.342,-0.28800002,5.8223166,0,nan,0.0,1482,3,0,1,15
45840437,1627049026199717,11010053,490787684,22543643,99638,145700,0.22200002,0.3478612,0.823,1.039,0.81,0.94,94,4,0.48200002,0.40500003,-0.26200002,-0.208,5.7809324,0,nan,0.0,1482,3,0,1,15
46040444,1627049026399717,11010053,490787693,22543631,99709,145772,0.21400002,0.35460514,0.822,1.039,0.81,0.94,94,4,0.527,0.44000003,-0.29000002,-0.293,5.741907,0,nan,0.0,1482,3,0,1,15
46240880,1627049026599717,11010053,490787702,22543623,99767,145830,0.22600001,0.28202513,0.822,1.0380001,0.81,0.94,94,7,0.546,0.512,-0.18900001,-0.17300001,5.8565984,0,nan,0.0,1482,3,0,1,15
46440924,1627049026799717,11010053,490787708,22543617,99807,145870,0.215,0.38238764,0.82000005,1.036,0.81,0.94,94,7,0.44400004,0.395,-0.201,-0.23700002,5.841001,0,nan,0.0,1482,3,0,1,15
46637559,1627049026999718,11010053,490787712,22543611,99797,145860,0.20700002,0.41445214,0.81700003,1.033,0.81,0.94,94,7,0.372,0.316,-0.19700001,-0.13800001,5.787971,0,nan,0.0,1482,3,0,1,15
46838433,1627049027199717,11010053,490787717,22543601,99854,145917,0.21400002,0.36085242,0.814,1.029,0.81,0.94,94,7,0.407,0.38200003,-0.142,-0.24400002,5.8674965,0,nan,0.0,1482,3,0,1,15
47031356,1627049027399717,11010053,490787721,22543599,99829,145892,0.22100002,0.5586919,0.81200004,1.026,0.81,0.94,94,7,0.273,0.27100003,-0.029000001,-0.14600001,5.958573,0,nan,0.0,1482,3,0,1,15
47238529,1627049027599717,11010053,490787726,22543592,99914,145977,0.202,0.53883445,0.81000006,1.0250001,0.81,0.94,94,6,0.30200002,0.29900002,-0.039,-0.21300001,6.059001,0,nan,0.0,1482,3,0,1,15
47438430,1627049027799717,11010053,490787727,22543593,99905,145968,0.18800001,0.53883547,0.809,1.024,0.81,0.94,94,6,0.155,0.096,0.12200001,-0.156,6.059001,0,nan,0.0,1482,3,0,1,15
47637436,1627049027999718,11010053,490787726,22543598,99922,145985,0.147,0.75347793,0.809,1.023,0.81,0.94,94,6,0.25500003,-0.075,0.24300002,-0.209,0.48425502,0,nan,0.0,1482,3,0,1,15
47838891,1627049028199717,11010053,490787722,22543605,99886,145949,0.143,0.70247054,0.808,1.021,0.81,0.94,94,6,0.263,-0.148,0.21700001,-0.087000005,1.3849416,0,nan,0.0,1482,3,0,1,15
48038546,1627049028399717,11010053,490787718,22543612,99869,145932,0.156,0.4998068,0.80700004,1.0200001,0.81,0.94,94,6,0.35300002,-0.158,0.316,-0.19700001,1.8165588,0,nan,0.0,1482,3,0,1,15
48238435,1627049028599717,11010053,490787716,22543618,99923,145986,0.141,0.72471005,0.80600005,1.0170001,0.83,0.98999995,94,6,0.22700001,-0.148,0.172,-0.20500001,1.9670062,0,nan,0.0,1482,3,0,1,14
