timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,clip_counter[0],clip_counter[1],clip_counter[2],samples
71047797,71047510,3670026,0.294008,0.45872906,-10.006805,39.32558,0,0,0,0,5
71049033,71048754,3670026,0.28395233,0.43382937,-10.006805,39.39902,0,0,0,0,5
71050299,71050001,3670026,0.3251326,0.45777136,-9.984779,39.35985,0,0,0,0,5
71051536,71051243,3670026,0.30885202,0.4975151,-9.982385,39.369644,0,0,0,0,5
71055279,71054979,3670026,0.35913026,0.48171338,-9.9900465,39.38923,0,0,0,0,5
71058995,71058712,3670026,0.32369608,0.4568137,-10.048465,39.394127,0,0,0,0,5
71062723,71062442,3670026,0.29209262,0.4975151,-9.997707,39.374542,0,0,0,0,5
71065228,71064934,3670026,0.26527756,0.47644615,-9.998665,39.36475,0,0,0,0,5
71068952,71068667,3670026,0.34380737,0.46208093,-9.967062,39.38433,0,0,0,0,5
71072686,71072400,3670026,0.3002329,0.4544195,-9.969456,39.31579,0,0,0,0,5
71077673,71077388,3670026,0.30645782,0.49129018,-10.025002,39.35985,0,0,0,0,5
71078941,71078656,3670026,0.2762909,0.5090073,-9.997229,39.40392,0,0,0,0,5
71082671,71082387,3670026,0.3265691,0.4735731,-10.001538,39.433292,0,0,0,0,5
71087687,71087387,3670026,0.2906561,0.46926355,-9.967541,39.38923,0,0,0,0,5
71090181,71089891,3670026,0.32321724,0.46208093,-10.010636,39.374542,0,0,0,0,5
71093919,71093640,3670026,0.28921956,0.46591166,-9.987652,39.418606,0,0,0,0,5
71097689,71097403,3670026,0.30693665,0.48314992,-9.998186,39.32558,0,0,0,0,5
71100200,71099901,3670026,0.31411928,0.49081135,-9.984779,39.33048,0,0,0,0,5
71103932,71103646,3670026,0.31651348,0.48123455,-9.973765,39.350063,0,0,0,0,5
71108941,71108654,3670026,0.28634652,0.46830586,-9.982385,39.374542,0,0,0,0,5
71111454,71111152,3670026,0.32800564,0.4735731,-10.016861,39.374542,0,0,0,0,5
71115200,71114902,3670026,0.32225955,0.5152322,-9.983342,39.35985,0,0,0,0,5
71117699,71117411,3670026,0.3371036,0.45537716,-9.967062,39.369644,0,0,0,0,5
71122465,71122179,3670026,0.28491,0.49655744,-9.970893,39.374542,0,0,0,0,5
71124966,71124671,3670026,0.33518824,0.45777136,-9.979991,39.345165,0,0,0,0,5
71128710,71128404,3670026,0.40797198,0.48314992,-9.923009,39.31579,0,0,0,0,5
71132436,71132136,3670026,0.19488803,0.3026271,-10.070012,39.379436,0,0,0,0,5
71136177,71135876,3670026,0.2102109,0.6531382,-10.147106,39.374542,0,0,0,0,5
71138663,71138359,3670026,0.19488803,0.7848193,-9.984779,39.345165,0,0,0,0,5
71142384,71142104,3670026,0.6588843,0.3442862,-9.948387,39.452877,0,0,0,0,5
71146123,71145828,3670026,0.062249243,0.4132392,-9.873209,39.40392,0,0,0,0,5
71149846,71149559,3670026,0.147004,0.5377377,-10.024523,39.35985,0,0,0,0,5
71153582,71153294,3670026,0.7570466,0.13694833,-9.894279,39.39902,0,0,0,0,5
71156070,71155782,3670026,0.24660277,1.0544064,-10.068097,39.350063,0,0,0,0,5
71159820,71159516,3670026,0.11252748,0.25713727,-9.814791,39.438187,0,0,0,0,5
71163551,71163250,3670026,0.39360675,0.38355112,-10.308475,39.408813,0,0,0,0,5
71168517,71168227,3670026,0.1388637,0.8360552,-9.925403,39.374542,0,0,0,0,5
71172258,71171961,3670026,0.25234887,0.19536686,-9.871294,39.433292,0,0,0,0,5
71173500,71173207,3670026,0.3806781,0.24420857,-9.886617,39.4284,0,0,0,0,5
71178480,71178183,3670026,0.2964022,0.30550015,-9.969934,39.39902,0,0,0,0,5
71182211,71181920,3670026,-0.47165775,-0.23654713,-10.222283,39.447983,0,0,0,0,5
71184716,71184410,3670026,0.78529817,0.8437167,-9.565314,39.36475,0,0,0,0,5
71188429,71188140,3670026,0.51906294,0.5233725,-10.152852,39.379436,0,0,0,0,5
71192173,71191884,3670026,0.15945384,0.5525818,-10.1906805,39.40392,0,0,0,0,5
71194666,71194364,3670026,0.1685518,0.24708162,-9.973765,39.335373,0,0,0,0,5
71198384,71198096,3670026,0.11204864,-0.06895301,-10.047986,39.379436,0,0,0,0,5
71202119,71201829,3670026,0.70437413,0.83749175,-10.035536,39.35985,0,0,0,0,5
