timestamp,timestamp_sample,ref_timestamp,ref_lat,ref_lon,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,z_deriv,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,heading,delta_heading,ref_alt,dist_bottom,eph,epv,evh,evv,vxy_max,vz_max,hagl_min,hagl_max,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,heading_reset_counter,xy_global,z_global,dist_bottom_valid,dist_bottom_sensor_bitfield
535954084,535951974,31044075,49.078753500000005,2.2543773,-1.0558736,-2.2987883,1.8269758,-0.0069100135,-0.00015225113,0.25713933,-0.026275607,-0.008309046,0.015283418,0.013805287,-0.036898524,0.010050106,0.041895274,-0.001616948,-0.027306695,0.015844777,-0.556265,-0.112117834,99.7061,0.1,0.37755617,0.39132395,0.14176221,0.103232294,inf,inf,inf,inf,1,1,1,1,3,1,3,2,5,1,1,1,0
535964282,535961975,31044075,49.078753500000005,2.2543773,-1.056143,-2.299316,1.8269494,-0.0069100135,-0.00015225113,0.25713933,-0.026147388,-0.008305738,0.015172486,0.013549595,-0.036898524,0.010050106,0.041895274,0.009613574,0.012924809,-0.0102805,-0.55626553,-0.112117834,99.7061,0.1,0.37834004,0.38954633,0.14220966,0.103155434,inf,inf,inf,inf,1,1,1,1,3,1,3,2,5,1,1,1,0
535974084,535971982,31044075,49.078753500000005,2.2543773,-1.0564102,-2.2998273,1.826927,-0.0069100135,-0.00015225113,0.25713933,-0.026099265,-0.008450412,0.01513347,0.013372565,-0.036898524,0.010050106,0.041895274,-0.0059959777,-0.005287255,0.008775454,-0.55624676,-0.112117834,99.7061,0.1,0.37912866,0.39020216,0.14265873,0.10333921,inf,inf,inf,inf,1,1,1,1,3,1,3,2,5,1,1,1,0
535983708,535981990,31044075,49.078753500000005,2.2543773,-1.056676,-2.300323,1.8269087,-0.0069100135,-0.00015225113,0.25713933,-0.026109643,-0.0084342975,0.015035145,0.013142767,-0.036898524,0.010050106,0.041895274,-0.005215441,0.00050557853,0.003210596,-0.55624044,-0.112117834,99.7061,0.1,0.37992206,0.3908601,0.14310822,0.10352307,inf,inf,inf,inf,1,1,1,1,3,1,3,2,5,1,1,1,0
535994422,535991996,31044075,49.078753500000005,2.2543773,-1.0569408,-2.3008022,1.8268938,-0.0069100135,-0.00015225113,0.25713933,-0.026264021,-0.0082042515,0.014804475,0.01278688,-0.036898524,0.010050106,0.041895274,-0.044585902,0.036720682,-0.025891071,-0.55623454,-0.112117834,99.7061,0.1,0.38072035,0.39152023,0.14355862,0.10370699,inf,inf,inf,inf,1,1,1,1,3,1,3,2,5,1,1,1,0
536003692,536002004,31044075,49.078753500000005,2.2543773,-1.0572028,-2.301266,1.8268827,-0.0069100135,-0.00015225113,0.25713933,-0.026073115,-0.008178915,0.014862876,0.012726161,-0.036898524,0.010050106,0.041895274,-0.06988958,0.03972297,0.002920199,-0.55616736,-0.112117834,99.7061,0.1,0.3815234,0.39218247,0.14400926,0.10389099,inf,inf,inf,inf,1,1,1,1,3,1,3,2,5,1,1,1,0
536014660,536012013,31044075,49.078753500000005,2.2543773,-1.0574653,-2.3017163,1.826866,-0.0069100135,-0.00015225113,0.25713933,-0.026124587,-0.008197678,0.014619996,0.012360928,-0.036898524,0.010050106,0.041895274,-0.0018103303,0.09419114,-0.024434226,-0.5560708,-0.112117834,99.7061,0.1,0.3823313,0.39039543,0.1444607,0.1038098,inf,inf,inf,inf,1,1,1,1,3,1,3,2,5,1,1,1,0
536023810,536022019,31044075,49.078753500000005,2.2543773,-1.0577286,-2.3021533,1.8268529,-0.0069100135,-0.00015225113,0.25713933,-0.026486909,-0.008669132,0.014821863,0.012446517,-0.036898524,0.010050106,0.041895274,-0.03944677,-0.02662195,0.05164756,-0.5560614,-0.112117834,99.7061,0.1,0.38314408,0.39105782,0.14491345,0.103994004,inf,inf,inf,inf,1,1,1,1,3,1,3,2,5,1,1,1,0
536034194,536032027,31044075,49.078753500000005,2.2543773,-1.0579923,-2.3025765,1.8268456,-0.0069100135,-0.00015225113,0.25713933,-0.026082136,-0.008158547,0.014534341,0.012048572,-0.036898524,0.010050106,0.041895274,0.09012663,0.06848779,-0.065708965,-0.5559369,-0.112117834,99.7061,0.1,0.38396177,0.3917224,0.14536723,0.10417827,inf,inf,inf,inf,1,1,1,1,3,1,3,2,5,1,1,1,0
536043955,536042032,31044075,49.078753500000005,2.2543773,-1.0582479,-2.3029816,1.8268391,-0.0069100135,-0.00015225113,0.25713933,-0.024944052,-0.008446073,0.014727125,0.012136714,-0.036898524,0.010050106,0.041895274,0.18676175,-0.17453475,0.113134585,-0.5557659,-0.112117834,99.7061,0.1,0.38478434,0.39238915,0.145821,0.104362614,inf,inf,inf,inf,1,1,1,1,3,1,3,2,5,1,1,1,0
