timestamp,alt_max,freefall,ground_contact,maybe_landed,landed,in_ground_effect,in_descend,has_low_throttle,vertical_movement,horizontal_movement,close_to_ground_or_skipped_check
449595422,inf,0,1,1,1,1,1,1,0,0,1
450595845,inf,0,1,1,1,1,1,1,0,0,1
451596025,inf,0,1,1,1,1,1,1,0,0,1
452596328,inf,0,1,1,1,1,1,1,0,0,1
453597113,inf,0,1,1,1,1,1,1,0,0,1
454598511,inf,0,1,1,1,1,1,1,0,0,1
455598889,inf,0,1,1,1,1,1,1,0,0,1
456600623,inf,0,1,1,1,1,1,1,0,0,1
457610652,inf,0,1,1,1,1,1,1,0,0,1
458610818,inf,0,1,1,1,1,1,1,0,0,1
459611274,inf,0,1,1,1,1,1,1,0,0,1
460611598,inf,0,1,1,1,1,1,1,0,0,1
461611614,inf,0,1,1,1,1,1,1,0,0,1
462612009,inf,0,1,1,1,1,1,1,0,0,1
463612224,inf,0,1,1,1,1,1,1,0,0,1
464612550,inf,0,1,1,1,1,1,1,0,0,1
465618613,inf,0,1,1,1,1,1,1,0,0,1
466620074,inf,0,1,1,1,1,1,1,0,0,1
467621979,inf,0,1,1,1,1,1,1,0,0,1
468630027,inf,0,1,1,1,1,1,1,0,0,1
469630160,inf,0,1,1,1,1,1,1,0,0,1
470630937,inf,0,1,1,1,1,1,1,0,0,1
471631096,inf,0,1,1,1,1,1,1,0,0,1
472631437,inf,0,1,1,1,1,1,1,0,0,1
473632072,inf,0,1,1,1,1,1,1,0,0,1
474642097,inf,0,1,1,1,1,1,1,0,0,1
475642259,inf,0,1,1,1,1,1,1,0,0,1
476642745,inf,0,1,1,1,1,1,1,0,0,1
477648697,inf,0,1,1,1,1,1,1,0,0,1
478650419,inf,0,1,1,1,1,1,1,0,0,1
479652290,inf,0,1,1,1,1,1,1,0,0,1
480659299,inf,0,1,1,1,1,1,1,0,0,1
482660734,inf,0,1,1,1,1,1,1,0,0,1
483671235,inf,0,1,1,1,1,1,1,0,0,1
484671700,inf,0,1,1,1,1,1,1,0,0,1
485671848,inf,0,1,1,1,1,1,1,0,0,1
486672076,inf,0,1,1,1,1,1,1,0,0,1
487672256,inf,0,1,1,1,1,1,1,0,0,1
488672644,inf,0,1,1,1,1,1,1,0,0,1
489681064,inf,0,1,1,1,1,1,1,0,0,1
490686976,inf,0,1,1,1,1,1,1,0,0,1
491688890,inf,0,1,1,1,1,1,1,0,0,1
492689527,inf,0,1,1,1,1,1,1,0,0,1
493699620,inf,0,1,1,1,1,1,1,0,0,1
494700085,inf,0,1,1,1,1,1,1,0,0,1
495701256,inf,0,1,1,1,1,1,1,0,0,1
496710927,inf,0,1,1,1,1,1,1,0,0,1
497720356,inf,0,1,1,1,1,1,1,0,0,1
498722046,inf,0,1,1,1,1,1,1,0,0,1
499728343,inf,0,1,1,1,1,1,1,0,0,1
500730156,inf,0,1,1,1,1,1,1,0,0,1
501730441,inf,0,1,1,1,1,1,1,0,0,1
502730856,inf,0,1,1,1,1,1,1,0,0,1
503731519,inf,0,1,1,1,1,1,1,0,0,1
504731722,inf,0,1,1,1,1,1,1,0,0,1
506732236,inf,0,1,1,1,1,1,1,0,0,1
507742744,inf,0,1,1,1,1,1,1,0,0,1
508748694,inf,0,1,1,1,1,1,1,0,0,1
509750325,inf,0,1,1,1,1,1,1,0,0,1
510756973,inf,0,1,1,1,1,1,1,0,0,1
