timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,is_external
4914041,4913081,396809,0.12121212,-0.13636363,0.39469695,nan,0,1
4935283,4934351,396809,0.12045454,-0.1340909,0.38939393,nan,0,1
4956908,4955986,396809,0.12121212,-0.13257575,0.39166665,nan,0,1
4978149,4977221,396809,0.11818182,-0.13030303,0.3931818,nan,0,1
4999386,4998461,396809,0.11818182,-0.12424242,0.39469695,nan,0,1
5020646,5019703,396809,0.11742424,-0.11893939,0.3931818,nan,0,1
5041876,5040955,396809,0.11742424,-0.11212121,0.39696968,nan,0,1
5064028,5063066,396809,0.115909085,-0.10378788,0.39848483,nan,0,1
5085279,5084347,396809,0.115909085,-0.09469697,0.39999998,nan,0,1
5106695,5105707,396809,0.11515151,-0.08333333,0.39696968,nan,0,1
5127933,5127006,396809,0.111363634,-0.07575757,0.39999998,nan,0,1
5149277,5148248,396809,0.114393935,-0.06666666,0.40530303,nan,0,1
5170894,5169975,396809,0.115909085,-0.06060606,0.40681818,nan,0,1
5192787,5191827,396809,0.11363636,-0.05530303,0.40378785,nan,0,1
5214031,5213100,396809,0.11212121,-0.049242422,0.40757576,nan,0,1
5235277,5234343,396809,0.112878785,-0.045454543,0.40530303,nan,0,1
5256528,5255586,396809,0.11060606,-0.04090909,0.40681818,nan,0,1
5278155,5277234,396809,0.109848484,-0.037878785,0.40757576,nan,0,1
5299383,5298462,396809,0.10909091,-0.036363635,0.4090909,nan,0,1
5320638,5319702,396809,0.10909091,-0.031060604,0.40757576,nan,0,1
5341882,5340947,396809,0.10757575,-0.029545454,0.41060606,nan,0,1
5363231,5362198,396809,0.10530303,-0.028787877,0.41287878,nan,0,1
5384872,5383950,396809,0.10378788,-0.031060604,0.41742423,nan,0,1
5406099,5405179,396809,0.099999994,-0.034090906,0.40757576,nan,0,1
5427329,5426408,396809,0.095454544,-0.03560606,0.41060606,nan,0,1
5448620,5447694,396809,0.09015151,-0.041666664,0.4090909,nan,0,1
5469851,5468926,396809,0.08181818,-0.047727272,0.4121212,nan,0,1
5491521,5490569,396809,0.073484845,-0.05681818,0.41742423,nan,0,1
5512772,5511824,396809,0.06515151,-0.06060606,0.4212121,nan,0,1
5534020,5533081,396809,0.0530303,-0.06666666,0.41439393,nan,0,1
5555268,5554325,396809,0.043939393,-0.06590909,0.41590908,nan,0,1
5576525,5575574,396809,0.034090906,-0.06666666,0.41287878,nan,0,1
5598231,5597264,396809,0.03181818,-0.06060606,0.41439393,nan,0,1
5619473,5618539,396809,0.025757575,-0.05833333,0.41287878,nan,0,1
5640706,5639785,396809,0.027272727,-0.052272726,0.41287878,nan,0,1
5661989,5661063,396809,0.03181818,-0.049999997,0.4181818,nan,0,1
5683238,5682313,396809,0.03030303,-0.048484847,0.41439393,nan,0,1
5704871,5703946,396809,0.03712121,-0.046212118,0.41590908,nan,0,1
5726100,5725180,396809,0.04242424,-0.046969697,0.4181818,nan,0,1
5747341,5746411,396809,0.046969697,-0.046969697,0.41969696,nan,0,1
5768613,5767694,396809,0.048484847,-0.047727272,0.41439393,nan,0,1
5789843,5788917,396809,0.05151515,-0.050757576,0.41439393,nan,0,1
5812024,5811060,396809,0.047727272,-0.053787876,0.4121212,nan,0,1
5833255,5832330,396809,0.043181818,-0.05681818,0.4212121,nan,0,1
5854487,5853562,396809,0.04090909,-0.06287879,0.4121212,nan,0,1
5875738,5874796,396809,0.034090906,-0.06590909,0.41590908,nan,0,1
5896961,5896042,396809,0.032575756,-0.068939395,0.41590908,nan,0,1
5918615,5917696,396809,0.031060604,-0.07121212,0.41439393,nan,0,1
5939850,5938924,396809,0.029545454,-0.07272727,0.41590908,nan,0,1
5961102,5960170,396809,0.029545454,-0.071969695,0.4121212,nan,0,1
5982334,5981409,396809,0.031060604,-0.068939395,0.41287878,nan,0,1
6003613,6002643,396809,0.031060604,-0.06287879,0.41439393,nan,0,1
6025264,6024321,396809,0.037878785,-0.05530303,0.41439393,nan,0,1
6046512,6045570,396809,0.04242424,-0.046969697,0.4121212,nan,0,1
6067765,6066837,396809,0.049242422,-0.04242424,0.41742423,nan,0,1
6089016,6088094,396809,0.048484847,-0.037878785,0.41742423,nan,0,1
6110264,6109327,396809,0.054545455,-0.032575756,0.41742423,nan,0,1
6131888,6130964,396809,0.06060606,-0.028030302,0.41742423,nan,0,1
6153165,6152199,396809,0.061363634,-0.024999999,0.41969696,nan,0,1
6174400,6173473,396809,0.06515151,-0.022727272,0.41742423,nan,0,1
6195629,6194709,396809,0.06590909,-0.02121212,0.4121212,nan,0,1
6216875,6215943,396809,0.06742424,-0.020454545,0.4181818,nan,0,1
6238516,6237589,396809,0.06818181,-0.020454545,0.4090909,nan,0,1
6259744,6258820,396809,0.070454545,-0.02121212,0.41060606,nan,0,1
6281019,6280050,396809,0.070454545,-0.02121212,0.41742423,nan,0,1
6302502,6301582,396809,0.07272727,-0.022727272,0.42348483,nan,0,1
6323778,6322852,396809,0.07121212,-0.024242423,0.41590908,nan,0,1
6345516,6344564,396809,0.07272727,-0.028030302,0.4181818,nan,0,1
6366777,6365827,396809,0.07424242,-0.031060604,0.41742423,nan,0,1
6388047,6387081,396809,0.07424242,-0.03560606,0.41742423,nan,0,1
6409273,6408354,396809,0.07272727,-0.038636364,0.41287878,nan,0,1
6430556,6429576,396809,0.07424242,-0.04242424,0.41060606,nan,0,1
6452177,6451258,396809,0.06969697,-0.046969697,0.41590908,nan,0,1
6473425,6472504,396809,0.06818181,-0.05151515,0.41439393,nan,0,1
6494665,6493741,396809,0.068939395,-0.054545455,0.4212121,nan,0,1
6515929,6514996,396809,0.06818181,-0.05909091,0.41590908,nan,0,1
6537184,6536265,396809,0.06363636,-0.06287879,0.4121212,nan,0,1
6558909,6557988,396809,0.061363634,-0.06742424,0.4090909,nan,0,1
6580175,6579257,396809,0.05681818,-0.071969695,0.41439393,nan,0,1
6601435,6600511,396809,0.057575755,-0.07424242,0.41439393,nan,0,1
6622705,6621779,396809,0.054545455,-0.07727273,0.41060606,nan,0,1
6643961,6643043,396809,0.054545455,-0.0780303,0.4090909,nan,0,1
6665681,6664699,396809,0.053787876,-0.08257575,0.40681818,nan,0,1
6686911,6685987,396809,0.05833333,-0.08484848,0.41060606,nan,0,1
6708190,6707266,396809,0.059848484,-0.087878786,0.4121212,nan,0,1
6729424,6728496,396809,0.06212121,-0.09015151,0.40378785,nan,0,1
6750655,6749730,396809,0.06287879,-0.09318182,0.4090909,nan,0,1
6772274,6771355,396809,0.06212121,-0.09469697,0.41060606,nan,0,1
6793532,6792577,396809,0.06439394,-0.09621212,0.40530303,nan,0,1
6814757,6813838,396809,0.06590909,-0.099999994,0.40757576,nan,0,1
6835991,6835066,396809,0.06818181,-0.10151515,0.40681818,nan,0,1
6857227,6856303,396809,0.06818181,-0.1030303,0.40757576,nan,0,1
6878921,6878003,396809,0.06666666,-0.10151515,0.40530303,nan,0,1
6900192,6899270,396809,0.06590909,-0.10227273,0.4090909,nan,0,1
6922174,6921255,396809,0.06742424,-0.099999994,0.40757576,nan,0,1
6943413,6942483,396809,0.06666666,-0.098484844,0.40757576,nan,0,1
6964649,6963719,396809,0.06590909,-0.095454544,0.41060606,nan,0,1
6986286,6985354,396809,0.06818181,-0.092424236,0.40681818,nan,0,1
7007520,7006592,396809,0.070454545,-0.09166666,0.40378785,nan,0,1
7028743,7027824,396809,0.070454545,-0.08863636,0.41060606,nan,0,1
7049966,7049048,396809,0.07272727,-0.08863636,0.40681818,nan,0,1
7071189,7070270,396809,0.073484845,-0.089393936,0.40151513,nan,0,1
7092865,7091941,396809,0.074999996,-0.090909086,0.40681818,nan,0,1
7114092,7113172,396809,0.074999996,-0.092424236,0.4121212,nan,0,1
7135320,7134398,396809,0.076515146,-0.09318182,0.41060606,nan,0,1
7156546,7155628,396809,0.08257575,-0.09469697,0.40530303,nan,0,1
7177774,7176854,396809,0.08333333,-0.099999994,0.40681818,nan,0,1
7199447,7198529,396809,0.08712121,-0.10075757,0.40151513,nan,0,1
7220677,7219754,396809,0.089393936,-0.1030303,0.4022727,nan,0,1
7241900,7240980,396809,0.09318182,-0.10454545,0.40378785,nan,0,1
7263133,7262214,396809,0.09772727,-0.10454545,0.39999998,nan,0,1
7284389,7283439,396809,0.10454545,-0.10530303,0.39999998,nan,0,1
7306011,7305093,396809,0.10833333,-0.1030303,0.40530303,nan,0,1
7327286,7326354,396809,0.114393935,-0.1030303,0.4022727,nan,0,1
7348518,7347598,396809,0.11969697,-0.098484844,0.39999998,nan,0,1
7369745,7368822,396809,0.12499999,-0.095454544,0.40151513,nan,0,1
7390970,7390049,396809,0.13257575,-0.093939394,0.39848483,nan,0,1
7412697,7411776,396809,0.13560605,-0.09015151,0.3931818,nan,0,1
7433951,7433032,396809,0.13939394,-0.08863636,0.39166665,nan,0,1
7455292,7454374,396809,0.14090909,-0.087878786,0.39469695,nan,0,1
7476613,7475694,396809,0.14166667,-0.08560606,0.39166665,nan,0,1
7497845,7496919,396809,0.14166667,-0.086363636,0.39469695,nan,0,1
7519462,7518543,396809,0.14090909,-0.08712121,0.3931818,nan,0,1
7541256,7540338,396809,0.13787879,-0.08712121,0.39696968,nan,0,1
7562484,7561563,396809,0.1340909,-0.089393936,0.39469695,nan,0,1
7583714,7582793,396809,0.13030303,-0.090909086,0.3962121,nan,0,1
7604936,7604018,396809,0.13030303,-0.09166666,0.39166665,nan,0,1
7626553,7625631,396809,0.13181818,-0.092424236,0.39848483,nan,0,1
7647783,7646858,396809,0.13257575,-0.093939394,0.39469695,nan,0,1
7669015,7668090,396809,0.13484848,-0.09621212,0.39848483,nan,0,1
7690247,7689323,396809,0.1371212,-0.095454544,0.3962121,nan,0,1
7711631,7710647,396809,0.14166667,-0.09469697,0.39848483,nan,0,1
7733256,7732337,396809,0.14166667,-0.090909086,0.39696968,nan,0,1
7754487,7753563,396809,0.14242424,-0.08863636,0.3962121,nan,0,1
7775719,7774794,396809,0.14166667,-0.08863636,0.39469695,nan,0,1
7796944,7796025,396809,0.14090909,-0.086363636,0.39166665,nan,0,1
7818184,7817265,396809,0.14015152,-0.08484848,0.39090908,nan,0,1
7839824,7838904,396809,0.13787879,-0.0840909,0.39469695,nan,0,1
7861056,7860132,396809,0.13939394,-0.08257575,0.3931818,nan,0,1
7882285,7881361,396809,0.13636363,-0.07878788,0.39696968,nan,0,1
7903522,7902594,396809,0.13560605,-0.0780303,0.39696968,nan,0,1
7924749,7923829,396809,0.13484848,-0.07424242,0.40151513,nan,0,1
7946438,7945515,396809,0.13181818,-0.071969695,0.4022727,nan,0,1
7967702,7966774,396809,0.13181818,-0.070454545,0.40530303,nan,0,1
7988976,7988052,396809,0.1310606,-0.070454545,0.40530303,nan,0,1
8010275,8009345,396809,0.1310606,-0.06818181,0.39696968,nan,0,1
8031758,8030839,396809,0.12954545,-0.06818181,0.40530303,nan,0,1
8053394,8052475,396809,0.12878788,-0.06742424,0.40151513,nan,0,1
8074670,8073736,396809,0.12499999,-0.068939395,0.40378785,nan,0,1
8095900,8094976,396809,0.12651515,-0.06666666,0.39999998,nan,0,1
8117172,8116216,396809,0.12651515,-0.06818181,0.4022727,nan,0,1
8138405,8137480,396809,0.1310606,-0.06969697,0.40151513,nan,0,1
8160522,8159603,396809,0.13333333,-0.06742424,0.4022727,nan,0,1
8181764,8180827,396809,0.1371212,-0.068939395,0.39999998,nan,0,1
8203000,8202075,396809,0.14015152,-0.068939395,0.40757576,nan,0,1
8224240,8223314,396809,0.14621212,-0.06969697,0.40151513,nan,0,1
8245554,8244546,396809,0.14924242,-0.06742424,0.40530303,nan,0,1
8267178,8266253,396809,0.15303029,-0.06666666,0.39469695,nan,0,1
8288416,8287493,396809,0.15681818,-0.06590909,0.39166665,nan,0,1
8309658,8308739,396809,0.16060606,-0.06515151,0.3962121,nan,0,1
8330931,8329998,396809,0.1621212,-0.06590909,0.3931818,nan,0,1
8352189,8351263,396809,0.1621212,-0.06363636,0.39166665,nan,0,1
8373914,8372994,396809,0.16060606,-0.06212121,0.39090908,nan,0,1
8395159,8394237,396809,0.1590909,-0.061363634,0.39166665,nan,0,1
8416400,8415479,396809,0.15757576,-0.059848484,0.3931818,nan,0,1
8437739,8436801,396809,0.15454546,-0.057575755,0.39696968,nan,0,1
8458980,8458046,396809,0.15075757,-0.056060605,0.39848483,nan,0,1
8480700,8479698,396809,0.14621212,-0.05530303,0.4022727,nan,0,1
8501926,8501008,396809,0.14242424,-0.05530303,0.4022727,nan,0,1
8523187,8522263,396809,0.1371212,-0.05530303,0.40378785,nan,0,1
8544413,8543492,396809,0.1340909,-0.056060605,0.39696968,nan,0,1
8565648,8564716,396809,0.12878788,-0.05681818,0.40681818,nan,0,1
8587273,8586349,396809,0.12196969,-0.05681818,0.40681818,nan,0,1
8608551,8607594,396809,0.11515151,-0.05909091,0.4090909,nan,0,1
8629772,8628854,396809,0.11212121,-0.05681818,0.40757576,nan,0,1
8650994,8650075,396809,0.10378788,-0.05833333,0.41060606,nan,0,1
8672226,8671302,396809,0.09772727,-0.05833333,0.41060606,nan,0,1
8693910,8692992,396809,0.087878786,-0.056060605,0.41969696,nan,0,1
8715180,8714262,396809,0.07954545,-0.054545455,0.41590908,nan,0,1
8736474,8735519,396809,0.07121212,-0.0530303,0.41742423,nan,0,1
8757850,8756875,396809,0.056060605,-0.050757576,0.41590908,nan,0,1
8779675,8778731,396809,0.043181818,-0.0530303,0.4181818,nan,0,1
8801401,8800477,396809,0.024242423,-0.05151515,0.41590908,nan,0,1
8822658,8821733,396809,0.011363636,-0.054545455,0.41742423,nan,0,1
8843904,8842984,396809,-0.0037878787,-0.056060605,0.41969696,nan,0,1
8865219,8864264,396809,-0.013636364,-0.06060606,0.41742423,nan,0,1
8886474,8885527,396809,-0.024242423,-0.061363634,0.41287878,nan,0,1
8908423,8907494,396809,-0.034090906,-0.06742424,0.41060606,nan,0,1
8929653,8928728,396809,-0.045454543,-0.06818181,0.4121212,nan,0,1
8950883,8949964,396809,-0.049242422,-0.06969697,0.41287878,nan,0,1
8972115,8971194,396809,-0.050757576,-0.070454545,0.41439393,nan,0,1
8993352,8992432,396809,-0.046212118,-0.06590909,0.40757576,nan,0,1
9015046,9014119,396809,-0.034090906,-0.06363636,0.41439393,nan,0,1
9036294,9035370,396809,-0.023484848,-0.06212121,0.41439393,nan,0,1
9057643,9056714,396809,-0.015151515,-0.05909091,0.41742423,nan,0,1
9078894,9077975,396809,-0.0037878787,-0.05530303,0.41742423,nan,0,1
9100147,9099230,396809,0.0075757573,-0.053787876,0.41742423,nan,0,1
9121786,9120865,396809,0.018181818,-0.05151515,0.41742423,nan,0,1
