timestamp,alt_max,freefall,ground_contact,maybe_landed,landed,in_ground_effect,in_descend,has_low_throttle,vertical_movement,horizontal_movement,close_to_ground_or_skipped_check
4102359,inf,0,1,1,1,0,0,1,0,0,1
5102646,inf,0,1,1,1,0,0,1,0,0,1
6112335,inf,0,1,1,1,0,0,1,0,0,1
7112377,inf,0,1,1,1,0,0,1,0,0,1
8122332,inf,0,1,1,1,0,0,1,0,0,1
9122596,inf,0,1,1,1,0,0,1,0,0,1
10132257,inf,0,1,1,1,0,0,1,0,0,1
11132320,inf,0,1,1,1,0,0,1,0,0,1
12132409,inf,0,1,1,1,0,0,1,0,0,1
13140096,inf,0,1,1,1,0,0,1,0,0,1
14145130,inf,0,1,1,1,0,0,1,0,0,1
15145485,inf,0,1,1,1,0,0,1,0,0,1
16145565,inf,0,1,1,1,0,0,1,0,0,1
17145651,inf,0,1,1,1,0,0,1,0,0,1
18145892,inf,0,1,1,1,0,0,1,0,0,1
19146037,inf,0,1,1,1,0,0,1,0,0,1
20146274,inf,0,1,1,1,0,0,1,0,0,1
21146632,inf,0,1,1,1,0,0,1,0,0,1
22146783,inf,0,1,1,1,0,0,1,0,0,1
23146863,inf,0,1,1,1,0,0,1,0,0,1
24146979,inf,0,1,1,1,0,0,1,0,0,1
25147327,inf,0,1,1,1,0,0,1,0,0,1
26147445,inf,0,1,1,1,0,0,1,0,0,1
27147586,inf,0,1,1,1,0,0,1,0,0,1
28147757,inf,0,1,1,1,0,0,1,0,0,1
29148198,inf,0,1,1,1,0,0,1,0,0,1
30148385,inf,0,1,1,1,0,0,1,0,0,1
31148549,inf,0,1,1,1,0,0,1,0,0,1
32148794,inf,0,1,1,1,0,0,1,0,0,1
33148951,inf,0,1,1,1,0,0,1,0,0,1
34148973,inf,0,1,1,1,0,0,1,0,0,1
35149261,inf,0,1,1,1,0,0,1,0,0,1
36149689,inf,0,1,1,1,0,0,1,0,0,1
37159823,inf,0,1,1,1,0,0,1,1,0,1
38159954,inf,0,1,1,1,0,0,1,0,0,1
39160313,inf,0,1,1,1,0,0,1,0,0,1
40170456,inf,0,1,1,1,0,0,1,0,0,1
41011447,inf,0,1,1,1,1,1,1,0,0,1
42011612,inf,0,1,1,1,1,1,1,0,0,1
43016591,inf,0,1,1,1,1,1,1,0,0,1
44016952,inf,0,1,1,1,1,1,1,0,0,1
45017115,inf,0,1,1,1,1,1,1,0,0,1
46017458,inf,0,1,1,1,1,1,1,0,0,1
47017725,inf,0,1,1,1,1,1,1,0,0,1
48017916,inf,0,1,1,1,1,1,1,0,0,1
49018143,inf,0,1,1,1,1,1,1,0,0,1
50018317,inf,0,1,1,1,1,1,1,0,0,1
51018474,inf,0,1,1,1,1,1,1,0,0,1
52018714,inf,0,1,1,1,1,1,1,0,0,1
53018960,inf,0,1,1,1,1,1,1,0,0,1
54019227,inf,0,1,1,1,1,1,1,0,0,1
55024624,inf,0,1,1,1,1,1,1,0,0,1
56024731,inf,0,1,1,1,1,1,1,0,0,1
57024902,inf,0,1,1,1,1,1,1,0,0,1
58025315,inf,0,1,1,1,1,1,1,0,0,1
59025668,inf,0,1,1,1,1,1,1,0,0,1
60025822,inf,0,1,1,1,1,1,1,0,0,1
61025989,inf,0,1,1,1,1,1,1,0,0,1
62026378,inf,0,1,1,1,1,1,1,0,0,1
63036384,inf,0,1,1,1,1,1,1,0,0,1
64036753,inf,0,1,1,1,1,1,1,0,0,1
65036909,inf,0,1,1,1,1,1,1,0,0,1
66037085,inf,0,1,1,1,1,1,1,0,0,1
67037399,inf,0,1,1,1,1,1,1,0,0,1
68037537,inf,0,1,1,1,1,1,1,0,0,1
69037737,inf,0,1,1,1,1,1,1,0,0,1
70038027,inf,0,1,1,1,1,1,1,0,0,1
71038346,inf,0,1,1,1,1,1,1,0,0,1
73038940,inf,0,1,1,1,1,1,1,0,0,1
74039192,inf,0,1,1,1,1,1,1,0,0,1
75044662,inf,0,1,1,1,1,1,1,0,0,1
76054438,inf,0,1,1,1,1,1,1,0,0,1
77059968,inf,0,1,1,1,1,1,1,0,0,1
78060063,inf,0,1,1,1,1,1,1,0,0,1
79060310,inf,0,1,1,1,1,1,1,0,0,1
80060588,inf,0,1,1,1,1,1,1,0,0,1
81061026,inf,0,1,1,1,1,1,1,0,0,1
82066298,inf,0,1,1,1,1,1,1,0,0,1
83066385,inf,0,1,1,1,1,1,1,0,0,1
84071662,inf,0,1,1,1,1,1,1,0,0,1
85076895,inf,0,1,1,1,1,1,1,0,0,1
86077225,inf,0,1,1,1,1,1,1,0,0,1
87077423,inf,0,1,1,1,1,1,1,0,0,1
88077779,inf,0,1,1,1,1,1,1,0,0,1
89078080,inf,0,1,1,1,1,1,1,0,0,1
90078348,inf,0,1,1,1,1,1,1,0,0,1
