timestamp,timestamp_sample,device_id,error_count,pressure,temperature
5703149,5703140,3997730,0,996.37,23.89
5713181,5713173,3997730,0,996.38,23.89
5733347,5733338,3997730,0,996.33997,23.89
5743385,5743377,3997730,0,996.35,23.89
6185616,6185607,3997730,0,996.31,23.93
6195655,6195646,3997730,0,996.32996,23.93
6215756,6215748,3997730,0,996.38,23.939999
6225790,6225781,3997730,0,996.32996,23.939999
6235954,6235814,3997730,0,996.33997,23.939999
6256063,6256055,3997730,0,996.35,23.939999
6266103,6266094,3997730,0,996.32996,23.939999
6276141,6276131,3997730,0,996.32,23.939999
6296285,6296277,3997730,0,996.38,23.939999
6306322,6306313,3997730,0,996.39996,23.939999
6316361,6316352,3997730,0,996.36,23.939999
6336445,6336437,3997730,0,996.38,23.939999
6346482,6346473,3997730,0,996.32,23.939999
6356639,6356626,3997730,0,996.33997,23.939999
6376736,6376727,3997730,0,996.37,23.939999
6386774,6386764,3997730,0,996.37,23.939999
6396808,6396799,3997730,0,996.32996,23.939999
6416874,6416865,3997730,0,996.32996,23.949999
6426908,6426899,3997730,0,996.37,23.949999
6436944,6436935,3997730,0,996.32,23.949999
6457003,6456994,3997730,0,996.38,23.949999
6467067,6467059,3997730,0,996.36,23.949999
6477099,6477091,3997730,0,996.36,23.949999
6497318,6497310,3997730,0,996.29,23.96
6507352,6507343,3997730,0,996.32996,23.96
6517386,6517378,3997730,0,996.33997,23.96
6537507,6537499,3997730,0,996.37,23.96
6547541,6547532,3997730,0,996.38,23.96
6557574,6557565,3997730,0,996.38995,23.96
6577704,6577695,3997730,0,996.38995,23.97
6587741,6587733,3997730,0,996.36,23.97
6597796,6597787,3997730,0,996.36,23.97
6617942,6617933,3997730,0,996.38,23.97
6628008,6627999,3997730,0,996.37,23.97
6638042,6638034,3997730,0,996.38995,23.97
6658101,6658093,3997730,0,996.38995,23.97
6668134,6668125,3997730,0,996.39996,23.97
6678169,6678160,3997730,0,996.33997,23.97
6698231,6698222,3997730,0,996.36,23.97
6708265,6708256,3997730,0,996.35,23.97
6718300,6718291,3997730,0,996.35,23.97
6738356,6738348,3997730,0,996.36,23.98
6748497,6748488,3997730,0,996.32996,23.98
6758529,6758520,3997730,0,996.38995,23.98
6778614,6778605,3997730,0,996.38,23.98
6788661,6788651,3997730,0,996.38,23.98
6798706,6798694,3997730,0,996.31,23.98
6868974,6868966,3997730,0,996.38,23.99
6879117,6879000,3997730,0,996.36,23.99
7431638,7431629,3997730,0,996.38,24.05
7441703,7441694,3997730,0,996.32996,24.05
7461761,7461752,3997730,0,996.38995,24.05
7471797,7471788,3997730,0,996.38,24.05
7481836,7481828,3997730,0,996.39996,24.05
7501894,7501885,3997730,0,996.38995,24.06
7511927,7511918,3997730,0,996.37,24.06
7521964,7521955,3997730,0,996.37,24.06
7542020,7542011,3997730,0,996.37,24.06
7552170,7552161,3997730,0,996.35,24.06
7562203,7562195,3997730,0,996.37,24.06
7582272,7582263,3997730,0,996.37,24.06
7592364,7592355,3997730,0,996.32996,24.06
7602396,7602387,3997730,0,996.38,24.06
7622453,7622445,3997730,0,996.38995,24.07
7632541,7632532,3997730,0,996.38995,24.07
7642574,7642564,3997730,0,996.33997,24.07
7662630,7662622,3997730,0,996.37,24.07
7672701,7672692,3997730,0,996.38995,24.07
7682841,7682832,3997730,0,996.38,24.07
7702899,7702890,3997730,0,996.33997,24.07
7712932,7712923,3997730,0,996.32996,24.07
7722965,7722957,3997730,0,996.32,24.07
7743022,7743013,3997730,0,996.36,24.08
7753053,7753045,3997730,0,996.32,24.08
7763085,7763077,3997730,0,996.35,24.08
7783143,7783135,3997730,0,996.36,24.08
7793175,7793167,3997730,0,996.38,24.08
7803207,7803197,3997730,0,996.36,24.08
7823368,7823360,3997730,0,996.36,24.08
7833401,7833391,3997730,0,996.37,24.08
7843432,7843424,3997730,0,996.38995,24.08
7863510,7863501,3997730,0,996.37,24.09
7873547,7873538,3997730,0,996.39996,24.09
7883614,7883575,3997730,0,996.37,24.09
7903708,7903698,3997730,0,996.39996,24.09
7913739,7913731,3997730,0,996.36,24.09
7923814,7923806,3997730,0,996.31,24.09
7943901,7943893,3997730,0,996.36,24.1
7953933,7953925,3997730,0,996.35,24.1
7964075,7963956,3997730,0,996.32996,24.1
7984131,7984123,3997730,0,996.35,24.1
7994168,7994160,3997730,0,996.37,24.1
8004200,8004191,3997730,0,996.37,24.1
8024278,8024269,3997730,0,996.41,24.109999
8034309,8034300,3997730,0,996.38995,24.109999
8044341,8044332,3997730,0,996.36,24.109999
8064403,8064390,3997730,0,996.38,24.109999
8074457,8074449,3997730,0,996.38,24.109999
8084489,8084480,3997730,0,996.32996,24.109999
8104653,8104643,3997730,0,996.38995,24.119999
8114710,8114701,3997730,0,996.38,24.119999
8124743,8124735,3997730,0,996.35,24.119999
8144800,8144792,3997730,0,996.35,24.119999
8154831,8154823,3997730,0,996.36,24.119999
8164892,8164884,3997730,0,996.36,24.119999
8184966,8184958,3997730,0,996.32996,24.119999
8194999,8194991,3997730,0,996.37,24.119999
8205089,8205081,3997730,0,996.38995,24.119999
8225145,8225137,3997730,0,996.38995,24.13
8235179,8235170,3997730,0,996.36,24.13
8245216,8245207,3997730,0,996.33997,24.13
8265304,8265295,3997730,0,996.38,24.14
8275336,8275327,3997730,0,996.37,24.14
8285371,8285362,3997730,0,996.38,24.14
8305431,8305422,3997730,0,996.37,24.14
8315463,8315454,3997730,0,996.38,24.14
8325511,8325502,3997730,0,996.39996,24.14
8345593,8345562,3997730,0,996.33997,24.14
8355627,8355619,3997730,0,996.32996,24.14
8365792,8365783,3997730,0,996.32996,24.14
8385850,8385841,3997730,0,996.35,24.15
8395887,8395878,3997730,0,996.35,24.15
8405923,8405914,3997730,0,996.32996,24.15
8425996,8425987,3997730,0,996.36,24.15
8436032,8436023,3997730,0,996.35,24.15
8446066,8446057,3997730,0,996.35,24.15
8466159,8466151,3997730,0,996.35,24.15
8476191,8476182,3997730,0,996.32996,24.15
8486236,8486226,3997730,0,996.35,24.15
8506393,8506386,3997730,0,996.33997,24.16
8516425,8516417,3997730,0,996.38,24.16
8526486,8526477,3997730,0,996.36,24.16
8546542,8546534,3997730,0,996.37,24.16
8556577,8556568,3997730,0,996.36,24.16
8566609,8566601,3997730,0,996.38,24.16
8586704,8586695,3997730,0,996.33997,24.17
8596736,8596727,3997730,0,996.32,24.17
8606769,8606760,3997730,0,996.33997,24.17
8626839,8626831,3997730,0,996.41,24.18
8636984,8636862,3997730,0,996.38,24.18
8647019,8647008,3997730,0,996.36,24.18
8667091,8667076,3997730,0,996.35,24.18
8677125,8677115,3997730,0,996.35,24.18
8687158,8687149,3997730,0,996.35,24.18
8707215,8707207,3997730,0,996.33997,24.18
8717281,8717273,3997730,0,996.36,24.18
8727314,8727305,3997730,0,996.33997,24.18
8747416,8747367,3997730,0,996.38,24.189999
8757479,8757470,3997730,0,996.39996,24.189999
8767637,8767624,3997730,0,996.36,24.189999
8787731,8787722,3997730,0,996.35,24.189999
8797768,8797760,3997730,0,996.37,24.189999
8807800,8807791,3997730,0,996.35,24.189999
8827857,8827847,3997730,0,996.38995,24.189999
8837889,8837880,3997730,0,996.32996,24.189999
8847920,8847911,3997730,0,996.38,24.189999
8868009,8868000,3997730,0,996.36,24.199999
8878063,8878054,3997730,0,996.39996,24.199999
8888098,8888090,3997730,0,996.33997,24.199999
8908273,8908265,3997730,0,996.37,24.199999
8918304,8918295,3997730,0,996.32996,24.199999
8928340,8928331,3997730,0,996.32996,24.199999
8948414,8948405,3997730,0,996.33997,24.21
8958448,8958439,3997730,0,996.38995,24.21
8968491,8968482,3997730,0,996.36,24.21
8988554,8988545,3997730,0,996.37,24.21
8998586,8998577,3997730,0,996.35,24.21
9008620,9008611,3997730,0,996.33997,24.21
9028737,9028728,3997730,0,996.33997,24.22
9038853,9038845,3997730,0,996.37,24.22
9048884,9048875,3997730,0,996.36,24.22
9068964,9068955,3997730,0,996.37,24.22
9079000,9078991,3997730,0,996.35,24.22
9089037,9089029,3997730,0,996.32996,24.22
9109097,9109088,3997730,0,996.38,24.23
9119133,9119125,3997730,0,996.36,24.23
9129166,9129158,3997730,0,996.36,24.23
9149226,9149217,3997730,0,996.37,24.23
9159279,9159271,3997730,0,996.35,24.23
9169310,9169302,3997730,0,996.36,24.23
9189440,9189431,3997730,0,996.32996,24.23
9199472,9199463,3997730,0,996.35,24.23
9209509,9209495,3997730,0,996.31,24.23
9229568,9229560,3997730,0,996.36,24.24
9239602,9239592,3997730,0,996.35,24.24
9249639,9249630,3997730,0,996.36,24.24
9269731,9269722,3997730,0,996.39996,24.25
9279769,9279759,3997730,0,996.36,24.25
9289801,9289792,3997730,0,996.38,24.25
9309858,9309849,3997730,0,996.35,24.25
9320002,9319994,3997730,0,996.38,24.25
9330037,9330028,3997730,0,996.35,24.25
9350133,9350124,3997730,0,996.37,24.26
9360166,9360157,3997730,0,996.38995,24.26
9370198,9370189,3997730,0,996.37,24.26
9390311,9390302,3997730,0,996.38,24.26
9400352,9400343,3997730,0,996.37,24.26
9410389,9410380,3997730,0,996.32996,24.26
9430458,9430449,3997730,0,996.32996,24.26
9440492,9440483,3997730,0,996.37,24.26
9450635,9450622,3997730,0,996.32996,24.26
9470734,9470725,3997730,0,996.38995,24.269999
9480768,9480759,3997730,0,996.3,24.269999
9490804,9490795,3997730,0,996.35,24.269999
9510874,9510865,3997730,0,996.36,24.269999
9520913,9520902,3997730,0,996.35,24.269999
9530950,9530941,3997730,0,996.33997,24.269999
9551018,9551009,3997730,0,996.33997,24.279999
9561070,9561062,3997730,0,996.37,24.279999
9571105,9571096,3997730,0,996.37,24.279999
9591307,9591298,3997730,0,996.35,24.289999
9601377,9601368,3997730,0,996.38,24.289999
9611413,9611403,3997730,0,996.33997,24.289999
9631472,9631463,3997730,0,996.37,24.289999
9641508,9641499,3997730,0,996.36,24.289999
9651545,9651537,3997730,0,996.38,24.289999
9671609,9671594,3997730,0,996.36,24.3
9681641,9681632,3997730,0,996.38,24.3
9691701,9691692,3997730,0,996.33997,24.3
9711865,9711754,3997730,0,996.35,24.3
9721897,9721888,3997730,0,996.31,24.3
9731931,9731922,3997730,0,996.37,24.3
9751997,9751988,3997730,0,996.39996,24.3
9762030,9762021,3997730,0,996.38,24.3
9772064,9772055,3997730,0,996.35,24.3
9792123,9792114,3997730,0,996.33997,24.31
9802187,9802178,3997730,0,996.31,24.31
9812225,9812217,3997730,0,996.35,24.31
9832281,9832272,3997730,0,996.33997,24.31
9842315,9842307,3997730,0,996.36,24.31
9852470,9852462,3997730,0,996.36,24.31
9872528,9872519,3997730,0,996.35,24.32
9882561,9882553,3997730,0,996.37,24.32
9892632,9892589,3997730,0,996.33997,24.32
9912733,9912724,3997730,0,996.36,24.32
9922767,9922756,3997730,0,996.32,24.32
9932799,9932790,3997730,0,996.31,24.32
9952855,9952847,3997730,0,996.39996,24.33
