timestamp,alt_max,freefall,ground_contact,maybe_landed,landed,in_ground_effect,in_descend,has_low_throttle,vertical_movement,horizontal_movement,close_to_ground_or_skipped_check
3098284,inf,0,1,1,1,0,0,1,0,0,1
4098765,inf,0,1,1,1,0,0,1,0,0,1
5099215,inf,0,1,1,1,0,0,1,0,0,1
6103369,inf,0,1,1,1,0,0,1,0,0,1
7103731,inf,0,1,1,1,0,0,1,0,0,1
8104055,inf,0,1,1,1,0,0,1,0,0,1
9104393,inf,0,1,1,1,0,0,1,0,0,1
10104993,inf,0,1,1,1,0,0,1,0,0,1
11105303,inf,0,1,1,1,0,0,1,1,0,1
12105731,inf,0,1,1,1,0,0,1,0,0,1
13106119,inf,0,1,1,1,0,0,1,0,0,1
14106473,inf,0,1,1,1,0,0,1,1,0,1
15106925,inf,0,1,1,1,0,0,1,0,0,1
16107431,inf,0,1,1,1,0,0,1,0,0,1
17107898,inf,0,1,1,1,0,0,1,0,0,1
18108547,inf,0,1,1,1,0,0,1,0,0,1
19109077,inf,0,1,1,1,0,0,1,0,0,1
20109333,inf,0,1,1,1,0,0,1,0,0,1
21110973,inf,0,1,1,1,0,0,1,0,0,1
22111335,inf,0,1,1,1,0,0,1,0,0,1
23111882,inf,0,1,1,1,0,0,1,0,0,1
24112183,inf,0,1,1,1,0,0,1,0,0,1
25112524,inf,0,1,1,1,0,0,1,0,0,1
26112890,inf,0,1,1,1,0,0,1,0,0,1
27113345,inf,0,1,1,1,0,0,1,0,0,1
28113999,inf,0,1,1,1,0,0,1,0,0,1
29115351,inf,0,1,1,1,0,0,1,0,0,1
30117223,inf,0,1,1,1,0,0,1,0,0,1
31117547,inf,0,1,1,1,0,0,1,0,0,1
32119207,inf,0,1,1,1,0,0,1,0,0,1
33121343,inf,0,1,1,1,0,0,1,0,0,1
34122564,inf,0,1,1,1,0,0,1,0,0,1
35123257,inf,0,1,1,1,0,0,1,0,0,1
36123854,inf,0,1,1,1,0,0,1,0,0,1
37124649,inf,0,1,1,1,0,0,1,0,0,1
38125395,inf,0,1,1,1,0,0,1,0,0,1
39125867,inf,0,1,1,1,0,0,1,0,0,1
40126361,inf,0,1,1,1,0,0,1,0,0,1
41128226,inf,0,1,1,1,0,0,1,0,0,1
41618357,inf,0,1,1,1,1,0,1,0,0,1
42620069,inf,0,1,1,1,1,0,1,0,0,1
43621150,inf,0,1,1,1,1,0,1,0,0,1
44091038,inf,0,1,0,0,1,0,1,0,0,1
44430794,inf,0,0,0,0,1,0,0,0,0,1
45431448,inf,0,0,0,0,1,0,0,1,0,1
46431765,inf,0,0,0,0,1,0,0,1,0,1
47432293,inf,0,0,0,0,1,0,0,1,0,1
48432586,inf,0,0,0,0,1,0,0,0,0,1
50095878,inf,0,0,0,0,0,0,0,0,0,1
51097752,inf,0,0,0,0,0,0,0,1,0,1
52097985,inf,0,0,0,0,0,0,0,1,0,1
53099431,inf,0,0,0,0,0,0,0,1,0,1
