timestamp,data_rate,rate_multiplier,tx_rate_avg,tx_error_rate_avg,tx_message_count,tx_buffer_overruns,rx_rate_avg,rx_message_count,rx_message_lost_count,rx_buffer_overruns,rx_parse_errors,rx_packet_drop_count,rx_message_lost_rate,type,mode,flow_control,forwarding,mavlink_v2,ftp,streams,heartbeat_type_antenna_tracker,heartbeat_type_gcs,heartbeat_type_onboard_controller,heartbeat_type_gimbal,heartbeat_type_adsb,heartbeat_type_camera,heartbeat_component_telemetry_radio,heartbeat_component_log,heartbeat_component_osd,heartbeat_component_obstacle_avoidance,heartbeat_component_vio,heartbeat_component_pairing_manager,heartbeat_component_udp_bridge,heartbeat_component_uart_bridge,avoidance_system_healthy
4415694,1200.0,0.9747351,4760.2036,123.3832,249,3,20.895542,11,0,0,0,0,0.0,0,0,1,1,1,1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5169693,1200.0,0.8,2589.9128,28.765789,297,4,41.660797,12,0,0,0,0,0.0,0,0,1,1,1,1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5339765,1200.0,0.8,2589.9128,28.765789,297,4,41.660797,13,0,0,0,0,0.0,0,0,1,1,1,1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6095660,1200.0,0.9890151,2589.9128,28.765789,384,4,41.660797,14,0,0,0,0,0.0,0,0,1,1,1,1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6495692,1200.0,0.7995,3639.79,0.0,413,4,41.745274,16,0,0,0,0,0.0,0,0,1,1,1,1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7239683,1200.0,0.81948745,1310.825,0.0,460,4,62.752254,17,0,0,0,0,0.0,0,0,1,1,1,1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7460713,1200.0,0.81948745,1310.825,0.0,513,4,62.752254,18,0,0,0,0,0.0,0,0,1,1,1,1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8220097,1200.0,0.9590032,7086.4336,302.94058,627,12,20.790041,18,0,0,0,0,0.0,0,0,1,1,1,1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8339734,1200.0,0.9590032,7086.4336,302.94058,639,12,20.790041,19,0,0,0,0,0.0,0,0,1,1,1,1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9099539,1200.0,0.65559,7086.4336,302.94058,674,17,20.790041,20,0,0,0,0,0.0,0,0,1,1,1,1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9485622,1200.0,0.65559,1923.6329,221.76726,675,17,41.58136,21,0,0,0,0,0.0,0,0,1,1,1,1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10240023,1200.0,0.98093617,4600.4116,89.40554,815,20,41.722588,22,0,0,0,0,0.0,0,0,1,1,1,1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10379820,1200.0,0.98093617,4600.4116,89.40554,835,20,41.722588,24,0,0,0,0,0.0,0,0,1,1,1,1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11136014,1200.0,0.98093617,4600.4116,89.40554,931,27,41.722588,24,0,0,0,0,0.0,0,0,1,1,1,1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11375630,1200.0,0.9427144,4859.15,295.2746,935,27,41.615883,25,0,0,0,0,0.0,0,0,1,1,1,1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12133595,1200.0,0.6715597,4859.15,295.2746,945,27,41.615883,26,0,0,0,0,0.0,0,0,1,1,1,1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12415802,1200.0,0.68834865,452.4375,0.0,946,27,41.671875,28,0,0,0,0,0.0,0,0,1,1,1,1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13176667,1200.0,0.70555735,571.64636,0.0,960,27,62.19986,29,0,0,0,0,0.0,0,0,1,1,1,1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13377029,1200.0,0.70555735,571.64636,0.0,970,27,62.19986,30,0,0,0,0,0.0,0,0,1,1,1,1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14128552,1200.0,0.72319627,571.64636,0.0,982,27,62.19986,31,0,0,0,0,0.0,0,0,1,1,1,1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14376606,1200.0,0.72319627,906.49304,0.0,986,27,41.74639,32,0,0,0,0,0.0,0,0,1,1,1,1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15126646,1200.0,0.74127614,906.49304,0.0,1005,27,41.74639,33,0,0,0,0,0.0,0,0,1,1,1,1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15436610,1200.0,0.74127614,927.3259,0.0,1011,27,41.83425,35,0,0,0,0,0.0,0,0,1,1,1,1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
16206155,1200.0,0.759808,1159.4597,0.0,1035,27,138.69612,41,0,0,0,0,0.0,0,0,1,1,1,1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
16356838,1200.0,0.759808,1159.4597,0.0,1039,27,138.69612,44,0,0,0,0,0.0,0,0,1,1,1,1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
17119766,1200.0,0.77880317,1159.4597,0.0,1052,27,138.69612,46,0,0,0,0,0.0,0,0,1,1,1,1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
17377723,1200.0,0.77880317,670.30963,0.0,1063,27,88.908424,47,0,0,0,0,0.0,0,0,1,1,1,1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18121798,1200.0,0.7982732,670.30963,0.0,1076,27,88.908424,48,0,0,0,0,0.0,0,0,1,1,1,1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18441651,1200.0,0.7982732,1064.1049,0.0,1084,27,41.92533,49,0,0,0,0,0.0,0,0,1,1,1,1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19189713,1200.0,0.81823003,1064.1049,0.0,1105,27,41.92533,50,0,0,0,0,0.0,0,0,1,1,1,1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19356722,1200.0,0.81823003,1034.6185,0.0,1107,27,41.66249,51,0,0,0,0,0.0,0,0,1,1,1,1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20108730,1200.0,0.83868575,1034.6185,0.0,1128,27,41.66249,52,0,0,0,0,0.0,0,0,1,1,1,1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20366873,1200.0,0.83868575,1007.09454,0.0,1132,27,41.87918,53,0,0,0,0,0.0,0,0,1,1,1,1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
21134702,1200.0,0.8596529,1007.09454,0.0,1157,27,41.87918,55,0,0,0,0,0.0,0,0,1,1,1,1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
21426598,1200.0,0.8596529,1140.8578,0.0,1162,27,67.51813,56,0,0,0,0,0.0,0,0,1,1,1,1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
22177558,1200.0,0.8633456,1140.8578,0.0,1185,27,67.51813,57,0,0,0,0,0.0,0,0,1,1,1,1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
22349672,1200.0,0.8633456,1073.4857,0.0,1187,27,41.631027,58,0,0,0,0,0.0,0,0,1,1,1,1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23098552,1200.0,0.8633456,1073.4857,0.0,1206,27,41.631027,59,0,0,0,0,0.0,0,0,1,1,1,1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24124552,1200.0,0.8633456,874.54333,0.0,1231,27,41.787056,61,0,0,0,0,0.0,0,0,1,1,1,1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24431730,1200.0,0.8633456,1080.8976,0.0,1243,27,41.957207,62,0,0,0,0,0.0,0,0,1,1,1,1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25182226,1200.0,0.8633456,1080.8976,0.0,1261,27,41.957207,63,0,0,0,0,0.0,0,0,1,1,1,1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25352595,1200.0,0.8633456,1100.1024,0.0,1265,27,41.66303,64,0,0,0,0,0.0,0,0,1,1,1,1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
