timestamp,accel_device_id,gyro_device_id,accel_clipping[0],accel_clipping[1],accel_clipping[2],accel_error_count,gyro_error_count,accel_rate_hz,gyro_rate_hz,accel_raw_rate_hz,gyro_raw_rate_hz,accel_vibration_metric,gyro_vibration_metric,gyro_coning_vibration,mean_accel[0],mean_accel[1],mean_accel[2],mean_gyro[0],mean_gyro[1],mean_gyro[2],temperature_accel,temperature_gyro
3093291,3932170,3932170,0,0,0,0,0,799.7867,799.7867,3998.9336,7997.867,0.0007617255,4.4012133e-05,6.9667263e-09,-0.064090334,0.1705774,-9.77999,-0.007378144,0.0021066535,0.0017403378,33.711155,33.711155
3193307,3932170,3932170,0,0,0,0,0,799.7867,799.7867,3998.9336,7997.867,0.00065868226,3.864318e-05,5.8455076e-09,-0.067271106,0.12899774,-9.767566,-0.008011978,0.0013769995,0.011332653,33.714825,33.714825
3699733,3932170,3932170,0,0,0,0,0,799.7867,799.7867,3998.9336,7997.867,0.0005710981,2.5882386e-05,2.725744e-09,-0.07047987,0.1601862,-9.77135,-0.0062150117,0.0001912266,0.0030535492,33.714825,33.714825
3799914,3932170,3932170,0,0,0,0,0,799.7867,799.7867,3998.9336,7997.867,0.0005465712,2.3432896e-05,2.3064812e-09,-0.08928948,0.16676348,-9.77321,-0.00714634,0.0013790019,-1.8848106e-05,33.714825,33.714825
3904688,3932170,3932170,0,0,0,0,0,799.7867,799.7867,3998.9336,7997.867,0.00048607806,2.1439464e-05,1.955643e-09,-0.046884548,0.15827411,-9.771707,-0.007337004,0.0011934862,-0.0003658831,33.714825,33.714825
4004718,3932170,3932170,0,0,0,0,0,799.7867,799.7867,3998.9336,7997.867,0.00042422896,2.0060908e-05,1.7050839e-09,-0.06852981,0.18649541,-9.773086,-0.007593862,0.0011706054,7.3474366e-05,33.712986,33.712986
4105210,3932170,3932170,0,0,0,0,0,799.7867,799.7867,3998.9336,7997.867,0.0004245436,1.8733657e-05,1.4659312e-09,-0.048276845,0.18160856,-9.767819,-0.0068290355,0.00069911405,-0.00018757023,33.665844,33.665844
4209735,3932170,3932170,0,0,0,0,0,799.7867,799.7867,3998.9336,7997.867,0.00037429127,1.734472e-05,1.259793e-09,-0.0867448,0.1772777,-9.773423,-0.006708679,0.0012032539,-0.0013166955,33.66584,33.66584
4309752,3932170,3932170,0,0,0,0,0,799.7867,799.7867,3998.9336,7997.867,0.00033608268,1.6527403e-05,1.109644e-09,-0.04139393,0.14105609,-9.771754,-0.0071764123,0.0007138774,-0.0023380178,33.665844,33.665844
4409755,3932170,3932170,0,0,0,0,0,799.7867,799.7867,3998.9336,7997.867,0.0003537896,1.5525467e-05,9.700287e-10,-0.09596469,0.18015893,-9.776683,-0.007028329,0.00048783422,-9.641284e-05,33.665844,33.665844
