timestamp,timestamp_sample,device_id,error_count,pressure,temperature
3163780,3163771,3997730,0,996.63995,39.57
3183844,3183835,3997730,0,996.66,39.57
3193882,3193873,3997730,0,996.67,39.57
3203918,3203909,3997730,0,996.63,39.57
3706540,3706531,3997730,0,996.64996,39.54
3716576,3716567,3997730,0,996.68,39.54
3726614,3726605,3997730,0,996.68,39.54
3746703,3746694,3997730,0,996.66,39.53
3756737,3756728,3997730,0,996.61,39.53
3766787,3766778,3997730,0,996.61,39.53
3786847,3786836,3997730,0,996.68,39.53
3797001,3796993,3997730,0,996.66,39.53
3807038,3807028,3997730,0,996.63,39.53
3827105,3827096,3997730,0,996.63,39.52
3837141,3837132,3997730,0,996.63995,39.52
3847174,3847165,3997730,0,996.68,39.52
3867281,3867271,3997730,0,996.66,39.52
3877318,3877307,3997730,0,996.67,39.52
3887359,3887349,3997730,0,996.63995,39.52
3907429,3907421,3997730,0,996.66,39.52
3917471,3917462,3997730,0,996.69,39.52
3927635,3927623,3997730,0,996.66,39.52
3947733,3947725,3997730,0,996.69995,39.52
3957814,3957765,3997730,0,996.64996,39.52
3967847,3967839,3997730,0,996.62,39.52
3987916,3987907,3997730,0,996.66,39.51
3997948,3997940,3997730,0,996.67,39.51
4007980,4007972,3997730,0,996.63,39.51
4028040,4028031,3997730,0,996.63995,39.51
4038096,4038086,3997730,0,996.68,39.51
4048128,4048120,3997730,0,996.63995,39.51
4068319,4068310,3997730,0,996.69995,39.51
4078360,4078351,3997730,0,996.63,39.51
4088396,4088387,3997730,0,996.64996,39.51
4108465,4108456,3997730,0,996.66,39.51
4118502,4118493,3997730,0,996.66,39.51
4128537,4128528,3997730,0,996.67,39.51
4148603,4148594,3997730,0,996.62,39.51
4158640,4158631,3997730,0,996.68,39.51
4168707,4168698,3997730,0,996.63995,39.51
4188769,4188760,3997730,0,996.66,39.5
4198915,4198907,3997730,0,996.67,39.5
4208947,4208938,3997730,0,996.61,39.5
4229033,4229025,3997730,0,996.62,39.5
4239081,4239073,3997730,0,996.63,39.5
4249116,4249108,3997730,0,996.66,39.5
4269222,4269214,3997730,0,996.73,39.5
4279254,4279246,3997730,0,996.67,39.5
4289309,4289300,3997730,0,996.67,39.5
4309389,4309357,3997730,0,996.63,39.5
4319453,4319445,3997730,0,996.66,39.5
4329578,4329569,3997730,0,996.68,39.5
4349635,4349626,3997730,0,996.64996,39.5
4359702,4359693,3997730,0,996.69,39.5
4369735,4369726,3997730,0,996.69,39.5
4389795,4389787,3997730,0,996.64996,39.489998
4399827,4399818,3997730,0,996.63,39.489998
4409861,4409852,3997730,0,996.64996,39.489998
4429917,4429909,3997730,0,996.64996,39.48
4439952,4439943,3997730,0,996.63995,39.48
4449985,4449976,3997730,0,996.63,39.48
4470062,4470054,3997730,0,996.66,39.48
4480176,4480167,3997730,0,996.6,39.48
4490245,4490236,3997730,0,996.67,39.48
4510304,4510296,3997730,0,996.66,39.48
4520337,4520328,3997730,0,996.67,39.48
4530401,4530393,3997730,0,996.66,39.48
4550457,4550449,3997730,0,996.63995,39.48
4560491,4560482,3997730,0,996.62,39.48
4570522,4570514,3997730,0,996.67,39.48
4590622,4590612,3997730,0,996.62,39.469997
4600701,4600692,3997730,0,996.64996,39.469997
4610732,4610724,3997730,0,996.64996,39.469997
4630901,4630892,3997730,0,996.67,39.469997
4640933,4640924,3997730,0,996.66,39.469997
4650965,4650956,3997730,0,996.68,39.469997
4671030,4671020,3997730,0,996.67,39.469997
4681064,4681055,3997730,0,996.66,39.469997
4691096,4691087,3997730,0,996.67,39.469997
4711155,4711146,3997730,0,996.68,39.469997
4721195,4721186,3997730,0,996.64996,39.469997
4731227,4731218,3997730,0,996.66,39.469997
4751328,4751320,3997730,0,996.63995,39.469997
4761436,4761428,3997730,0,996.66,39.469997
4771470,4771461,3997730,0,996.64996,39.469997
4791533,4791524,3997730,0,996.63,39.46
4801564,4801556,3997730,0,996.68,39.46
4811597,4811589,3997730,0,996.64996,39.46
4831708,4831694,3997730,0,996.64996,39.46
4841777,4841769,3997730,0,996.62,39.46
4851812,4851801,3997730,0,996.66,39.46
4871868,4871859,3997730,0,996.67,39.46
4881903,4881894,3997730,0,996.69,39.46
4891990,4891982,3997730,0,996.63995,39.46
4912051,4912043,3997730,0,996.63,39.46
4922082,4922074,3997730,0,996.64996,39.46
4932155,4932147,3997730,0,996.64996,39.46
4952248,4952239,3997730,0,996.63995,39.46
4962290,4962278,3997730,0,996.6,39.46
4972329,4972320,3997730,0,996.66,39.46
4992397,4992388,3997730,0,996.63995,39.45
5002437,5002428,3997730,0,996.58997,39.45
5012517,5012508,3997730,0,996.64996,39.45
5032607,5032598,3997730,0,996.63995,39.45
5042728,5042719,3997730,0,996.69995,39.45
5052761,5052752,3997730,0,996.69,39.45
5072862,5072853,3997730,0,996.63995,39.45
5082900,5082891,3997730,0,996.63995,39.45
5092938,5092929,3997730,0,996.63995,39.45
5113000,5112990,3997730,0,996.66,39.45
