timestamp,voltage5v_v,sensors3v3[0],sensors3v3[1],sensors3v3[2],sensors3v3[3],sensors3v3_valid,usb_connected,brick_valid,usb_valid,servo_valid,periph_5v_oc,hipower_5v_oc,comp_5v_valid,can1_gps1_5v_valid
5439495,5.069238,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
5449484,5.043457,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
5459484,5.0563474,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
5469486,5.0595703,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
5479484,5.041846,3.3225586,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
5489484,5.033789,3.3225586,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
5499502,5.038623,3.3225586,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
5509484,5.0225096,3.3225586,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
5519508,5.040234,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
5529499,5.0660157,3.3225586,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
5539484,5.0740724,3.319336,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
5549485,5.041846,3.319336,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
5559522,5.043457,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
5569541,5.0466795,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
5579525,5.0805173,3.3161132,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
5589526,5.030566,3.319336,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
5599528,5.0756836,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
5609524,5.019287,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
5619616,5.0515137,3.314502,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
5629482,5.0321774,3.3225586,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
5639506,5.016064,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
5649484,5.024121,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
5659485,5.0321774,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
5669484,5.0466795,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
5679485,5.043457,3.319336,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
5689484,5.0466795,3.319336,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
5699517,5.043457,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
5709504,5.054736,3.319336,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
5719482,5.016064,3.3225586,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
5729484,5.019287,3.3225586,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
5739509,5.0370116,3.3177245,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
5749483,5.019287,3.3241699,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
5759484,5.0515137,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
5769488,5.0563474,3.3225586,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
5779536,5.0611815,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
5789504,5.043457,3.319336,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
5799484,5.041846,3.3225586,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
5809973,5.0515137,3.3177245,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
5819912,5.067627,3.319336,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
5829981,5.069238,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
5839925,5.019287,3.3225586,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
5849940,5.041846,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
5859920,5.040234,3.3225586,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
5869965,5.014453,3.319336,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
5879859,5.0128417,3.319336,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
5889742,5.0273438,3.3241699,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
5899722,5.0595703,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
5909653,5.0466795,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
5919619,5.054736,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
5929551,5.041846,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
5939630,5.0756836,3.319336,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
5949488,5.0354004,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
5959485,5.0321774,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
5969488,5.0354004,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
5979542,5.040234,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
5989509,5.053125,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
5999485,5.0805173,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
6009485,5.077295,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
6019492,5.053125,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
6029510,5.0515137,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
6039511,5.0466795,3.3225586,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
6049499,5.054736,3.3177245,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
6059504,5.0660157,3.3241699,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
6069532,5.0466795,3.319336,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
6079532,5.0321774,3.319336,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
6089535,5.0563474,3.3225586,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
6099537,5.0499024,3.3225586,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
6109540,5.0321774,3.3225586,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
6119534,5.0595703,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
6129534,5.0563474,3.319336,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
6139530,5.053125,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
6149495,5.0740724,3.3225586,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
6159487,5.0499024,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
6169487,5.054736,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
6179488,5.057959,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
6189486,5.0273438,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
6199510,5.033789,3.3225586,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
6209488,5.078906,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
6219488,5.030566,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
6229494,5.057959,3.319336,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
6239486,5.030566,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
6249498,5.041846,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
6259486,5.0499024,3.3225586,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
6269510,5.053125,3.3225586,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
6279487,5.0515137,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
6289506,5.0869627,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
6299517,5.0257325,3.3290038,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
6309496,5.028955,3.325781,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
6319574,5.0370116,3.3225586,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
6329531,5.028955,3.3225586,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
6339547,5.030566,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
6349528,5.0450683,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
6359529,5.0563474,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
6369532,5.053125,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
6379534,5.0563474,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
6389532,5.077295,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
6399533,5.078906,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
6409532,5.0321774,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
6419487,5.0482907,3.319336,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
6429542,5.033789,3.3225586,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
6439488,5.028955,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
6449485,5.057959,3.319336,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
6459499,5.0354004,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
6469484,5.0321774,3.3177245,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
6479512,5.0595703,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
6489484,5.0482907,3.3225586,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
6499492,5.0466795,3.3225586,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
6509489,5.067627,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
6519491,5.0499024,3.319336,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
6529493,5.0370116,3.3241699,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
6539488,5.054736,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
6549533,5.0321774,3.319336,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
6559513,5.057959,3.3225586,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
6569493,5.0257325,3.3306153,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
6579493,5.0595703,3.3225586,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
6589531,5.054736,3.3241699,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
6599522,5.0482907,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
6609529,5.0515137,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
6619537,5.0740724,3.319336,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
6629530,5.0515137,3.3225586,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
6639529,5.0354004,3.319336,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
6649527,5.028955,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
6659546,5.0321774,3.319336,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
6669484,5.0563474,3.3225586,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
6679483,5.0515137,3.319336,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
6689530,5.082129,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
6699557,5.054736,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
6709521,5.0805173,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
6719491,5.057959,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
6729628,5.0499024,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
6739489,5.069238,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
6749537,5.082129,3.319336,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
6759511,5.0257325,3.319336,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
6769485,5.033789,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
6779491,5.033789,3.3128905,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
6789493,5.0080075,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
6799491,5.0208983,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
6809513,5.019287,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
6819517,5.064404,3.3177245,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
6829511,5.08374,3.3225586,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
6839490,5.0756836,3.3225586,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
6850016,5.053125,3.3225586,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
6859917,5.08374,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
6869945,5.0354004,3.3225586,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
6879929,5.016064,3.3225586,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
6889905,5.016064,3.3225586,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
6899995,5.0370116,3.3225586,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
6909921,5.028955,3.319336,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
6919758,5.0257325,3.3177245,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
6929721,5.0370116,3.3225586,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
6939663,5.077295,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
6949721,5.038623,3.3225586,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
6959644,5.038623,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
6969593,5.041846,3.319336,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
6979577,5.0466795,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
6989513,5.0595703,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
6999497,5.0660157,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
7009487,5.0482907,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
7019485,5.040234,3.3161132,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
7029487,5.033789,3.3225586,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
7039511,5.0208983,3.319336,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
7049487,5.053125,3.3225586,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
7059490,5.064404,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
7069515,5.043457,3.3225586,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
7079514,5.0450683,3.319336,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
7089515,5.054736,3.3225586,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
7099490,5.016064,3.3225586,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
7109546,5.0225096,3.319336,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
7119529,5.014453,3.3241699,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
7129528,5.0466795,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
7139530,5.0499024,3.319336,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
7149531,5.0208983,3.3225586,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
7159535,5.016064,3.3225586,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
7169534,5.0450683,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
7179577,5.0321774,3.3064454,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
7189504,5.0225096,3.3225586,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
7199574,5.024121,3.3241699,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
7209483,5.069238,3.3241699,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
7219488,5.043457,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
7229483,5.0273438,3.3225586,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
7239488,5.0112305,3.319336,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
7249508,5.041846,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
7259485,5.0370116,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
7269486,5.024121,3.3225586,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
7279484,5.0450683,3.319336,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
7289486,5.0257325,3.3225586,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
7299483,5.0225096,3.319336,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
7309487,5.0273438,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
7319561,5.069238,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
7329510,5.0660157,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
7339556,5.028955,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
7349484,5.019287,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
7359503,5.057959,3.319336,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
7369522,5.028955,3.3273926,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
7379533,5.0370116,3.3225586,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
7389533,5.0273438,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
7399525,5.0901856,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
7409525,5.038623,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
7419520,5.017676,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
7429515,5.024121,3.3225586,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
7439514,5.0515137,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
7449488,5.0853515,3.3225586,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
7459505,5.0466795,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
7469506,5.0354004,3.314502,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
7479487,5.0595703,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
7489510,5.0595703,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
7499487,5.0321774,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
7509485,5.014453,3.3225586,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
7519574,5.0354004,3.319336,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
7529505,5.033789,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
7539487,5.053125,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
7549490,5.033789,3.3177245,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
7559486,5.0354004,3.319336,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
7569493,5.0273438,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
7579486,5.0595703,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
7589510,5.0354004,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
7599531,5.0370116,3.319336,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
7609494,5.0611815,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
7619493,5.0321774,3.3225586,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
7629526,5.0708494,3.3128905,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
7639534,5.0499024,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
7649530,5.054736,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
7659534,5.053125,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
7669529,5.0515137,3.3225586,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
7679529,5.030566,3.319336,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
7689532,5.057959,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
7699514,5.0354004,3.3225586,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
7709488,5.082129,3.3225586,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
7719485,5.028955,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
7729489,5.0321774,3.3225586,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
7739504,5.0515137,3.3241699,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
7749496,5.0482907,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
7759487,5.0756836,3.3225586,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
7769485,5.043457,3.319336,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
7779487,5.0724607,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
7789485,5.040234,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
7799487,5.0370116,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
7809509,5.033789,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
7819492,5.024121,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
7829485,5.0354004,3.3225586,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
7839487,5.0321774,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
7849516,5.0563474,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
7859511,5.0273438,3.319336,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
7869487,5.08374,3.3241699,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
7879934,5.0499024,3.319336,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
7889925,5.0499024,3.3225586,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
7899920,5.053125,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
7909908,5.0595703,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
7919983,5.033789,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
7929923,5.033789,3.3225586,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
7939916,5.057959,3.3225586,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
7949936,5.0482907,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
7959801,5.0499024,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
7969814,5.0563474,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
7979727,5.0515137,3.3225586,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
7989767,5.0563474,3.3209472,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
7999617,5.0660157,3.3225586,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
