timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,is_external
3099026,3098104,396809,0.1560606,-0.2121212,0.40378785,nan,0,1
3120254,3119334,396809,0.15227272,-0.21136363,0.39848483,nan,0,1
3142033,3141084,396809,0.15227272,-0.21363635,0.39848483,nan,0,1
3163273,3162353,396809,0.15303029,-0.21287878,0.3962121,nan,0,1
3184616,3183581,396809,0.15303029,-0.21287878,0.4022727,nan,0,1
3205846,3204925,396809,0.15227272,-0.2121212,0.39999998,nan,0,1
3718306,3717389,396809,0.1560606,-0.21136363,0.39848483,nan,0,1
3739527,3738610,396809,0.15151514,-0.2121212,0.39999998,nan,0,1
3760838,3759836,396809,0.15227272,-0.2121212,0.39999998,nan,0,1
3782463,3781542,396809,0.15378788,-0.21287878,0.39999998,nan,0,1
3803691,3802774,396809,0.15075757,-0.21060605,0.39469695,nan,0,1
3824951,3824034,396809,0.15227272,-0.21060605,0.3931818,nan,0,1
3846214,3845297,396809,0.15378788,-0.20984848,0.39166665,nan,0,1
3867586,3866640,396809,0.15378788,-0.20984848,0.39696968,nan,0,1
3889236,3888283,396809,0.15227272,-0.21136363,0.39166665,nan,0,1
3910491,3909573,396809,0.15303029,-0.21060605,0.3962121,nan,0,1
3931717,3930795,396809,0.14999999,-0.21136363,0.39848483,nan,0,1
3952949,3952031,396809,0.15303029,-0.2121212,0.39848483,nan,0,1
3974185,3973254,396809,0.15075757,-0.2121212,0.4022727,nan,0,1
3995839,3994920,396809,0.15227272,-0.2090909,0.39696968,nan,0,1
4017064,4016146,396809,0.15075757,-0.20984848,0.39469695,nan,0,1
4038382,4037371,396809,0.15075757,-0.20984848,0.3962121,nan,0,1
4059612,4058696,396809,0.15454546,-0.21136363,0.3962121,nan,0,1
4080836,4079919,396809,0.15075757,-0.21060605,0.3962121,nan,0,1
4102451,4101533,396809,0.15227272,-0.21136363,0.39848483,nan,0,1
4123672,4122755,396809,0.15075757,-0.20984848,0.39696968,nan,0,1
4144893,4143976,396809,0.15454546,-0.21060605,0.39696968,nan,0,1
4166233,4165316,396809,0.14999999,-0.21136363,0.39848483,nan,0,1
4187742,4186818,396809,0.15075757,-0.20984848,0.40151513,nan,0,1
4209364,4208448,396809,0.15227272,-0.21060605,0.39848483,nan,0,1
4230611,4229694,396809,0.15151514,-0.21136363,0.3962121,nan,0,1
4251832,4250914,396809,0.15075757,-0.2121212,0.39090908,nan,0,1
4273082,4272163,396809,0.15227272,-0.21060605,0.39469695,nan,0,1
4294399,4293482,396809,0.15227272,-0.21060605,0.39469695,nan,0,1
4316491,4315570,396809,0.15075757,-0.21060605,0.39696968,nan,0,1
4337746,4336826,396809,0.15454546,-0.21136363,0.3931818,nan,0,1
4358970,4358053,396809,0.15303029,-0.21060605,0.3962121,nan,0,1
4380200,4379283,396809,0.15303029,-0.21060605,0.3962121,nan,0,1
4401480,4400539,396809,0.15378788,-0.21136363,0.39999998,nan,0,1
4423126,4422207,396809,0.15303029,-0.21060605,0.39696968,nan,0,1
4444350,4443428,396809,0.15378788,-0.21060605,0.39999998,nan,0,1
4465621,4464693,396809,0.15378788,-0.2121212,0.3962121,nan,0,1
4486855,4485938,396809,0.15378788,-0.21136363,0.39166665,nan,0,1
4508080,4507163,396809,0.15303029,-0.21287878,0.40530303,nan,0,1
4529723,4528805,396809,0.15303029,-0.21287878,0.3962121,nan,0,1
4550943,4550026,396809,0.15378788,-0.21287878,0.39696968,nan,0,1
4572272,4571247,396809,0.15227272,-0.2121212,0.39469695,nan,0,1
4593498,4592581,396809,0.15227272,-0.21287878,0.39696968,nan,0,1
4614717,4613800,396809,0.15378788,-0.2121212,0.39848483,nan,0,1
4636346,4635426,396809,0.15530303,-0.21060605,0.3962121,nan,0,1
4657609,4656692,396809,0.15303029,-0.21136363,0.39469695,nan,0,1
4678835,4677918,396809,0.1560606,-0.21060605,0.39999998,nan,0,1
4700181,4699234,396809,0.15227272,-0.21060605,0.39696968,nan,0,1
4721419,4720500,396809,0.15378788,-0.21287878,0.39848483,nan,0,1
4743041,4742124,396809,0.15454546,-0.21287878,0.39469695,nan,0,1
4764265,4763348,396809,0.15454546,-0.21136363,0.39999998,nan,0,1
4785496,4784570,396809,0.15378788,-0.2121212,0.4022727,nan,0,1
4806927,4805976,396809,0.15378788,-0.2121212,0.39469695,nan,0,1
4828181,4827231,396809,0.1560606,-0.21060605,0.39696968,nan,0,1
4849865,4848948,396809,0.1560606,-0.21136363,0.40151513,nan,0,1
4871083,4870166,396809,0.15378788,-0.2121212,0.3931818,nan,0,1
4892307,4891390,396809,0.15454546,-0.21363635,0.40151513,nan,0,1
4913534,4912617,396809,0.15454546,-0.21287878,0.3962121,nan,0,1
4934754,4933838,396809,0.15454546,-0.21287878,0.39090908,nan,0,1
4956366,4955450,396809,0.15378788,-0.21136363,0.39999998,nan,0,1
4977664,4976747,396809,0.15530303,-0.2121212,0.3962121,nan,0,1
4998913,4997996,396809,0.15227272,-0.2121212,0.39166665,nan,0,1
5020141,5019219,396809,0.15378788,-0.2121212,0.3962121,nan,0,1
5041449,5040460,396809,0.15303029,-0.21287878,0.39696968,nan,0,1
5063104,5062149,396809,0.15681818,-0.21136363,0.40378785,nan,0,1
5084359,5083408,396809,0.15227272,-0.2121212,0.3931818,nan,0,1
5105629,5104693,396809,0.15530303,-0.2121212,0.39848483,nan,0,1
5126884,5125943,396809,0.15227272,-0.2121212,0.39848483,nan,0,1
5148277,5147240,396809,0.15454546,-0.21136363,0.39469695,nan,0,1
5169968,5169052,396809,0.15454546,-0.2121212,0.39469695,nan,0,1
5191189,5190272,396809,0.15378788,-0.21136363,0.39999998,nan,0,1
5212412,5211492,396809,0.15303029,-0.21060605,0.39848483,nan,0,1
5233654,5232727,396809,0.1560606,-0.21060605,0.39696968,nan,0,1
5254905,5253988,396809,0.15378788,-0.21136363,0.3962121,nan,0,1
5276517,5275598,396809,0.1560606,-0.21060605,0.3931818,nan,0,1
5297834,5296820,396809,0.15151514,-0.21287878,0.3931818,nan,0,1
5319059,5318141,396809,0.15454546,-0.20984848,0.39999998,nan,0,1
5340294,5339377,396809,0.15303029,-0.21287878,0.40151513,nan,0,1
5361514,5360597,396809,0.15378788,-0.21136363,0.39999998,nan,0,1
5383134,5382211,396809,0.15454546,-0.2121212,0.39999998,nan,0,1
5404363,5403443,396809,0.14999999,-0.21136363,0.3931818,nan,0,1
5425707,5424791,396809,0.15227272,-0.21060605,0.3962121,nan,0,1
5446977,5446058,396809,0.15227272,-0.21060605,0.39090908,nan,0,1
5468210,5467294,396809,0.15303029,-0.20984848,0.3962121,nan,0,1
5489948,5489032,396809,0.15227272,-0.21060605,0.39848483,nan,0,1
5511173,5510255,396809,0.15151514,-0.21136363,0.39696968,nan,0,1
5532394,5531476,396809,0.15227272,-0.21363635,0.39848483,nan,0,1
5553616,5552700,396809,0.15227272,-0.21060605,0.39696968,nan,0,1
5574856,5573940,396809,0.15075757,-0.21287878,0.39696968,nan,0,1
5596609,5595693,396809,0.15303029,-0.20984848,0.39469695,nan,0,1
5617831,5616915,396809,0.15075757,-0.21060605,0.39469695,nan,0,1
5639053,5638134,396809,0.15151514,-0.20984848,0.39090908,nan,0,1
5660276,5659360,396809,0.15454546,-0.21136363,0.3962121,nan,0,1
5681499,5680583,396809,0.15151514,-0.20984848,0.3962121,nan,0,1
5703234,5702317,396809,0.15151514,-0.20984848,0.3962121,nan,0,1
5724507,5723590,396809,0.15151514,-0.21136363,0.39696968,nan,0,1
5745884,5744827,396809,0.15075757,-0.21060605,0.39469695,nan,0,1
