timestamp,timestamp_sample,device_id,error_count,pressure,temperature
4971426,4971417,3997730,0,996.42,22.41
4991521,4991479,3997730,0,996.41,22.42
5001554,5001546,3997730,0,996.38,22.42
5011587,5011579,3997730,0,996.39996,22.42
5031651,5031642,3997730,0,996.39996,22.41
5041817,5041808,3997730,0,996.39996,22.41
5051852,5051844,3997730,0,996.43,22.41
5071922,5071913,3997730,0,996.38995,22.42
5082002,5081947,3997730,0,996.45996,22.42
5092036,5092027,3997730,0,996.42,22.42
5112101,5112092,3997730,0,996.44995,22.42
5122139,5122130,3997730,0,996.43,22.42
5132179,5132170,3997730,0,996.44,22.42
5152256,5152247,3997730,0,996.43,22.43
5162291,5162282,3997730,0,996.38995,22.43
5172325,5172315,3997730,0,996.43,22.43
5192410,5192401,3997730,0,996.38995,22.42
5202486,5202477,3997730,0,996.41,22.42
5212525,5212516,3997730,0,996.42,22.42
5232591,5232582,3997730,0,996.39996,22.43
5242663,5242654,3997730,0,996.37,22.43
5252711,5252702,3997730,0,996.41,22.43
5272812,5272803,3997730,0,996.44,22.439999
5282844,5282835,3997730,0,996.44,22.439999
5292878,5292870,3997730,0,996.44,22.439999
5313074,5313066,3997730,0,996.44995,22.439999
5323117,5323108,3997730,0,996.42,22.439999
5333157,5333148,3997730,0,996.39996,22.439999
5353275,5353266,3997730,0,996.43,22.439999
5363310,5363301,3997730,0,996.44,22.439999
5373343,5373334,3997730,0,996.42,22.439999
5393410,5393401,3997730,0,996.43,22.439999
5403446,5403437,3997730,0,996.41,22.439999
5413482,5413472,3997730,0,996.39996,22.439999
5433548,5433539,3997730,0,996.39996,22.439999
5443612,5443593,3997730,0,996.39996,22.439999
5453649,5453641,3997730,0,996.43,22.439999
5473738,5473728,3997730,0,996.39996,22.449999
5483770,5483761,3997730,0,996.41,22.449999
5493801,5493792,3997730,0,996.38,22.449999
5513857,5513848,3997730,0,996.42,22.449999
5523893,5523884,3997730,0,996.42,22.449999
5533924,5533915,3997730,0,996.37,22.449999
5554016,5553972,3997730,0,996.39996,22.449999
5564048,5564040,3997730,0,996.38995,22.449999
5574079,5574071,3997730,0,996.38,22.449999
5594138,5594130,3997730,0,996.38,22.449999
5604291,5604283,3997730,0,996.41,22.449999
5614326,5614313,3997730,0,996.42,22.449999
5634473,5634464,3997730,0,996.44,22.46
5644507,5644498,3997730,0,996.42,22.46
