timestamp,accel_device_id,gyro_device_id,accel_clipping[0],accel_clipping[1],accel_clipping[2],accel_error_count,gyro_error_count,accel_rate_hz,gyro_rate_hz,accel_raw_rate_hz,gyro_raw_rate_hz,accel_vibration_metric,gyro_vibration_metric,gyro_coning_vibration,mean_accel[0],mean_accel[1],mean_accel[2],mean_gyro[0],mean_gyro[1],mean_gyro[2],temperature_accel,temperature_gyro
3163966,3670026,3670026,0,0,0,0,0,803.6431,803.6431,4018.2158,8036.4316,0.00065459224,4.700675e-05,6.334394e-09,-0.22383146,0.024332019,-9.7564335,-0.0056520365,0.0003486164,0.006076967,31.145712,31.145712
3686471,3670026,3670026,0,0,0,0,0,803.6431,803.6431,4018.2158,8036.4316,0.00041761398,3.523254e-05,3.2492806e-09,-0.23881428,0.03798707,-9.754825,-0.0044269823,0.00029282458,0.004349084,31.161856,31.161856
3791199,3670026,3670026,0,0,0,0,0,803.6431,803.6431,4018.2158,8036.4316,0.00036877964,3.278838e-05,2.7513674e-09,-0.23114273,0.04075328,-9.758163,-0.004797288,0.00069609843,0.0012262091,31.167093,31.167093
3895520,3670026,3670026,0,0,0,0,0,803.6431,803.6431,4018.2158,8036.4316,0.00036383592,3.1581174e-05,2.3858913e-09,-0.19830655,0.038549405,-9.750952,-0.004653985,0.00026619062,0.00027698185,31.160057,31.160057
4000024,3670026,3670026,0,0,0,0,0,803.6431,803.6431,4018.2158,8036.4316,0.00032214413,3.0881685e-05,2.0874706e-09,-0.21657081,0.06240597,-9.759161,-0.004260218,0.00033213384,0.0007943986,31.158768,31.158768
4104548,3670026,3670026,0,0,0,0,0,803.6431,803.6431,4018.2158,8036.4316,0.00033069542,2.9594517e-05,1.7954865e-09,-0.1976592,0.056072652,-9.752629,-0.0044453703,0.00048051402,0.0006441213,31.161743,31.161743
4209039,3670026,3670026,0,0,0,0,0,803.6431,803.6431,4018.2158,8036.4316,0.00029107332,2.8844166e-05,1.5800019e-09,-0.23231909,0.048768017,-9.757693,-0.004459955,0.00021356344,-0.00022457913,31.167978,31.167978
4313573,3670026,3670026,0,0,0,0,0,803.6431,803.6431,4018.2158,8036.4316,0.00028864917,2.8061495e-05,1.4138826e-09,-0.19764234,0.015238097,-9.75642,-0.0046064286,6.0744584e-05,-0.00086436793,31.165068,31.165068
4418073,3670026,3670026,0,0,0,0,0,803.6431,803.6431,4018.2158,8036.4316,0.0002759895,2.7059868e-05,1.2685386e-09,-0.24320452,0.05907744,-9.757877,-0.004933617,-5.4660253e-05,0.0013282998,31.167408,31.167408
4522578,3670026,3670026,0,0,0,0,0,803.6431,803.6431,4018.2158,8036.4316,0.00024802054,2.6543137e-05,1.1370063e-09,-0.20417134,0.034363132,-9.756325,-0.0044339574,0.0011672229,0.0015648119,31.17153,31.17153
4627121,3670026,3670026,0,0,0,0,0,803.6431,803.6431,4018.2158,8036.4316,0.00025755435,2.6030633e-05,1.0376138e-09,-0.20394617,0.047058214,-9.757449,-0.004926642,-0.0002702484,0.0030225744,31.173918,31.173918
4731618,3670026,3670026,0,0,0,0,0,803.6431,803.6431,4018.2158,8036.4316,0.00023062059,2.5763004e-05,9.666739e-10,-0.21018814,0.055896588,-9.756004,-0.0048194816,0.00021990389,-0.000381832,31.175493,31.175493
