timestamp,timestamp_sample,device_id,error_count,pressure,temperature
3164544,3164535,3997730,0,996.41,27.71
3184609,3184600,3997730,0,996.32,27.71
3194680,3194641,3997730,0,996.38,27.71
3204718,3204709,3997730,0,996.39996,27.71
3667080,3667028,3997730,0,996.38995,27.72
3677118,3677107,3997730,0,996.38,27.72
3687157,3687148,3997730,0,996.38,27.72
3707222,3707213,3997730,0,996.33997,27.72
3717282,3717274,3997730,0,996.36,27.72
3727318,3727309,3997730,0,996.37,27.72
3747474,3747465,3997730,0,996.39996,27.73
3757508,3757499,3997730,0,996.41,27.73
3767540,3767532,3997730,0,996.38995,27.73
3787600,3787592,3997730,0,996.36,27.73
3797635,3797625,3997730,0,996.38995,27.73
3807707,3807698,3997730,0,996.37,27.73
3827767,3827757,3997730,0,996.37,27.73
3837807,3837798,3997730,0,996.41,27.73
3847841,3847833,3997730,0,996.33997,27.73
3867910,3867901,3997730,0,996.38995,27.73
3878072,3878061,3997730,0,996.38,27.73
3888112,3888103,3997730,0,996.38995,27.73
3908213,3908205,3997730,0,996.36,27.73
3918284,3918274,3997730,0,996.38995,27.73
3928377,3928369,3997730,0,996.35,27.73
3948442,3948433,3997730,0,996.38995,27.73
3958477,3958468,3997730,0,996.38,27.73
3968510,3968502,3997730,0,996.37,27.73
3988576,3988568,3997730,0,996.37,27.73
3998733,3998603,3997730,0,996.38995,27.73
4008765,4008756,3997730,0,996.36,27.73
4028827,4028818,3997730,0,996.39996,27.73
4038866,4038855,3997730,0,996.39996,27.73
4048902,4048893,3997730,0,996.36,27.73
4068968,4068959,3997730,0,996.37,27.74
4079001,4078992,3997730,0,996.33997,27.74
4089034,4089025,3997730,0,996.41,27.74
4109094,4109085,3997730,0,996.38995,27.73
4119144,4119136,3997730,0,996.36,27.73
4129176,4129168,3997730,0,996.38,27.73
4149347,4149338,3997730,0,996.43,27.74
4159380,4159372,3997730,0,996.38995,27.74
4169416,4169407,3997730,0,996.36,27.74
4189506,4189498,3997730,0,996.38,27.74
4199539,4199530,3997730,0,996.39996,27.74
4209571,4209563,3997730,0,996.42,27.74
4229683,4229625,3997730,0,996.38995,27.74
4239715,4239707,3997730,0,996.37,27.74
4249748,4249739,3997730,0,996.35,27.74
4269831,4269822,3997730,0,996.41,27.74
4279976,4279968,3997730,0,996.38,27.74
4290010,4290001,3997730,0,996.37,27.74
4310073,4310064,3997730,0,996.39996,27.74
4320111,4320103,3997730,0,996.36,27.74
4330146,4330137,3997730,0,996.38995,27.74
