timestamp,alt_max,freefall,ground_contact,maybe_landed,landed,in_ground_effect,in_descend,has_low_throttle,vertical_movement,horizontal_movement,close_to_ground_or_skipped_check
5116945,inf,0,1,1,1,0,0,1,0,0,1
8117572,inf,0,1,1,1,0,0,1,0,0,1
9117811,inf,0,1,1,1,0,0,1,0,0,1
10117986,inf,0,1,1,1,0,0,1,0,0,1
11118267,inf,0,1,1,1,0,0,1,0,0,1
12118644,inf,0,1,1,1,0,0,1,0,0,1
13123589,inf,0,1,1,1,0,0,1,0,0,1
14123856,inf,0,1,1,1,0,0,1,0,0,1
15124087,inf,0,1,1,1,0,0,1,0,0,1
16124539,inf,0,1,1,1,0,0,1,0,0,1
17124693,inf,0,1,1,1,0,0,1,0,0,1
18124849,inf,0,1,1,1,0,0,1,0,0,1
19125096,inf,0,1,1,1,0,0,1,0,0,1
20125283,inf,0,1,1,1,0,0,1,0,0,1
21125583,inf,0,1,1,1,0,0,1,0,0,1
22125851,inf,0,1,1,1,0,0,1,0,0,1
23131782,inf,0,1,1,1,0,0,1,0,0,1
24132110,inf,0,1,1,1,0,0,1,0,0,1
25132115,inf,0,1,1,1,0,0,1,0,0,1
26132321,inf,0,1,1,1,0,0,1,0,0,1
27132513,inf,0,1,1,1,0,0,1,0,0,1
28132919,inf,0,1,1,1,0,0,1,0,0,1
29133170,inf,0,1,1,1,0,0,1,0,0,1
30143095,inf,0,1,1,1,0,0,1,0,0,1
31143794,inf,0,1,1,1,0,0,1,0,0,1
32148629,inf,0,1,1,1,0,0,1,0,0,1
33154090,inf,0,1,1,1,0,0,1,0,0,1
34154584,inf,0,1,1,1,0,0,1,0,0,1
35155137,inf,0,1,1,1,0,0,1,0,0,1
36164836,inf,0,1,1,1,0,0,1,0,0,1
37174662,inf,0,1,1,1,0,0,1,0,0,1
38175215,inf,0,1,1,1,0,0,1,0,0,1
39175361,inf,0,1,1,1,0,0,1,0,0,1
40175918,inf,0,1,1,1,0,0,1,0,0,1
41176430,inf,0,1,1,1,0,0,1,0,0,1
42186283,inf,0,1,1,1,0,0,1,0,0,1
43186908,inf,0,1,1,1,0,0,1,0,0,1
44187211,inf,0,1,1,1,0,0,1,0,0,1
46197656,inf,0,1,1,1,0,0,1,0,0,1
47202700,inf,0,1,1,1,0,0,1,0,0,1
48202899,inf,0,1,1,1,0,0,1,0,0,1
49203413,inf,0,1,1,1,0,0,1,0,0,1
50203439,inf,0,1,1,1,0,0,1,0,0,1
51203636,inf,0,1,1,1,0,0,1,0,0,1
52203851,inf,0,1,1,1,0,0,1,0,0,1
53204716,inf,0,1,1,1,0,0,1,0,0,1
54209270,inf,0,1,1,1,0,0,1,0,0,1
55210084,inf,0,1,1,1,0,0,1,0,0,1
56219746,inf,0,1,1,1,0,0,1,0,0,1
57220007,inf,0,1,1,1,0,0,1,0,0,1
