timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,clip_counter[0],clip_counter[1],clip_counter[2],samples
1140294,1140102,3932170,-0.9270349,0.76470804,-10.0489435,36.701347,0,0,0,0,5
1141554,1141352,3932170,-0.830788,0.7666234,-10.029311,36.701347,0,0,0,0,5
1142796,1142602,3932170,-0.833661,0.71730286,-10.043198,36.701347,0,0,0,0,5
1145292,1145102,3932170,-0.81833816,0.7110779,-10.076716,36.701347,0,0,0,0,5
1147797,1147605,3932170,-0.8379706,0.71873933,-10.022607,36.701347,0,0,0,0,5
1151582,1151366,3932170,-0.78146744,0.6675034,-9.999145,36.701347,0,0,0,0,5
1155299,1155103,3932170,-0.81833816,0.725922,-10.002496,36.701347,0,0,0,0,5
1159052,1158861,3932170,-0.9323022,0.7642292,-10.081984,36.701347,0,0,0,0,5
1162806,1162608,3932170,-0.83270335,0.76039845,-10.055647,36.701347,0,0,0,0,5
1165303,1165108,3932170,-0.8355764,0.78817123,-10.049901,36.701347,0,0,0,0,5
1169049,1168856,3932170,-0.79008657,0.72687966,-10.063309,36.701347,0,0,0,0,5
1172805,1172610,3932170,-0.85856074,0.71634513,-10.042719,36.701347,0,0,0,0,5
1176566,1176362,3932170,-0.85377234,0.7134721,-10.010158,36.701347,0,0,0,0,5
1180306,1180109,3932170,-0.8034941,0.7302315,-10.015425,36.701347,0,0,0,0,5
1182806,1182614,3932170,-0.8432379,0.740766,-9.961316,36.701347,0,0,0,0,5
1186554,1186361,3932170,-0.84658974,0.770933,-9.983342,36.701347,0,0,0,0,5
1190307,1190116,3932170,-0.8250419,0.69623387,-10.039367,36.701347,0,0,0,0,5
1194055,1193863,3932170,-0.8178593,0.7369353,-10.022128,36.701347,0,0,0,0,5
1196565,1196364,3932170,-0.8456321,0.71969706,-10.012073,36.701347,0,0,0,0,5
1200309,1200115,3932170,-0.8647857,0.7896077,-10.011594,36.701347,0,0,0,0,5
1204062,1203870,3932170,-0.8317457,0.7024588,-10.015425,36.701347,0,0,0,0,5
1208089,1207897,3932170,-0.8408436,0.6933608,-9.998186,36.701347,0,0,0,0,5
1211832,1211641,3932170,-0.84706855,0.73645645,-10.022607,36.701347,0,0,0,0,5
1214299,1214107,3932170,-0.8628703,0.7594408,-10.016861,36.701347,0,0,0,0,5
1218037,1217846,3932170,-0.8341399,0.7278373,-10.036493,36.701347,0,0,0,0,5
1221789,1221595,3932170,-0.830788,0.7704541,-9.990525,36.701347,0,0,0,0,5
1225514,1225320,3932170,-0.76231384,0.749864,-9.995792,36.701347,0,0,0,0,5
1229237,1229045,3932170,-0.82073236,0.71538746,-10.010636,36.701347,0,0,0,0,5
1231746,1231553,3932170,-0.8197747,0.7776367,-10.008721,36.701347,0,0,0,0,5
1235479,1235278,3932170,-0.8485051,0.70916253,-10.01303,36.701347,0,0,0,0,5
1239194,1239003,3932170,-0.8710106,0.81402856,-10.022607,36.701347,0,0,0,0,5
1242931,1242740,3932170,-0.83509755,0.7182605,-9.960836,36.701347,0,0,0,0,5
1246667,1246474,3932170,-0.86095494,0.74363905,-9.98047,36.701347,0,0,0,0,5
1249149,1248958,3932170,-0.88441813,0.6727707,-10.041282,36.701347,0,0,0,0,5
1252883,1252693,3932170,-0.8355764,0.76710224,-10.007763,36.701347,0,0,0,0,5
1256609,1256420,3932170,-0.7891289,0.70341647,-10.020213,36.701347,0,0,0,0,5
1260363,1260163,3932170,-0.8049306,0.7393295,-10.011594,36.701347,0,0,0,0,5
1264078,1263889,3932170,-0.81833816,0.7369353,-10.07911,36.701347,0,0,0,0,5
1267824,1267628,3932170,-0.80924016,0.704853,-9.997707,36.701347,0,0,0,0,5
1271580,1271383,3932170,-0.8475474,0.77428484,-10.009679,36.701347,0,0,0,0,5
1274080,1273885,3932170,-0.85137814,0.69719154,-10.045113,36.701347,0,0,0,0,5
1277851,1277651,3932170,-0.830788,0.82169,-10.033621,36.701347,0,0,0,0,5
1281587,1281386,3932170,-0.8106767,0.71730286,-10.00489,36.701347,0,0,0,0,5
1285341,1285145,3932170,-0.7685388,0.76518685,-9.986694,36.701347,0,0,0,0,5
1287837,1287644,3932170,-0.8341399,0.72017586,-10.041282,36.701347,0,0,0,0,5
1291594,1291397,3932170,-0.8130709,0.7723695,-9.998665,36.701347,0,0,0,0,5
1295333,1295141,3932170,-0.83030915,0.7072472,-10.051337,36.701347,0,0,0,0,5
1299085,1298890,3932170,-0.83988595,0.78338283,-9.987652,36.701347,0,0,0,0,5
1302844,1302648,3932170,-0.8671799,0.7005434,-10.058042,36.701347,0,0,0,0,5
1305338,1305143,3932170,-0.8259996,0.8078037,-10.022128,36.701347,0,0,0,0,5
1309090,1308894,3932170,-0.8145074,0.6904878,-10.032663,36.701347,0,0,0,0,5
1312836,1312646,3932170,-0.833661,0.7307104,-10.023565,36.701347,0,0,0,0,5
1316597,1316394,3932170,-0.8456321,0.7398083,-10.040803,36.701347,0,0,0,0,5
1319105,1318898,3932170,-0.82552075,0.79918456,-10.048465,36.701347,0,0,0,0,5
1322853,1322654,3932170,-0.8078037,0.78386164,-10.054689,36.701347,0,0,0,0,5
1326591,1326399,3932170,-0.84946275,0.71969706,-10.021171,36.701347,0,0,0,0,5
1330345,1330150,3932170,-0.82552075,0.75273705,-10.00106,36.701347,0,0,0,0,5
1334093,1333899,3932170,-0.83940715,0.6904878,-10.007284,36.701347,0,0,0,0,5
1337844,1337651,3932170,-0.818817,0.75273705,-10.015903,36.701347,0,0,0,0,5
1340343,1340151,3932170,-0.8384494,0.7608773,-9.99675,36.701347,0,0,0,0,5
1344096,1343901,3932170,-0.83461875,0.75561005,-10.000102,36.701347,0,0,0,0,5
1347844,1347652,3932170,-0.8149863,0.66654575,-10.01351,36.701347,0,0,0,0,5
1351594,1351403,3932170,-0.84706855,0.7867347,-10.006805,36.701347,0,0,0,0,5
1354098,1353904,3932170,-0.83701295,0.6871359,-10.026438,36.701347,0,0,0,0,5
1359101,1358905,3932170,-0.8710106,0.770933,-10.046549,36.701347,0,0,0,0,5
1361601,1361405,3932170,-0.80445176,0.7211336,-10.028832,36.701347,0,0,0,0,5
1365364,1365164,3932170,-0.8240842,0.7393295,-9.999145,36.701347,0,0,0,0,5
