timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,is_external
1071989,1071044,396809,0.13939394,-0.13181818,0.39999998,nan,0,1
1093253,1092295,396809,0.13939394,-0.13257575,0.39848483,nan,0,1
1114878,1113956,396809,0.13939394,-0.13863637,0.38787878,nan,0,1
1136106,1135183,396809,0.14015152,-0.13257575,0.3962121,nan,0,1
1157348,1156412,396809,0.14090909,-0.1310606,0.3962121,nan,0,1
1178629,1177701,396809,0.14015152,-0.13333333,0.39848483,nan,0,1
1199860,1198938,396809,0.14166667,-0.13181818,0.39696968,nan,0,1
1221586,1220623,396809,0.13863637,-0.13030303,0.3962121,nan,0,1
1243677,1242741,396809,0.14166667,-0.13787879,0.38787878,nan,0,1
1264959,1264037,396809,0.14015152,-0.13333333,0.39696968,nan,0,1
1286272,1285301,396809,0.13787879,-0.13181818,0.40151513,nan,0,1
1307506,1306584,396809,0.13939394,-0.13181818,0.39848483,nan,0,1
1329135,1328213,396809,0.14015152,-0.1310606,0.40151513,nan,0,1
1350364,1349443,396809,0.13863637,-0.1310606,0.3931818,nan,0,1
1371631,1370707,396809,0.14015152,-0.13636363,0.3810606,nan,0,1
1392951,1391998,396809,0.13939394,-0.13030303,0.3962121,nan,0,1
1414199,1413278,396809,0.13787879,-0.13181818,0.39999998,nan,0,1
1435858,1434927,396809,0.13863637,-0.13333333,0.3840909,nan,0,1
1457125,1456164,396809,0.13863637,-0.13181818,0.39999998,nan,0,1
1478356,1477434,396809,0.13939394,-0.1310606,0.39469695,nan,0,1
1499626,1498705,396809,0.13939394,-0.13181818,0.39848483,nan,0,1
1520885,1519964,396809,0.14015152,-0.13181818,0.39848483,nan,0,1
1542644,1541718,396809,0.13863637,-0.13030303,0.3962121,nan,0,1
1563884,1562959,396809,0.13863637,-0.12954545,0.39848483,nan,0,1
1585134,1584190,396809,0.13939394,-0.13030303,0.39166665,nan,0,1
1606405,1605446,396809,0.1371212,-0.13030303,0.40151513,nan,0,1
1627643,1626716,396809,0.1371212,-0.13030303,0.39696968,nan,0,1
1649314,1648393,396809,0.14015152,-0.1310606,0.39848483,nan,0,1
1670676,1669630,396809,0.14090909,-0.12954545,0.39999998,nan,0,1
1691914,1690993,396809,0.13787879,-0.12954545,0.39696968,nan,0,1
1713149,1712219,396809,0.1371212,-0.1310606,0.39848483,nan,0,1
1734386,1733464,396809,0.13636363,-0.13030303,0.39999998,nan,0,1
1756017,1755092,396809,0.13787879,-0.13030303,0.39696968,nan,0,1
1777380,1776439,396809,0.13787879,-0.12878788,0.40151513,nan,0,1
1798669,1797715,396809,0.13787879,-0.13030303,0.39696968,nan,0,1
1820031,1819096,396809,0.13863637,-0.1310606,0.3962121,nan,0,1
1841263,1840342,396809,0.13863637,-0.13030303,0.39999998,nan,0,1
1863222,1862259,396809,0.13939394,-0.1310606,0.39696968,nan,0,1
1884456,1883534,396809,0.13939394,-0.13863637,0.38787878,nan,0,1
1905801,1904767,396809,0.14166667,-0.13787879,0.39166665,nan,0,1
1927034,1926111,396809,0.14242424,-0.13787879,0.38560605,nan,0,1
1948274,1947351,396809,0.14166667,-0.1371212,0.38560605,nan,0,1
1969899,1968976,396809,0.14015152,-0.1371212,0.38787878,nan,0,1
1991138,1990209,396809,0.14242424,-0.13787879,0.38787878,nan,0,1
2012513,2011573,396809,0.14318182,-0.13787879,0.38787878,nan,0,1
2033754,2032832,396809,0.14318182,-0.13863637,0.3840909,nan,0,1
2055094,2054082,396809,0.14318182,-0.13939394,0.38787878,nan,0,1
2076732,2075798,396809,0.14166667,-0.13939394,0.38939393,nan,0,1
2097967,2097046,396809,0.14318182,-0.13939394,0.39166665,nan,0,1
