timestamp,timestamp_sample,device_id,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2],calibration_count
1669600,1667480,396825,-0.14081502,-0.087526076,0.58873516,3
1689694,1688711,396825,-0.13934502,-0.08712616,0.59176403,3
1712075,1709948,396825,-0.13856576,-0.08610614,0.58931524,3
1733368,1731202,396825,-0.14310612,-0.0885369,0.59120256,3
1755133,1752882,396825,-0.14008704,-0.08779444,0.5910774,3
1775319,1774207,396825,-0.14238271,-0.08804447,0.59345686,3
1796609,1795583,396825,-0.14010094,-0.087121576,0.59177333,3
1817914,1816813,396825,-0.13774955,-0.08795349,0.58565044,3
1839052,1838038,396825,-0.13786584,-0.08824783,0.59496874,3
1862376,1859696,396825,-0.13555627,-0.08867066,0.5918933,3
1882437,1880987,396825,-0.13256985,-0.089040704,0.5949915,3
1903721,1902256,396825,-0.13559808,-0.088261575,0.5949408,3
1924955,1923481,396825,-0.13485634,-0.090812325,0.5975468,3
1946199,1944825,396825,-0.1386176,-0.09383259,0.5979451,3
1967468,1966464,396825,-0.1393824,-0.08908738,0.5958591,3
1989220,1987698,396825,-0.13481896,-0.0888511,0.59345174,3
2011224,2008938,396825,-0.13635874,-0.08910572,0.5958219,3
2032491,2030277,396825,-0.13633996,-0.08732034,0.5932945,3
2053950,2051538,396825,-0.13560282,-0.0891103,0.59581256,3
2075225,2073186,396825,-0.14013402,-0.093062624,0.5978758,3
2096730,2094422,396825,-0.14236468,-0.094306685,0.595728,3
2117977,2115694,396825,-0.13708241,-0.09281718,0.595487,3
2139215,2136921,396825,-0.13558434,-0.090543956,0.5952046,3
2160486,2158196,396825,-0.13705893,-0.09018309,0.5920878,3
2182017,2179906,396825,-0.13633123,-0.09367048,0.5963495,3
2203529,2201128,396825,-0.1385198,-0.0921046,0.5892348,3
2224765,2222360,396825,-0.13709173,-0.092905104,0.59627086,3
2246001,2243583,396825,-0.13554737,-0.09341129,0.5939886,3
2267300,2264805,396825,-0.13784766,-0.09290052,0.59628016,3
2288488,2286517,396825,-0.13482855,-0.09215806,0.596155,3
2310208,2307790,396825,-0.14157595,-0.09158925,0.5915357,3
2331487,2329049,396825,-0.13548666,-0.090425484,0.587454,3
2352734,2350355,396825,-0.13555168,-0.08943146,0.59198123,3
2373981,2371579,396825,-0.13705878,-0.08857357,0.5911281,3
2395227,2393203,396825,-0.13257916,-0.08912863,0.59577537,3
2416868,2414424,396825,-0.13260235,-0.08854369,0.5972551,3
2438279,2435765,396825,-0.1348423,-0.089875676,0.5958912,3
2459421,2457029,396825,-0.1340536,-0.08715824,0.5916989,3
2480777,2478254,396825,-0.13486092,-0.09005153,0.5974589,3
2501987,2499869,396825,-0.13406305,-0.088855684,0.59344244,3
2523644,2521096,396825,-0.13557488,-0.08884652,0.59346104,3
2544893,2542322,396825,-0.13859856,-0.08882818,0.5934983,3
2566134,2563546,396825,-0.13326976,-0.08689904,0.589338,3
2587548,2584771,396825,-0.13329768,-0.08716282,0.5916895,3
2608861,2606389,396825,-0.13408168,-0.08903153,0.5950101,3
2630803,2627719,396825,-0.13635415,-0.08986651,0.59590983,3
2652225,2648952,396825,-0.13332576,-0.08903612,0.5950008,3
2673380,2670176,396825,-0.13635859,-0.0874962,0.59486216,3
2694718,2691401,396825,-0.1348469,-0.08911488,0.59580326,3
2715942,2713017,396825,-0.13554236,-0.08934353,0.59119743,3
2737600,2734310,396825,-0.13411418,-0.08853453,0.59727377,3
2758807,2755585,396825,-0.13554236,-0.08934353,0.59119743,3
2780090,2776841,396825,-0.13934988,-0.089584395,0.5935955,3
2801513,2798186,396825,-0.13407709,-0.08979233,0.595098,3
2822852,2819807,396825,-0.13479576,-0.08943604,0.59197193,3
2844311,2841031,396825,-0.1340397,-0.08783111,0.59100294,3
2865550,2862271,396825,-0.13557029,-0.08960731,0.59354895,3
2886788,2883577,396825,-0.13178127,-0.08793278,0.59175885,3
2908054,2904848,396825,-0.13481437,-0.089611895,0.59353966,3
2929353,2926464,396825,-0.13403513,-0.0885919,0.59109086,3
