Time (ms),humidity (%),temperature (C*)
218527,47.00,26.70,
218612,47.00,26.70,
218696,47.00,26.70,
218780,47.00,26.70,
218864,47.00,26.70,
218949,47.00,26.70,
219033,47.00,26.70,
219117,47.00,26.70,
219201,47.00,26.70,
219286,47.00,26.70,
219370,45.00,26.50,
219455,45.00,26.50,
219539,45.00,26.50,
219623,45.00,26.50,
219708,45.00,26.50,
219792,45.00,26.50,
219876,45.00,26.50,
219960,45.00,26.50,
220045,45.00,26.50,
220129,45.00,26.50,
220213,45.00,26.50,
220298,45.00,26.50,
220382,45.00,26.50,
220466,45.00,26.50,
220550,45.00,26.50,
220635,45.00,26.50,
220719,45.00,26.50,
220803,45.00,26.50,
220887,45.00,26.50,
220972,45.00,26.50,
221056,45.00,26.50,
221139,45.00,26.50,
221223,45.00,26.50,
221308,45.00,26.50,
221392,45.00,26.50,
221477,45.00,26.50,
221561,45.00,26.50,
221645,45.00,26.50,
221730,45.00,26.50,
221814,45.00,26.50,
221898,45.00,26.50,
221983,45.00,26.50,
222067,45.00,26.50,
222151,45.00,26.50,
222235,45.00,26.50,
222320,45.00,26.50,
222404,45.00,26.50,
222488,45.00,26.50,
222572,45.00,26.50,
222657,45.00,26.50,
222741,45.00,26.50,
222825,45.00,26.50,
222909,45.00,26.50,
222994,45.00,26.50,
223078,45.00,26.50,
223162,45.00,26.50,
223247,45.00,26.50,
223331,45.00,26.50,
223415,44.00,26.40,
223500,44.00,26.40,
223584,44.00,26.40,
223668,44.00,26.40,
223753,44.00,26.40,
223837,44.00,26.40,
223921,44.00,26.40,
224011,44.00,26.40,
224090,44.00,26.40,
224174,44.00,26.40,
224258,44.00,26.40,
224343,44.00,26.40,
224427,44.00,26.40,
224510,44.00,26.40,
224594,44.00,26.40,
224679,44.00,26.40,
224763,44.00,26.40,
224847,44.00,26.40,
224931,44.00,26.40,
225016,44.00,26.40,
225100,44.00,26.40,
225184,44.00,26.40,
225268,44.00,26.40,
225353,44.00,26.40,
225437,44.00,26.30,
225522,44.00,26.30,
225606,44.00,26.30,
225690,44.00,26.30,
225775,44.00,26.30,
225859,44.00,26.30,
225943,44.00,26.30,
226028,44.00,26.30,
226112,44.00,26.30,
226196,44.00,26.30,
226280,44.00,26.30,
226365,44.00,26.30,
226449,44.00,26.30,
226533,44.00,26.30,
226617,44.00,26.30,
226702,44.00,26.30,
226786,44.00,26.30,
226870,44.00,26.30,
226954,44.00,26.30,
227039,44.00,26.30,
227123,44.00,26.30,
227207,44.00,26.30,
227291,44.00,26.30,
227376,44.00,26.30,
227460,44.00,26.30,
227545,44.00,26.30,
227629,44.00,26.30,
227713,44.00,26.30,
227798,44.00,26.30,
227881,44.00,26.30,
227965,44.00,26.30,
228050,44.00,26.30,
228134,44.00,26.30,
228218,44.00,26.30,
228302,44.00,26.30,
228387,44.00,26.30,
228471,44.00,26.30,
228555,44.00,26.30,
228639,44.00,26.30,
228724,44.00,26.30,
228808,44.00,26.30,
228892,44.00,26.30,
228976,44.00,26.30,
229061,44.00,26.30,
229145,44.00,26.30,
229229,44.00,26.30,
229314,44.00,26.30,
229398,44.00,26.30,
229482,44.00,26.20,
229567,44.00,26.20,
229651,44.00,26.20,
229735,44.00,26.20,
229820,44.00,26.20,
229904,44.00,26.20,
229988,44.00,26.20,
230072,44.00,26.20,
230157,44.00,26.20,
230241,44.00,26.20,
230325,44.00,26.20,
230410,44.00,26.20,
230494,44.00,26.20,
230580,44.00,26.20,
230662,44.00,26.20,
230747,44.00,26.20,
230831,44.00,26.20,
230915,44.00,26.20,
230999,44.00,26.20,
231084,44.00,26.20,
231168,44.00,26.20,
231251,44.00,26.20,
231335,44.00,26.20,
231420,44.00,26.20,
231504,44.00,26.10,
231589,44.00,26.10,
231673,44.00,26.10,
231757,44.00,26.10,
231842,44.00,26.10,
231926,44.00,26.10,
232010,44.00,26.10,
232094,44.00,26.10,
232179,44.00,26.10,
232263,44.00,26.10,
232347,44.00,26.10,
232432,44.00,26.10,
232516,44.00,26.10,
232600,44.00,26.10,
232684,44.00,26.10,
232769,44.00,26.10,
232853,44.00,26.10,
232937,44.00,26.10,
233021,44.00,26.10,
233106,44.00,26.10,
233190,44.00,26.10,
233274,44.00,26.10,
233358,44.00,26.10,
233443,44.00,26.10,
233527,43.00,25.90,
233612,43.00,25.90,
233696,43.00,25.90,
233781,43.00,25.90,
233865,43.00,25.90,
233949,43.00,25.90,
234039,43.00,25.90,
234118,43.00,25.90,
234202,43.00,25.90,
234286,43.00,25.90,
234370,43.00,25.90,
234455,43.00,25.90,
234539,43.00,25.90,
234622,43.00,25.90,
234706,43.00,25.90,
234791,43.00,25.90,
234875,43.00,25.90,
234959,43.00,25.90,
235044,43.00,25.90,
235128,43.00,25.90,
235212,43.00,25.90,
235296,43.00,25.90,
235381,43.00,25.90,
235465,43.00,25.90,
235549,43.00,25.90,
235634,43.00,25.90,
235718,43.00,25.90,
235803,43.00,25.90,
235887,43.00,25.90,
235971,43.00,25.90,
236055,43.00,25.90,
236140,43.00,25.90,
236224,43.00,25.90,
236308,43.00,25.90,
236392,43.00,25.90,
236477,43.00,25.90,
236561,43.00,25.90,
236645,43.00,25.90,
236730,43.00,25.90,
236814,43.00,25.90,
236898,43.00,25.90,
236982,43.00,25.90,
237067,43.00,25.90,
237151,43.00,25.90,
237235,43.00,25.90,
237319,43.00,25.90,
237404,43.00,25.90,
237488,43.00,25.90,
237572,44.00,25.80,
237657,44.00,25.80,
237741,44.00,25.80,
237826,44.00,25.80,
237910,44.00,25.80,
237993,44.00,25.80,
238077,44.00,25.80,
238162,44.00,25.80,
238246,44.00,25.80,
238330,44.00,25.80,
238414,44.00,25.80,
238499,44.00,25.80,
238583,44.00,25.80,
238667,44.00,25.80,
238752,44.00,25.80,
238836,44.00,25.80,
238920,44.00,25.80,
239004,44.00,25.80,
239089,44.00,25.80,
239173,44.00,25.80,
239257,44.00,25.80,
239341,44.00,25.80,
239426,44.00,25.80,
239510,44.00,25.80,
239594,44.00,25.70,
239678,44.00,25.70,
239762,44.00,25.70,
239847,44.00,25.70,
239931,44.00,25.70,
240015,44.00,25.70,
240099,44.00,25.70,
240184,44.00,25.70,
240268,44.00,25.70,
240352,44.00,25.70,
240437,44.00,25.70,
240521,44.00,25.70,
240605,44.00,25.70,
240689,44.00,25.70,
240774,44.00,25.70,
240858,44.00,25.70,
240942,44.00,25.70,
241026,44.00,25.70,
241111,44.00,25.70,
241195,44.00,25.70,
241278,44.00,25.70,
241362,44.00,25.70,
241447,44.00,25.70,
241531,44.00,25.70,
241615,45.00,25.60,
241699,45.00,25.60,
241784,45.00,25.60,
241868,45.00,25.60,
241952,45.00,25.60,
242036,45.00,25.60,
242121,45.00,25.60,
242205,45.00,25.60,
242289,45.00,25.60,
242373,45.00,25.60,
242458,45.00,25.60,
242542,45.00,25.60,
242626,45.00,25.60,
242710,45.00,25.60,
242795,45.00,25.60,
242879,45.00,25.60,
242963,45.00,25.60,
243047,45.00,25.60,
243132,45.00,25.60,
243216,45.00,25.60,
243300,45.00,25.60,
243385,45.00,25.60,
243469,45.00,25.60,
243553,45.00,25.60,
243637,45.00,25.60,
243721,45.00,25.60,
243806,45.00,25.60,
243890,45.00,25.60,
243974,45.00,25.60,
244064,45.00,25.60,
244143,45.00,25.60,
244227,45.00,25.60,
244311,45.00,25.60,
244395,45.00,25.60,
244480,45.00,25.60,
244563,45.00,25.60,
244647,45.00,25.60,
244731,45.00,25.60,
244816,45.00,25.60,
244900,45.00,25.60,
244984,45.00,25.60,
245069,45.00,25.60,
245153,45.00,25.60,
245237,45.00,25.60,
245321,45.00,25.60,
245406,45.00,25.60,
245490,45.00,25.60,
245574,45.00,25.60,
245658,45.00,25.30,
245742,45.00,25.30,
245827,45.00,25.30,
245911,45.00,25.30,
245995,45.00,25.30,
246079,45.00,25.30,
246164,45.00,25.30,
246248,45.00,25.30,
246332,45.00,25.30,
246416,45.00,25.30,
246501,45.00,25.30,
246585,45.00,25.30,
246669,45.00,25.30,
246754,45.00,25.30,
246838,45.00,25.30,
246922,45.00,25.30,
247006,45.00,25.30,
247091,45.00,25.30,
247175,45.00,25.30,
247259,45.00,25.30,
247343,45.00,25.30,
247428,45.00,25.30,
247512,45.00,25.30,
247596,45.00,25.30,
247680,45.00,25.20,
247763,45.00,25.20,
247848,45.00,25.20,
247932,45.00,25.20,
248016,45.00,25.20,
248100,45.00,25.20,
248185,45.00,25.20,
248269,45.00,25.20,
248353,45.00,25.20,
248437,45.00,25.20,
248522,45.00,25.20,
248606,45.00,25.20,
248690,45.00,25.20,
248775,45.00,25.20,
248859,45.00,25.20,
248943,45.00,25.20,
249027,45.00,25.20,
249112,45.00,25.20,
249196,45.00,25.20,
249280,45.00,25.20,
249364,45.00,25.20,
249449,45.00,25.20,
249533,45.00,25.20,
249617,45.00,25.20,
249701,45.00,25.30,
249785,45.00,25.30,
249870,45.00,25.30,
249954,45.00,25.30,
250038,45.00,25.30,
250122,45.00,25.30,
250207,45.00,25.30,
250291,45.00,25.30,
250375,45.00,25.30,
250460,45.00,25.30,
250544,45.00,25.30,
250628,45.00,25.30,
250712,45.00,25.30,
250797,45.00,25.30,
250881,45.00,25.30,
250964,45.00,25.30,
251048,45.00,25.30,
251133,45.00,25.30,
251217,45.00,25.30,
251301,45.00,25.30,
251388,45.00,25.30,
251470,45.00,25.30,
251554,45.00,25.30,
251638,45.00,25.30,
251723,45.00,25.20,
251806,45.00,25.20,
251891,45.00,25.20,
251975,45.00,25.20,
252059,45.00,25.20,
252143,45.00,25.20,
252228,45.00,25.20,
252312,45.00,25.20,
252396,45.00,25.20,
252481,45.00,25.20,
252565,45.00,25.20,
252649,45.00,25.20,
252733,45.00,25.20,
252818,45.00,25.20,
252902,45.00,25.20,
252986,45.00,25.20,
253070,45.00,25.20,
253155,45.00,25.20,
253239,45.00,25.20,
253323,45.00,25.20,
253407,45.00,25.20,
253492,45.00,25.20,
253576,45.00,25.20,
253660,45.00,25.20,
253744,45.00,25.10,
253828,45.00,25.10,
253913,45.00,25.10,
253997,45.00,25.10,
254086,45.00,25.10,
254164,45.00,25.10,
254249,45.00,25.10,
254333,45.00,25.10,
254417,45.00,25.10,
254502,45.00,25.10,
254586,45.00,25.10,
254670,45.00,25.10,
254754,45.00,25.10,
254839,45.00,25.10,
254923,45.00,25.10,
255007,45.00,25.10,
255091,45.00,25.10,
255176,45.00,25.10,
255260,45.00,25.10,
255344,45.00,25.10,
255428,45.00,25.10,
255513,45.00,25.10,
255597,45.00,25.10,
255681,45.00,25.10,
255766,46.00,25.00,
255849,46.00,25.00,
255934,46.00,25.00,
256018,46.00,25.00,
256102,46.00,25.00,
256187,46.00,25.00,
256271,46.00,25.00,
256355,46.00,25.00,
256439,46.00,25.00,
256524,46.00,25.00,
256608,46.00,25.00,
256692,46.00,25.00,
256776,46.00,25.00,
256861,46.00,25.00,
256945,46.00,25.00,
257029,46.00,25.00,
257113,46.00,25.00,
257198,46.00,25.00,
257282,46.00,25.00,
257366,46.00,25.00,
257449,46.00,25.00,
257534,46.00,25.00,
257618,46.00,25.00,
257702,46.00,25.00,
257787,46.00,24.80,
257870,46.00,24.80,
257955,46.00,24.80,
258039,46.00,24.80,
258123,46.00,24.80,
258208,46.00,24.80,
258292,46.00,24.80,
258376,46.00,24.80,
258460,46.00,24.80,
258545,46.00,24.80,
258629,46.00,24.80,
258713,46.00,24.80,
258797,46.00,24.80,
258882,46.00,24.80,
258966,46.00,24.80,
259050,46.00,24.80,
259134,46.00,24.80,
259219,46.00,24.80,
259303,46.00,24.80,
259387,46.00,24.80,
259472,46.00,24.80,
259556,46.00,24.80,
259640,46.00,24.80,
259724,46.00,24.80,
259809,46.00,24.80,
259892,46.00,24.80,
259977,46.00,24.80,
260061,46.00,24.80,
260145,46.00,24.80,
260230,46.00,24.80,
260314,46.00,24.80,
260398,46.00,24.80,
260482,46.00,24.80,
260567,46.00,24.80,
260651,46.00,24.80,
260734,46.00,24.80,
260818,46.00,24.80,
260903,46.00,24.80,
260987,46.00,24.80,
261071,46.00,24.80,
261155,46.00,24.80,
261240,46.00,24.80,
261324,46.00,24.80,
261408,46.00,24.80,
261493,46.00,24.80,
261577,46.00,24.80,
261661,46.00,24.80,
261745,46.00,24.80,
261830,46.00,24.70,
261914,46.00,24.70,
261998,46.00,24.70,
262082,46.00,24.70,
262166,46.00,24.70,
262251,46.00,24.70,
262335,46.00,24.70,
262419,46.00,24.70,
262503,46.00,24.70,
262588,46.00,24.70,
262672,46.00,24.70,
262756,46.00,24.70,
262841,46.00,24.70,
262925,46.00,24.70,
263009,46.00,24.70,
263093,46.00,24.70,
263178,46.00,24.70,
263262,46.00,24.70,
263346,46.00,24.70,
263430,46.00,24.70,
263515,46.00,24.70,
263599,46.00,24.70,
263683,46.00,24.70,
263767,46.00,24.70,
263852,46.00,24.80,
263936,46.00,24.80,
264019,46.00,24.80,
264103,46.00,24.80,
264194,46.00,24.80,
264272,46.00,24.80,
264356,46.00,24.80,
264440,46.00,24.80,
264524,46.00,24.80,
264609,46.00,24.80,
264693,46.00,24.80,
264777,46.00,24.80,
264862,46.00,24.80,
264946,46.00,24.80,
265030,46.00,24.80,
265114,46.00,24.80,
265199,46.00,24.80,
265283,46.00,24.80,
265367,46.00,24.80,
265451,46.00,24.80,
265536,46.00,24.80,
265620,46.00,24.80,
265704,46.00,24.80,
265788,46.00,24.80,
265873,47.00,24.60,
265957,47.00,24.60,
266041,47.00,24.60,
266125,47.00,24.60,
266209,47.00,24.60,
266294,47.00,24.60,
266378,47.00,24.60,
266462,47.00,24.60,
266547,47.00,24.60,
266631,47.00,24.60,
266715,47.00,24.60,
266799,47.00,24.60,
266884,47.00,24.60,
266968,47.00,24.60,
267052,47.00,24.60,
267136,47.00,24.60,
267220,47.00,24.60,
267304,47.00,24.60,
267388,47.00,24.60,
267472,47.00,24.60,
267557,47.00,24.60,
267641,47.00,24.60,
267725,47.00,24.60,
267810,47.00,24.60,
267894,47.00,24.50,
267978,47.00,24.50,
268062,47.00,24.50,
268146,47.00,24.50,
268231,47.00,24.50,
268315,47.00,24.50,
268399,47.00,24.50,
268483,47.00,24.50,
268568,47.00,24.50,
268652,47.00,24.50,
268736,47.00,24.50,
268820,47.00,24.50,
268905,47.00,24.50,
268989,47.00,24.50,
269073,47.00,24.50,
269157,47.00,24.50,
269242,47.00,24.50,
269326,47.00,24.50,
269410,47.00,24.50,
269495,47.00,24.50,
269579,47.00,24.50,
269663,47.00,24.50,
269747,47.00,24.50,
269832,47.00,24.50,
269916,47.00,24.40,
270000,47.00,24.40,
270084,47.00,24.40,
270168,47.00,24.40,
270253,47.00,24.40,
270337,47.00,24.40,
270420,47.00,24.40,
270504,47.00,24.40,
270589,47.00,24.40,
270673,47.00,24.40,
270757,47.00,24.40,
270841,47.00,24.40,
270926,47.00,24.40,
271010,47.00,24.40,
271094,47.00,24.40,
271179,47.00,24.40,
271263,47.00,24.40,
271347,47.00,24.40,
271431,47.00,24.40,
271516,47.00,24.40,
271600,47.00,24.40,
271684,47.00,24.40,
271768,47.00,24.40,
271853,47.00,24.40,
271937,47.00,24.40,
272022,47.00,24.40,
272106,47.00,24.40,
272193,47.00,24.40,
272275,47.00,24.40,
272359,47.00,24.40,
272443,47.00,24.40,
272527,47.00,24.40,
272612,47.00,24.40,
272696,47.00,24.40,
272780,47.00,24.40,
272865,47.00,24.40,
272949,47.00,24.40,
273033,47.00,24.40,
273117,47.00,24.40,
273202,47.00,24.40,
273286,47.00,24.40,
273370,47.00,24.40,
273454,47.00,24.40,
273539,47.00,24.40,
273623,47.00,24.40,
273707,47.00,24.40,
273790,47.00,24.40,
273875,47.00,24.40,
273959,48.00,24.40,
274044,48.00,24.40,
274128,48.00,24.40,
274219,48.00,24.40,
274297,48.00,24.40,
274381,48.00,24.40,
274465,48.00,24.40,
274549,48.00,24.40,
274634,48.00,24.40,
274718,48.00,24.40,
274802,48.00,24.40,
274886,48.00,24.40,
274971,48.00,24.40,
275055,48.00,24.40,
275139,48.00,24.40,
275223,48.00,24.40,
275308,48.00,24.40,
275392,48.00,24.40,
275476,48.00,24.40,
275561,48.00,24.40,
275645,48.00,24.40,
275729,48.00,24.40,
275813,48.00,24.40,
275898,48.00,24.40,
275982,48.00,24.30,
276066,48.00,24.30,
276150,48.00,24.30,
276234,48.00,24.30,
276319,48.00,24.30,
276403,48.00,24.30,
276487,48.00,24.30,
276571,48.00,24.30,
276656,48.00,24.30,
276740,48.00,24.30,
276824,48.00,24.30,
276908,48.00,24.30,
276993,48.00,24.30,
277076,48.00,24.30,
277160,48.00,24.30,
277244,48.00,24.30,
277329,48.00,24.30,
277413,48.00,24.30,
277497,48.00,24.30,
277582,48.00,24.30,
277666,48.00,24.30,
277750,48.00,24.30,
277834,48.00,24.30,
277919,48.00,24.30,
278003,48.00,24.20,
278087,48.00,24.20,
278171,48.00,24.20,
278255,48.00,24.20,
278339,48.00,24.20,
278424,48.00,24.20,
278508,48.00,24.20,
278592,48.00,24.20,
278676,48.00,24.20,
278761,48.00,24.20,
278845,48.00,24.20,
278929,48.00,24.20,
279014,48.00,24.20,
279098,48.00,24.20,
279182,48.00,24.20,
279266,48.00,24.20,
279351,48.00,24.20,
279435,48.00,24.20,
279519,48.00,24.20,
279603,48.00,24.20,
279688,48.00,24.20,
279772,48.00,24.20,
279856,48.00,24.20,
279940,48.00,24.20,
280025,48.00,24.20,
280109,48.00,24.20,
280193,48.00,24.20,
280276,48.00,24.20,
280360,48.00,24.20,
280445,48.00,24.20,
280529,48.00,24.20,
280613,48.00,24.20,
280697,48.00,24.20,
280782,48.00,24.20,
280866,48.00,24.20,
280950,48.00,24.20,
281034,48.00,24.20,
281119,48.00,24.20,
281203,48.00,24.20,
281287,48.00,24.20,
281371,48.00,24.20,
281456,48.00,24.20,
281540,48.00,24.20,
281624,48.00,24.20,
281709,48.00,24.20,
281793,48.00,24.20,
281877,48.00,24.20,
281961,48.00,24.20,
282046,49.00,24.10,
282129,49.00,24.10,
282214,49.00,24.10,
282298,49.00,24.10,
282382,49.00,24.10,
282466,49.00,24.10,
282551,49.00,24.10,
282635,49.00,24.10,
282719,49.00,24.10,
282804,49.00,24.10,
282888,49.00,24.10,
282972,49.00,24.10,
283056,49.00,24.10,
283141,49.00,24.10,
283225,49.00,24.10,
283309,49.00,24.10,
283393,49.00,24.10,
283478,49.00,24.10,
283561,49.00,24.10,
283645,49.00,24.10,
283729,49.00,24.10,
283814,49.00,24.10,
283898,49.00,24.10,
283982,49.00,24.10,
284067,49.00,24.00,
284156,49.00,24.00,
284235,49.00,24.00,
284319,49.00,24.00,
284403,49.00,24.00,
284487,49.00,24.00,
284572,49.00,24.00,
284656,49.00,24.00,
284740,49.00,24.00,
284824,49.00,24.00,
284909,49.00,24.00,
284993,49.00,24.00,
285077,49.00,24.00,
285162,49.00,24.00,
285246,49.00,24.00,
285330,49.00,24.00,
285414,49.00,24.00,
285499,49.00,24.00,
285583,49.00,24.00,
285667,49.00,24.00,
285751,49.00,24.00,
285836,49.00,24.00,
285920,49.00,24.00,
286004,49.00,24.00,
286088,50.00,23.80,
286172,50.00,23.80,
286257,50.00,23.80,
286341,50.00,23.80,
286425,50.00,23.80,
286509,50.00,23.80,
286594,50.00,23.80,
286678,50.00,23.80,
286761,50.00,23.80,
286845,50.00,23.80,
286930,50.00,23.80,
287014,50.00,23.80,
287098,50.00,23.80,
287183,50.00,23.80,
287267,50.00,23.80,
287351,50.00,23.80,
287435,50.00,23.80,
287520,50.00,23.80,
287604,50.00,23.80,
287688,50.00,23.80,
287772,50.00,23.80,
287857,50.00,23.80,
287941,50.00,23.80,
288025,50.00,23.80,
288109,50.00,23.70,
288193,50.00,23.70,
288278,50.00,23.70,
288362,50.00,23.70,
288446,50.00,23.70,
288530,50.00,23.70,
288615,50.00,23.70,
288699,50.00,23.70,
288783,50.00,23.70,
288868,50.00,23.70,
288952,50.00,23.70,
289036,50.00,23.70,
289120,50.00,23.70,
289205,50.00,23.70,
289289,50.00,23.70,
289373,50.00,23.70,
289457,50.00,23.70,
289542,50.00,23.70,
289626,50.00,23.70,
289710,50.00,23.70,
289794,50.00,23.70,
289879,50.00,23.70,
289963,50.00,23.70,
290046,50.00,23.70,
290131,50.00,23.80,
290214,50.00,23.80,
290299,50.00,23.80,
290383,50.00,23.80,
290467,50.00,23.80,
290551,50.00,23.80,
290636,50.00,23.80,
290720,50.00,23.80,
290804,50.00,23.80,
290889,50.00,23.80,
290973,50.00,23.80,
291057,50.00,23.80,
291141,50.00,23.80,
291226,50.00,23.80,
291310,50.00,23.80,
291394,50.00,23.80,
291478,50.00,23.80,
291563,50.00,23.80,
291647,50.00,23.80,
291731,50.00,23.80,
291815,50.00,23.80,
291900,50.00,23.80,
291984,50.00,23.80,
292068,50.00,23.80,
292153,50.00,23.60,
292237,50.00,23.60,
292321,50.00,23.60,
292405,50.00,23.60,
292489,50.00,23.60,
292574,50.00,23.60,
292658,50.00,23.60,
292742,50.00,23.60,
292826,50.00,23.60,
292911,50.00,23.60,
292995,50.00,23.60,
293081,50.00,23.60,
293163,50.00,23.60,
293248,50.00,23.60,
293331,50.00,23.60,
293415,50.00,23.60,
293500,50.00,23.60,
293584,50.00,23.60,
293668,50.00,23.60,
293752,50.00,23.60,
293837,50.00,23.60,
293921,50.00,23.60,
294005,50.00,23.60,
294089,50.00,23.60,
294179,50.00,23.50,
294257,50.00,23.50,
294342,50.00,23.50,
294426,50.00,23.50,
294510,50.00,23.50,
294594,50.00,23.50,
294679,50.00,23.50,
294763,50.00,23.50,
294847,50.00,23.50,
294931,50.00,23.50,
295016,50.00,23.50,
295100,50.00,23.50,
295184,50.00,23.50,
295269,50.00,23.50,
295353,50.00,23.50,
295437,50.00,23.50,
295521,50.00,23.50,
295606,50.00,23.50,
295690,50.00,23.50,
295774,50.00,23.50,
295858,50.00,23.50,
295943,50.00,23.50,
296027,50.00,23.50,
296111,50.00,23.50,
296195,50.00,23.50,
296279,50.00,23.50,
296364,50.00,23.50,
296448,50.00,23.50,
296531,50.00,23.50,
296615,50.00,23.50,
296700,50.00,23.50,
296784,50.00,23.50,
296868,50.00,23.50,
296953,50.00,23.50,
297037,50.00,23.50,
297121,50.00,23.50,
297205,50.00,23.50,
297290,50.00,23.50,
297374,50.00,23.50,
297458,50.00,23.50,
297542,50.00,23.50,
297627,50.00,23.50,
297711,50.00,23.50,
297795,50.00,23.50,
297879,50.00,23.50,
297964,50.00,23.50,
298048,50.00,23.50,
298132,50.00,23.50,
298217,50.00,23.30,
298300,50.00,23.30,
298385,50.00,23.30,
298469,50.00,23.30,
298553,50.00,23.30,
298638,50.00,23.30,
298722,50.00,23.30,
298806,50.00,23.30,
298890,50.00,23.30,
298975,50.00,23.30,
299059,50.00,23.30,
299143,50.00,23.30,
299227,50.00,23.30,
299312,50.00,23.30,
299396,50.00,23.30,
299480,50.00,23.30,
299564,50.00,23.30,
299649,50.00,23.30,
299732,50.00,23.30,
299816,50.00,23.30,
299901,50.00,23.30,
299985,50.00,23.30,
300069,50.00,23.30,
300153,50.00,23.30,
300238,50.00,23.30,
300322,50.00,23.30,
300406,50.00,23.30,
300490,50.00,23.30,
300574,50.00,23.30,
300659,50.00,23.30,
300743,50.00,23.30,
300827,50.00,23.30,
300911,50.00,23.30,
300996,50.00,23.30,
301080,50.00,23.30,
301164,50.00,23.30,
301248,50.00,23.30,
301333,50.00,23.30,
301417,50.00,23.30,
301501,50.00,23.30,
301586,50.00,23.30,
301670,50.00,23.30,
301754,50.00,23.30,
301838,50.00,23.30,
301923,50.00,23.30,
302007,50.00,23.30,
302091,50.00,23.30,
302175,50.00,23.30,
302260,50.00,23.20,
302344,50.00,23.20,
302428,50.00,23.20,
302512,50.00,23.20,
302596,50.00,23.20,
302681,50.00,23.20,
302765,50.00,23.20,
302849,50.00,23.20,
302932,50.00,23.20,
303017,50.00,23.20,
303101,50.00,23.20,
303185,50.00,23.20,
303270,50.00,23.20,
303354,50.00,23.20,
303438,50.00,23.20,
303522,50.00,23.20,
303607,50.00,23.20,
303691,50.00,23.20,
303775,50.00,23.20,
303859,50.00,23.20,
303944,50.00,23.20,
304028,50.00,23.20,
304118,50.00,23.20,
304196,50.00,23.20,
304281,50.00,23.20,
304365,50.00,23.20,
304449,50.00,23.20,
304533,50.00,23.20,
304617,50.00,23.20,
304702,50.00,23.20,
304786,50.00,23.20,
304870,50.00,23.20,
304955,50.00,23.20,
305039,50.00,23.20,
305123,50.00,23.20,
305207,50.00,23.20,
305292,50.00,23.20,
305376,50.00,23.20,
305460,50.00,23.20,
305544,50.00,23.20,
305629,50.00,23.20,
305713,50.00,23.20,
305797,50.00,23.20,
305881,50.00,23.20,
305966,50.00,23.20,
306050,50.00,23.20,
306134,50.00,23.20,
306219,50.00,23.20,
306302,50.00,23.10,
306386,50.00,23.10,
306470,50.00,23.10,
306554,50.00,23.10,
306639,50.00,23.10,
306723,50.00,23.10,
306807,50.00,23.10,
306891,50.00,23.10,
306976,50.00,23.10,
307060,50.00,23.10,
307144,50.00,23.10,
307228,50.00,23.10,
307313,50.00,23.10,
307397,50.00,23.10,
307481,50.00,23.10,
307565,50.00,23.10,
307650,50.00,23.10,
307734,50.00,23.10,
307818,50.00,23.10,
307902,50.00,23.10,
307987,50.00,23.10,
308071,50.00,23.10,
308155,50.00,23.10,
308240,50.00,23.10,
308324,50.00,23.10,
308408,50.00,23.10,
308492,50.00,23.10,
308576,50.00,23.10,
308661,50.00,23.10,
308745,50.00,23.10,
308829,50.00,23.10,
308913,50.00,23.10,
308998,50.00,23.10,
309082,50.00,23.10,
309166,50.00,23.10,
309250,50.00,23.10,
309335,50.00,23.10,
309419,50.00,23.10,
309502,50.00,23.10,
309586,50.00,23.10,
309671,50.00,23.10,
309755,50.00,23.10,
309839,50.00,23.10,
309924,50.00,23.10,
310008,50.00,23.10,
310092,50.00,23.10,
310176,50.00,23.10,
310261,50.00,23.10,
310345,50.00,23.00,
310429,50.00,23.00,
310513,50.00,23.00,
310597,50.00,23.00,
310681,50.00,23.00,
310766,50.00,23.00,
310850,50.00,23.00,
310934,50.00,23.00,
311019,50.00,23.00,
311103,50.00,23.00,
311187,50.00,23.00,
311271,50.00,23.00,
311356,50.00,23.00,
311440,50.00,23.00,
311524,50.00,23.00,
311608,50.00,23.00,
311693,50.00,23.00,
311777,50.00,23.00,
311861,50.00,23.00,
311945,50.00,23.00,
312030,50.00,23.00,
312114,50.00,23.00,
312198,50.00,23.00,
312283,50.00,23.00,
312367,50.00,23.00,
312451,50.00,23.00,
312535,50.00,23.00,
312619,50.00,23.00,
312702,50.00,23.00,
312787,50.00,23.00,
312871,50.00,23.00,
312955,50.00,23.00,
313040,50.00,23.00,
313124,50.00,23.00,
313208,50.00,23.00,
313292,50.00,23.00,
313377,50.00,23.00,
313461,50.00,23.00,
313545,50.00,23.00,
313629,50.00,23.00,
313714,50.00,23.00,
313798,50.00,23.00,
313882,50.00,23.00,
313969,50.00,23.00,
314051,50.00,23.00,
314141,50.00,23.00,
314219,50.00,23.00,
314304,50.00,23.00,
314388,50.00,23.00,
314472,50.00,23.00,
314556,50.00,23.00,
314640,50.00,23.00,
314724,50.00,23.00,
314809,50.00,23.00,
314893,50.00,23.00,
314977,50.00,23.00,
315062,50.00,23.00,
315146,50.00,23.00,
315230,50.00,23.00,
315314,50.00,23.00,
315399,50.00,23.00,
315483,50.00,23.00,
315567,50.00,23.00,
315651,50.00,23.00,
315736,50.00,23.00,
315820,50.00,23.00,
315904,50.00,23.00,
315987,50.00,23.00,
316072,50.00,23.00,
316156,50.00,23.00,
316240,50.00,23.00,
316325,50.00,23.00,
316409,50.00,22.80,
316493,50.00,22.80,
316577,50.00,22.80,
