timestamp,accel_device_id,gyro_device_id,accel_clipping[0],accel_clipping[1],accel_clipping[2],accel_error_count,gyro_error_count,accel_rate_hz,gyro_rate_hz,accel_raw_rate_hz,gyro_raw_rate_hz,accel_vibration_metric,gyro_vibration_metric,gyro_coning_vibration,mean_accel[0],mean_accel[1],mean_accel[2],mean_gyro[0],mean_gyro[1],mean_gyro[2],temperature_accel,temperature_gyro
1128334,3670026,3670026,0,0,0,0,0,803.8027,803.8027,4019.0154,8038.031,0.00047302208,1.3464889e-05,2.3780186e-10,0.5499355,-0.47698984,-9.614979,-0.001977015,-0.0009964518,0.0038151992,27.1615,27.1615
1232849,3670026,3670026,0,0,0,0,0,803.8027,803.8027,4019.0154,8038.031,0.000437648,1.5881495e-05,2.813699e-10,0.5525548,-0.46944842,-9.621882,-0.0017021382,-0.00015998632,0.0037995577,27.194199,27.194199
1337323,3670026,3670026,0,0,0,0,0,803.8027,803.8027,4019.0154,8038.031,0.00037414592,1.782031e-05,3.2254463e-10,0.54811937,-0.47338474,-9.635814,-0.0021777018,0.00010886416,0.0038655028,27.21956,27.21956
1441907,3670026,3670026,0,0,0,0,0,803.8027,803.8027,4019.0154,8038.031,0.00032263403,1.945712e-05,3.618522e-10,0.5504271,-0.47353804,-9.643122,-0.0021161968,-0.0002221223,0.0036594253,27.237919,27.237919
1546335,3670026,3670026,0,0,0,0,0,803.8027,803.8027,4019.0154,8038.031,0.00031379092,2.0305693e-05,3.7206263e-10,0.55282485,-0.47537285,-9.64864,-0.0020997096,-0.0003083609,0.0035915785,27.25529,27.25529
1650822,3670026,3670026,0,0,0,0,0,803.8027,803.8027,4019.0154,8038.031,0.00027154895,2.1157943e-05,3.8120607e-10,0.5511587,-0.47517964,-9.646628,-0.0019513329,-0.00029441342,0.003514219,27.274876,27.274876
1755339,3670026,3670026,0,0,0,0,0,803.8027,803.8027,4019.0154,8038.031,0.0002715002,2.1790538e-05,3.8823603e-10,0.5488062,-0.47529337,-9.654624,-0.0019703554,-0.00053218845,0.0034970976,27.285305,27.285305
1859810,3670026,3670026,0,0,0,0,0,803.8027,803.8027,4019.0154,8038.031,0.00024191149,2.2258706e-05,3.909679e-10,0.54892427,-0.46935174,-9.657623,-0.0018213459,-0.00055375695,0.0034666639,27.302677,27.302677
1964417,3670026,3670026,0,0,0,0,0,803.8027,803.8027,4019.0154,8038.031,0.00021579667,2.2817561e-05,3.9690348e-10,0.5491102,-0.47076064,-9.658427,-0.0017148191,-0.0002582688,0.0034894925,27.30816,27.30816
2068856,3670026,3670026,0,0,0,0,0,803.8027,803.8027,4019.0154,8038.031,0.00023425855,2.341583e-05,4.156028e-10,0.550838,-0.4710844,-9.6631155,-0.0021263422,-0.00044405647,0.0038756467,27.324759,27.324759
2173322,3670026,3670026,0,0,0,0,0,803.8027,803.8027,4019.0154,8038.031,0.0002145012,2.3698207e-05,4.200127e-10,0.5479843,-0.47183985,-9.667058,-0.002321639,-0.0007002307,0.0036448408,27.330944,27.330944
2277847,3670026,3670026,0,0,0,0,0,803.8027,803.8027,4019.0154,8038.031,0.00023520851,2.3851328e-05,4.2488194e-10,0.54796755,-0.4753957,-9.664108,-0.001984941,-0.00040156953,0.0037120525,27.334036,27.334036
2382320,3670026,3670026,0,0,0,0,0,803.8027,803.8027,4019.0154,8038.031,0.00021094487,2.4180901e-05,4.2801795e-10,0.5534721,-0.4699197,-9.666387,-0.0021694587,-0.00058672484,0.00390862,27.338406,27.338406
2486944,3670026,3670026,0,0,0,0,0,803.8027,803.8027,4019.0154,8038.031,0.00019029636,2.4456518e-05,4.365336e-10,0.55274606,-0.46972674,-9.666259,-0.0016761404,-0.0006273044,0.003847112,27.348843,27.348843
2591324,3670026,3670026,0,0,0,0,0,803.8027,803.8027,4019.0154,8038.031,0.0002051055,2.4726898e-05,4.4286755e-10,0.54858106,-0.47532728,-9.6681595,-0.0016729697,-0.000521414,0.003719029,27.35571,27.35571
2695829,3670026,3670026,0,0,0,0,0,803.8027,803.8027,4019.0154,8038.031,0.00018382497,2.448997e-05,4.3739737e-10,0.54951525,-0.46857935,-9.667468,-0.0019747952,-0.00014223158,0.003606161,27.360561,27.360561
2800361,3670026,3670026,0,0,0,0,0,803.8027,803.8027,4019.0154,8038.031,0.00020599503,2.4598368e-05,4.3638976e-10,0.54780424,-0.46743208,-9.671513,-0.0019297744,-0.00068310555,0.0035998207,27.367132,27.367132
2904830,3670026,3670026,0,0,0,0,0,803.8027,803.8027,4019.0154,8038.031,0.00018717462,2.5089581e-05,4.5483814e-10,0.5500106,-0.47026086,-9.664582,-0.0019063132,-0.00019929558,0.0040329024,27.371855,27.371855
3009462,3670026,3670026,0,0,0,0,0,803.8027,803.8027,4019.0154,8038.031,0.00017573599,2.5113544e-05,4.4991136e-10,0.554626,-0.4670684,-9.666944,-0.0016063913,-0.00015998259,0.003537679,27.366903,27.366903
3113853,3670026,3670026,0,0,0,0,0,803.8027,803.8027,4019.0154,8038.031,0.00019630224,2.5314397e-05,4.5521054e-10,0.549639,-0.46301273,-9.667795,-0.0015873685,-0.0006120913,0.0038496517,27.380953,27.380953
3218343,3670026,3670026,0,0,0,0,0,803.8027,803.8027,4019.0154,8038.031,0.0001825492,2.5106729e-05,4.546769e-10,0.5557124,-0.4693064,-9.668498,-0.001828955,-0.0006139912,0.003852821,27.384623,27.384623
3322874,3670026,3670026,0,0,0,0,0,803.8027,803.8027,4019.0154,8038.031,0.00021178463,2.4774547e-05,4.491457e-10,0.5487781,-0.46299013,-9.668013,-0.0017966169,-1.6683713e-05,0.0036175763,27.386547,27.386547
3427342,3670026,3670026,0,0,0,0,0,803.8027,803.8027,4019.0154,8038.031,0.00018762403,2.5387391e-05,4.6137513e-10,0.5495097,-0.46343884,-9.666851,-0.0019164586,-0.00019676238,0.0035338746,27.396862,27.396862
3531988,3670026,3670026,0,0,0,0,0,803.8027,803.8027,4019.0154,8038.031,0.00017445956,2.51851e-05,4.51116e-10,0.5509561,-0.46529046,-9.666224,-0.0018213461,-0.0007110052,0.003693033,27.399893,27.399893
3636364,3670026,3670026,0,0,0,0,0,803.8027,803.8027,4019.0154,8038.031,0.00019333622,2.5213265e-05,4.4799592e-10,0.5521381,-0.46810213,-9.672386,-0.0018936316,-0.0003521163,0.0036518164,27.401352,27.401352
3740908,3670026,3670026,0,0,0,0,0,803.8027,803.8027,4019.0154,8038.031,0.0001768465,2.5104715e-05,4.415313e-10,0.5535397,-0.46565977,-9.666137,-0.001647606,-0.00010799058,0.003416568,27.406189,27.406189
3845390,3670026,3670026,0,0,0,0,0,803.8027,803.8027,4019.0154,8038.031,0.00020094341,2.5392701e-05,4.49085e-10,0.55243087,-0.46718767,-9.667152,-0.0021117576,-0.00076807477,0.003892133,27.413536,27.413536
3949871,3670026,3670026,0,0,0,0,0,803.8027,803.8027,4019.0154,8038.031,0.00018606737,2.588563e-05,4.5843018e-10,0.5543558,-0.46621644,-9.669672,-0.00186383,-0.000477029,0.0035630446,27.416683,27.416683
4054523,3670026,3670026,0,0,0,0,0,803.8027,803.8027,4019.0154,8038.031,0.00018306318,2.5744075e-05,4.5676737e-10,0.54912704,-0.46283674,-9.670996,-0.00156898,3.606081e-06,0.0034609586,27.413069,27.413069
4158878,3670026,3670026,0,0,0,0,0,803.8027,803.8027,4019.0154,8038.031,0.0002015296,2.56462e-05,4.5626225e-10,0.548654,-0.47110114,-9.671079,-0.0017661818,-0.0005569225,0.0037443917,27.427578,27.427578
4263390,3670026,3670026,0,0,0,0,0,803.8027,803.8027,4019.0154,8038.031,0.00019072276,2.5849095e-05,4.6154355e-10,0.55354536,-0.46628466,-9.670175,-0.00168692,-0.00031470507,0.0038185809,27.424026,27.424026
4367914,3670026,3670026,0,0,0,0,0,803.8027,803.8027,4019.0154,8038.031,0.000210012,2.547207e-05,4.6050064e-10,0.55080414,-0.46466014,-9.670171,-0.0017775942,0.00013105944,0.0037513683,27.42409,27.42409
4472377,3670026,3670026,0,0,0,0,0,803.8027,803.8027,4019.0154,8038.031,0.00019533616,2.5481855e-05,4.6569143e-10,0.5525097,-0.46331948,-9.671449,-0.001983672,-0.0005423371,0.003826188,27.43096,27.43096
4577056,3670026,3670026,0,0,0,0,0,803.8027,803.8027,4019.0154,8038.031,0.00018454115,2.552528e-05,4.671023e-10,0.549521,-0.46629602,-9.669676,-0.0018968014,-0.00048400462,0.00368986,27.437378,27.437378
4681395,3670026,3670026,0,0,0,0,0,803.8027,803.8027,4019.0154,8038.031,0.00020355942,2.5479147e-05,4.6621373e-10,0.5528812,-0.46439898,-9.668228,-0.0018035914,-0.00012447499,0.0037640473,27.445004,27.445004
4785887,3670026,3670026,0,0,0,0,0,803.8027,803.8027,4019.0154,8038.031,0.00018377429,2.5518175e-05,4.6321094e-10,0.55010647,-0.464291,-9.669665,-0.0018904614,-0.0004985891,0.0035839695,27.447392,27.447392
4890434,3670026,3670026,0,0,0,0,0,803.8027,803.8027,4019.0154,8038.031,0.00020658472,2.5520301e-05,4.5715373e-10,0.55480057,-0.4654555,-9.669025,-0.0016323889,-0.0007268619,0.003571922,27.44326,27.44326
4994915,3670026,3670026,0,0,0,0,0,803.8027,803.8027,4019.0154,8038.031,0.00018627978,2.4930798e-05,4.454295e-10,0.5536691,-0.46157566,-9.664847,-0.0019177268,1.6925856e-05,0.003624552,27.457712,27.457712
5099576,3670026,3670026,0,0,0,0,0,803.8027,803.8027,4019.0154,8038.031,0.00018290176,2.4914854e-05,4.4394305e-10,0.5572769,-0.4595935,-9.6703615,-0.001968454,-0.00037177093,0.0037183939,27.455671,27.455671
5203844,3670026,3670026,0,0,0,0,0,803.8027,803.8027,4019.0154,8038.031,0.00019633843,2.4898325e-05,4.4190934e-10,0.5501681,-0.46428525,-9.671584,-0.0017573035,-0.0005429713,0.0037450278,27.465347,27.465347
5308411,3670026,3670026,0,0,0,0,0,803.8027,803.8027,4019.0154,8038.031,0.00017582628,2.5480194e-05,4.6307438e-10,0.5469656,-0.46554625,-9.668717,-0.0016615561,-0.00017900765,0.0038268212,27.463022,27.463022
5412876,3670026,3670026,0,0,0,0,0,803.8027,803.8027,4019.0154,8038.031,0.00021032454,2.550363e-05,4.631986e-10,0.54831654,-0.46307525,-9.668426,-0.0020014266,-0.00029504672,0.0036461074,27.46576,27.46576
5517356,3670026,3670026,0,0,0,0,0,803.8027,803.8027,4019.0154,8038.031,0.00019185594,2.5407435e-05,4.6091428e-10,0.55355656,-0.4605988,-9.668995,-0.0016602881,-0.00048273616,0.0037234696,27.47111,27.47111
5622121,3670026,3670026,0,0,0,0,0,803.8027,803.8027,4019.0154,8038.031,0.00017985197,2.5223475e-05,4.528158e-10,0.5529487,-0.46454644,-9.669317,-0.0017845677,-0.00043391436,0.0036042603,27.482895,27.482895
5726362,3670026,3670026,0,0,0,0,0,803.8027,803.8027,4019.0154,8038.031,0.00020684715,2.5109985e-05,4.493296e-10,0.5514401,-0.46431935,-9.670063,-0.0017332076,-0.00012637675,0.003616942,27.48534,27.48534
5830888,3670026,3670026,0,0,0,0,0,803.8027,803.8027,4019.0154,8038.031,0.00019081404,2.5319827e-05,4.5771975e-10,0.55295986,-0.45987722,-9.668165,-0.0017585726,-0.00047195703,0.004010706,27.482832,27.482832
5935408,3670026,3670026,0,0,0,0,0,803.8027,803.8027,4019.0154,8038.031,0.00022434475,2.5484167e-05,4.5769666e-10,0.55579114,-0.4614395,-9.6681595,-0.0018346629,-0.0005100034,0.0036917636,27.484985,27.484985
6039875,3670026,3670026,0,0,0,0,0,803.8027,803.8027,4019.0154,8038.031,0.0001996798,2.5453242e-05,4.6619103e-10,0.5544796,-0.46132585,-9.66672,-0.0017883743,-0.00041805953,0.003821116,27.489542,27.489542
6144397,3670026,3670026,0,0,0,0,0,803.8027,803.8027,4019.0154,8038.031,0.00021789943,2.5607516e-05,4.7819226e-10,0.5508886,-0.46468845,-9.666102,-0.0015962443,-0.00026904605,0.004192057,27.489418,27.489418
6248933,3670026,3670026,0,0,0,0,0,803.8027,803.8027,4019.0154,8038.031,0.00021416867,2.5159494e-05,4.6111284e-10,0.55431634,-0.46620503,-9.671607,-0.0018625618,-0.00043390878,0.003543389,27.495771,27.495771
6353482,3670026,3670026,0,0,0,0,0,803.8027,803.8027,4019.0154,8038.031,0.00019761904,2.5138075e-05,4.5691534e-10,0.55235213,-0.4629219,-9.670126,-0.0017110151,-0.0003552828,0.0031749848,27.501259,27.501259
6457915,3670026,3670026,0,0,0,0,0,803.8027,803.8027,4019.0154,8038.031,0.00022553648,2.4954634e-05,4.4814297e-10,0.5498925,-0.46195054,-9.668646,-0.001540445,-0.0003254786,0.0034495424,27.503468,27.503468
6562406,3670026,3670026,0,0,0,0,0,803.8027,803.8027,4019.0154,8038.031,0.00020575627,2.531023e-05,4.572989e-10,0.551806,-0.46220627,-9.67179,-0.0017306719,-0.0005759457,0.0037621474,27.509172,27.509172
6666915,3670026,3670026,0,0,0,0,0,803.8027,803.8027,4019.0154,8038.031,0.00024688174,2.537059e-05,4.587052e-10,0.55097306,-0.45978078,-9.66763,-0.0018987046,-0.00012637675,0.003585237,27.51518,27.51518
6771396,3670026,3670026,0,0,0,0,0,803.8027,803.8027,4019.0154,8038.031,0.00022294743,2.539032e-05,4.6348095e-10,0.55192435,-0.46011588,-9.670384,-0.0018771461,3.087148e-05,0.003928911,27.521069,27.521069
6875954,3670026,3670026,0,0,0,0,0,803.8027,803.8027,4019.0154,8038.031,0.00020611304,2.5220455e-05,4.5850215e-10,0.5480351,-0.45988294,-9.667657,-0.0019621137,-0.0005347319,0.0038039973,27.516819,27.516819
6980462,3670026,3670026,0,0,0,0,0,803.8027,803.8027,4019.0154,8038.031,0.00023729356,2.5433072e-05,4.620781e-10,0.55026966,-0.46409217,-9.666307,-0.001687554,-0.0004377123,0.0037088823,27.528475,27.528475
7084915,3670026,3670026,0,0,0,0,0,803.8027,803.8027,4019.0154,8038.031,0.00021055341,2.5030997e-05,4.539305e-10,0.55151355,-0.4635581,-9.669517,-0.0016171709,-0.0002849009,0.0036632307,27.529232,27.529232
7189438,3670026,3670026,0,0,0,0,0,803.8027,803.8027,4019.0154,8038.031,0.00025078972,2.5574254e-05,4.668313e-10,0.54902005,-0.46097374,-9.669562,-0.0019919153,-0.00033309124,0.00374249,27.538612,27.538612
7293925,3670026,3670026,0,0,0,0,0,803.8027,803.8027,4019.0154,8038.031,0.00022426802,2.5451094e-05,4.6679755e-10,0.5545021,-0.46128032,-9.669205,-0.0015746858,-0.0004681535,0.004076021,27.539368,27.539368
7398546,3670026,3670026,0,0,0,0,0,803.8027,803.8027,4019.0154,8038.031,0.00020404569,2.5410938e-05,4.6572657e-10,0.5543951,-0.4621892,-9.670725,-0.0018391006,-0.00014667027,0.0035186596,27.536276,27.536276
7502918,3670026,3670026,0,0,0,0,0,803.8027,803.8027,4019.0154,8038.031,0.00022831689,2.5497691e-05,4.680888e-10,0.55405176,-0.45752,-9.670046,-0.0022049672,-0.0006875433,0.003758343,27.547419,27.547419
7607434,3670026,3670026,0,0,0,0,0,803.8027,803.8027,4019.0154,8038.031,0.00020174452,2.5245727e-05,4.6017093e-10,0.54799575,-0.46074626,-9.667182,-0.001825151,-0.0006837407,0.0037849722,27.547302,27.547302
7711956,3670026,3670026,0,0,0,0,0,803.8027,803.8027,4019.0154,8038.031,0.00023504141,2.5736292e-05,4.663823e-10,0.5492508,-0.4619619,-9.671699,-0.001793446,-0.00013716146,0.0036353292,27.55517,27.55517
7816440,3670026,3670026,0,0,0,0,0,803.8027,803.8027,4019.0154,8038.031,0.00020919634,2.5956582e-05,4.652696e-10,0.55543643,-0.46134284,-9.671749,-0.0015765885,-0.00027285516,0.003576992,27.553476,27.553476
7921020,3670026,3670026,0,0,0,0,0,803.8027,803.8027,4019.0154,8038.031,0.00019391421,2.5397969e-05,4.528637e-10,0.5507366,-0.46246186,-9.67226,-0.001607026,-0.0005302951,0.0036962032,27.559134,27.559134
8025440,3670026,3670026,0,0,0,0,0,803.8027,803.8027,4019.0154,8038.031,0.00023359623,2.571371e-05,4.5769752e-10,0.5524082,-0.4590538,-9.670928,-0.0017604732,-0.00019739754,0.0035573384,27.56204,27.56204
8129948,3670026,3670026,0,0,0,0,0,803.8027,803.8027,4019.0154,8038.031,0.00020971365,2.5344865e-05,4.4646364e-10,0.5514853,-0.46026927,-9.667563,-0.0019399191,-0.00018597953,0.0035300711,27.57055,27.57055
8234467,3670026,3670026,0,0,0,0,0,803.8027,803.8027,4019.0154,8038.031,0.00025080965,2.4965466e-05,4.4384932e-10,0.5525885,-0.4603204,-9.665295,-0.0020629335,-0.0005911626,0.0037285406,27.570084,27.570084
8338956,3670026,3670026,0,0,0,0,0,803.8027,803.8027,4019.0154,8038.031,0.0002212777,2.4993862e-05,4.4137416e-10,0.55592036,-0.45542973,-9.664589,-0.0017015033,-0.00058418885,0.0035884073,27.58338,27.58338
8443618,3670026,3670026,0,0,0,0,0,803.8027,803.8027,4019.0154,8038.031,0.00020563732,2.4990371e-05,4.3313444e-10,0.55767083,-0.46273452,-9.669381,-0.0018879245,-0.00018788688,0.0032288823,27.584427,27.584427
8547969,3670026,3670026,0,0,0,0,0,803.8027,803.8027,4019.0154,8038.031,0.00024214826,2.5127893e-05,4.4062995e-10,0.5512487,-0.45939466,-9.669199,-0.0018727074,-0.00033752993,0.0037900433,27.585188,27.585188
8652467,3670026,3670026,0,0,0,0,0,803.8027,803.8027,4019.0154,8038.031,0.00021415597,2.4981742e-05,4.3408857e-10,0.55106324,-0.4622971,-9.670222,-0.0016070257,-0.00030202046,0.0036258167,27.589434,27.589434
8756982,3670026,3670026,0,0,0,0,0,803.8027,803.8027,4019.0154,8038.031,0.0002484922,2.5024303e-05,4.4461415e-10,0.55083233,-0.46299586,-9.669153,-0.0019354816,-0.00010545179,0.004005639,27.583202,27.583202
8861471,3670026,3670026,0,0,0,0,0,803.8027,803.8027,4019.0154,8038.031,0.00021700555,2.5068131e-05,4.5979523e-10,0.5492452,-0.4585426,-9.66683,-0.0024776245,-0.00072685536,0.0040069045,27.594753,27.594753
8966080,3670026,3670026,0,0,0,0,0,803.8027,803.8027,4019.0154,8038.031,0.00020038418,2.5010197e-05,4.4833023e-10,0.5527067,-0.4596728,-9.669198,-0.001814371,-0.0006799372,0.0036093304,27.599228,27.599228
9070502,3670026,3670026,0,0,0,0,0,803.8027,803.8027,4019.0154,8038.031,0.00024087979,2.4580495e-05,4.4131304e-10,0.5543445,-0.46167794,-9.67115,-0.001577857,-7.438287e-05,0.0037539024,27.604126,27.604126
9174989,3670026,3670026,0,0,0,0,0,803.8027,803.8027,4019.0154,8038.031,0.00021754595,2.5354275e-05,4.6543394e-10,0.54789436,-0.4596502,-9.666514,-0.0020768824,-0.0001625251,0.0037025465,27.614557,27.614557
