timestamp,timestamp_sample,device_id,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2],calibration_count
1670733,1668727,396825,0.15490708,-0.1082062,0.4596059,3
1691971,1689957,396825,0.15571885,-0.10768322,0.4548935,3
1713206,1711182,396825,0.15572801,-0.10920481,0.45506936,3
1734445,1732401,396825,0.15725847,-0.10903812,0.45348305,3
1756073,1754144,396825,0.15646088,-0.10701493,0.45558012,3
1777438,1775368,396825,0.15424426,-0.10732234,0.4517767,3
1798903,1796755,396825,0.15647477,-0.1076878,0.4548842,3
1818968,1817993,396825,0.15571885,-0.10768322,0.4548935,3
1840215,1839219,396825,0.1557187,-0.10929274,0.4558532,3
1863281,1860853,396825,0.15490708,-0.1082062,0.4596059,3
1883472,1882154,396825,0.15795867,-0.107960746,0.45721713,3
1904579,1903457,396825,0.1579866,-0.107696965,0.45486557,3
1925896,1924702,396825,0.15724014,-0.10599494,0.45313132,3
1947134,1946029,396825,0.15793075,-0.108224526,0.45956868,3
1970001,1967701,396825,0.15643296,-0.10727871,0.45793167,3
1990052,1988965,396825,0.15877976,-0.10734984,0.45172086,3
2012569,2010338,396825,0.15719803,-0.10880489,0.4580982,3
2032764,2031652,396825,0.1587332,-0.10778948,0.4556401,3
2055186,2053030,396825,0.15943341,-0.1067121,0.4593742,3
2076791,2074719,396825,0.15801926,-0.10658447,0.45164225,3
2098024,2095967,396825,0.15948911,-0.10779406,0.4556308,3
2119262,2117280,396825,0.16173825,-0.10798366,0.45717058,3
2140504,2138550,396825,0.15872863,-0.107028686,0.4555522,3
2161829,2159774,396825,0.15795867,-0.107960746,0.45721713,3
2183433,2181410,396825,0.15803315,-0.10725734,0.45094633,3
2204685,2202656,396825,0.15874252,-0.10770155,0.45485628,3
2225926,2223911,396825,0.16100568,-0.10695451,0.4547404,3
2247147,2245162,396825,0.15795867,-0.107960746,0.45721713,3
2268424,2266408,396825,0.15795395,-0.10880947,0.4580889,3
2290069,2288147,396825,0.15874252,-0.10770155,0.45485628,3
2311444,2309363,396825,0.16024046,-0.10703785,0.45553356,3
2332721,2330579,396825,0.16024503,-0.10779864,0.45562148,3
2352769,2351797,396825,0.1579866,-0.107696965,0.45486557,3
2374015,2373018,396825,0.15947509,-0.10873071,0.45728642,3
2396961,2394720,396825,0.15797728,-0.1077849,0.4556494,3
2417123,2416001,396825,0.16025893,-0.10847151,0.45492557,3
2438312,2437250,396825,0.16024977,-0.106949925,0.4547497,3
2459578,2458568,396825,0.16026351,-0.10923231,0.45501348,3
2480749,2479784,396825,0.15874252,-0.10770155,0.45485628,3
2503583,2501425,396825,0.15646546,-0.10777573,0.45566803,3
2523632,2522648,396825,0.15947966,-0.109491505,0.45737436,3
2544845,2543870,396825,0.15873794,-0.106940754,0.45476833,3
2567433,2565175,396825,0.1565166,-0.10809689,0.4518367,3
2587570,2586484,396825,0.15950759,-0.109227724,0.4550228,3
2610296,2608107,396825,0.15793534,-0.10898533,0.4596566,3
2630383,2629346,396825,0.15800522,-0.10752112,0.45329788,3
2651610,2650583,396825,0.15949842,-0.10770614,0.45484695,3
2672904,2671820,396825,0.1594937,-0.108554855,0.45571873,3
2694065,2693040,396825,0.15802842,-0.108106054,0.4518181,3
2717006,2714701,396825,0.1572261,-0.10693159,0.45478696,3
2737057,2736014,396825,0.15795867,-0.107960746,0.45721713,3
2758281,2757281,396825,0.15797271,-0.1070241,0.4555615,3
2779504,2778516,396825,0.15954956,-0.108027294,0.45101562,3
2800747,2799759,396825,0.15797271,-0.1070241,0.4555615,3
2823718,2821457,396825,0.15801926,-0.10658447,0.45164225,3
2843860,2842739,396825,0.15868667,-0.10822911,0.45955935,3
2865310,2863966,396825,0.15948454,-0.10703327,0.45554286,3
2886549,2885281,396825,0.15799119,-0.10845777,0.4549535,3
2907804,2906508,396825,0.15875657,-0.106764905,0.45320064,3
2929080,2928114,396825,0.15651675,-0.10648737,0.450877,3
2950844,2949336,396825,0.15647477,-0.1076878,0.4548842,3
2971989,2970559,396825,0.15792617,-0.10746373,0.45948073,3
2993313,2991780,396825,0.15954956,-0.108027294,0.45101562,3
3014547,3013014,396825,0.16099177,-0.10628164,0.45543632,3
3035795,3034822,396825,0.1587332,-0.10778948,0.4556401,3
3057426,3056041,396825,0.1594937,-0.108554855,0.45571873,3
3078689,3077258,396825,0.15718886,-0.1072833,0.45792234,3
3100135,3098474,396825,0.15873794,-0.106940754,0.45476833,3
3121279,3119697,396825,0.15792617,-0.10746373,0.45948073,3
3142589,3141304,396825,0.16098218,-0.1095886,0.4581396,3
3164287,3162520,396825,0.1572261,-0.10693159,0.45478696,3
3185495,3183869,396825,0.15947509,-0.10873071,0.45728642,3
3206743,3205089,396825,0.16026351,-0.10923231,0.45501348,3
3228000,3226306,396825,0.15878434,-0.10811064,0.45180878,3
3249298,3247917,396825,0.15572801,-0.10920481,0.45506936,3
3270918,3269170,396825,0.15644227,-0.10719079,0.4571478,3
3292139,3290479,396825,0.16024962,-0.10855944,0.45570943,3
3313370,3311737,396825,0.15951705,-0.10753028,0.45327926,3
3334617,3332957,396825,0.15946119,-0.10805784,0.45798236,3
3356032,3354596,396825,0.15872863,-0.107028686,0.4555522,3
3377765,3375811,396825,0.15946592,-0.107209116,0.45711058,3
3399002,3397028,396825,0.1587332,-0.10778948,0.4556401,3
3420232,3418250,396825,0.16099636,-0.10704243,0.45552427,3
3441509,3439477,396825,0.15799606,-0.10599953,0.45312202,3
3462755,3461138,396825,0.1572261,-0.10693159,0.45478696,3
3484954,3482461,396825,0.15799119,-0.10845777,0.4549535,3
3506177,3503700,396825,0.15870528,-0.10805326,0.45799166,3
3527418,3524919,396825,0.15721679,-0.10701952,0.45557082,3
3548646,3546143,396825,0.1594937,-0.108554855,0.45571873,3
3569874,3567757,396825,0.16023587,-0.106277056,0.45544565,3
3591574,3589055,396825,0.15865874,-0.108492896,0.4619109,3
3612932,3610304,396825,0.15951705,-0.10753028,0.45327926,3
3634118,3631533,396825,0.15726334,-0.106579885,0.45165154,3
3655348,3652755,396825,0.15723984,-0.10921398,0.45505074,3
3676698,3674469,396825,0.15795395,-0.10880947,0.4580889,3
3698268,3695749,396825,0.16098233,-0.10797908,0.45717987,3
3719673,3717008,396825,0.15871918,-0.10872613,0.45729575,3
3740836,3738344,396825,0.1602684,-0.10677407,0.453182,3
3762111,3759585,396825,0.15951248,-0.10676949,0.45319134,3
3783343,3781195,396825,0.15723526,-0.10845318,0.45496282,3
3804948,3802415,396825,0.15870528,-0.10805326,0.45799166,3
3826176,3823646,396825,0.1587332,-0.10778948,0.4556401,3
3847410,3844860,396825,0.15947509,-0.10873071,0.45728642,3
3868681,3866081,396825,0.15871459,-0.10796533,0.4572078,3
3890108,3887758,396825,0.15953566,-0.107354425,0.45171157,3
3911611,3909011,396825,0.15875168,-0.10922314,0.4550321,3
3932853,3930316,396825,0.15803315,-0.10725734,0.45094633,3
3954121,3951533,396825,0.15951705,-0.10753028,0.45327926,3
3975570,3972774,396825,0.15800522,-0.10752112,0.45329788,3
3996827,3994381,396825,0.1587471,-0.10846235,0.4549442,3
4018518,4015604,396825,0.16025434,-0.10771072,0.45483765,3
4039745,4036822,396825,0.15575151,-0.10657071,0.45167017,3
4060980,4058079,396825,0.1587471,-0.10846235,0.4549442,3
4082205,4079326,396825,0.16023101,-0.10873529,0.45727712,3
4103443,4100960,396825,0.1564934,-0.10751195,0.45331648,3
4125290,4122177,396825,0.15878434,-0.10811064,0.45180878,3
4146420,4143403,396825,0.15952164,-0.108291075,0.45336717,3
4167733,4164628,396825,0.15946577,-0.108818635,0.45807028,3
4189029,4185844,396825,0.1587332,-0.10778948,0.4556401,3
4210223,4207471,396825,0.15796326,-0.10872155,0.45730504,3
4231844,4228697,396825,0.15725389,-0.10827733,0.4533951,3
4253074,4249999,396825,0.15876114,-0.1075257,0.45328856,3
4274548,4271215,396825,0.15731446,-0.10690104,0.44782022,3
4295838,4292431,396825,0.1579866,-0.107696965,0.45486557,3
4317048,4314049,396825,0.15876114,-0.1075257,0.45328856,3
4338573,4335304,396825,0.15795395,-0.10880947,0.4580889,3
4359800,4356518,396825,0.15644684,-0.10795158,0.45723572,3
4381107,4377918,396825,0.15801439,-0.109042704,0.45347372,3
4402355,4399135,396825,0.15796784,-0.10948234,0.45739296,3
4423845,4420783,396825,0.15800981,-0.10828191,0.4533858,3
4445387,4442019,396825,0.15873794,-0.106940754,0.45476833,3
4466631,4463277,396825,0.15951705,-0.10753028,0.45327926,3
4487895,4484533,396825,0.15570968,-0.10616163,0.45471764,3
4509138,4505771,396825,0.15570953,-0.10777114,0.45567736,3
4530397,4527472,396825,0.1587471,-0.10846235,0.4549442,3
4552137,4548697,396825,0.15872404,-0.10626789,0.45546424,3
4573422,4569915,396825,0.15874252,-0.10770155,0.45485628,3
4595093,4591130,396825,0.1594705,-0.10796992,0.4571985,3
4616330,4612347,396825,0.15646088,-0.10701493,0.45558012,3
4637845,4634091,396825,0.15574664,-0.10902896,0.45350164,3
4659358,4655348,396825,0.15879366,-0.10802271,0.45102495,3
4680579,4676568,396825,0.15793075,-0.108224526,0.45956868,3
4701830,4697817,396825,0.15801439,-0.109042704,0.45347372,3
4723106,4719076,396825,0.15795867,-0.107960746,0.45721713,3
4744344,4740697,396825,0.15800522,-0.10752112,0.45329788,3
4766081,4761933,396825,0.15648423,-0.10599036,0.45314065,3
4787293,4783154,396825,0.16020766,-0.10975987,0.4597166,3
4808514,4804373,396825,0.15875198,-0.10600411,0.45311272,3
4829747,4825613,396825,0.15720275,-0.10795616,0.45722643,3
4850989,4847321,396825,0.15868667,-0.10822911,0.45955935,3
4872711,4868567,396825,0.15796326,-0.10872155,0.45730504,3
4894124,4889788,396825,0.15647936,-0.108448595,0.45497212,3
4915255,4911004,396825,0.1572493,-0.107516535,0.45330718,3
4936598,4932223,396825,0.16180356,-0.10575866,0.45072392,3
4957832,4953912,396825,0.15799148,-0.10523873,0.4530341,3
4979427,4975133,396825,0.15876114,-0.1075257,0.45328856,3
5000721,4996359,396825,0.1594937,-0.108554855,0.45571873,3
5021952,5017696,396825,0.15874252,-0.10770155,0.45485628,3
5043403,5038912,396825,0.16025434,-0.10771072,0.45483765,3
5064699,5060524,396825,0.15793534,-0.10898533,0.4596566,3
5086167,5081775,396825,0.15800065,-0.10676032,0.45320994,3
5107408,5103108,396825,0.16029617,-0.1081198,0.45179018,3
5128635,5124373,396825,0.1603195,-0.10709523,0.44935068,3
5149869,5145594,396825,0.15879366,-0.10802271,0.45102495,3
5171120,5167259,396825,0.15942381,-0.110019065,0.46207747,3
5192873,5188482,396825,0.15873335,-0.10617996,0.4546804,3
5214446,5209707,396825,0.15875168,-0.10922314,0.4550321,3
5235719,5230926,396825,0.15953109,-0.10659363,0.45162362,3
5256964,5252173,396825,0.16100094,-0.107803226,0.45561218,3
5278307,5273783,396825,0.15949842,-0.10770614,0.45484695,3
5299867,5295010,396825,0.16101484,-0.108476095,0.45491627,3
5321097,5316278,396825,0.15950759,-0.109227724,0.4550228,3
5342333,5337494,396825,0.1587332,-0.10778948,0.4556401,3
5363558,5358718,396825,0.15794936,-0.10804868,0.45800096,3
5384789,5380362,396825,0.15797728,-0.1077849,0.4556494,3
5406518,5401627,396825,0.15800065,-0.10676032,0.45320994,3
5427752,5422918,396825,0.15648882,-0.10675115,0.45322856,3
5448965,5444133,396825,0.15872863,-0.107028686,0.4555522,3
5470224,5465360,396825,0.15722595,-0.10854111,0.45574665,3
5491615,5486994,396825,0.15795867,-0.107960746,0.45721713,3
5513246,5508211,396825,0.15876114,-0.1075257,0.45328856,3
5534514,5529431,396825,0.1587378,-0.10855027,0.45572802,3
5555812,5550698,396825,0.15798187,-0.10854569,0.45573735,3
5577015,5571946,396825,0.15876114,-0.1075257,0.45328856,3
5598404,5593562,396825,0.15801926,-0.10658447,0.45164225,3
5619922,5614779,396825,0.16025893,-0.10847151,0.45492557,3
5641149,5636040,396825,0.15948911,-0.10779406,0.4556308,3
5662376,5657320,396825,0.1572493,-0.107516535,0.45330718,3
5683611,5678551,396825,0.15572344,-0.10844401,0.45498142,3
5704968,5700184,396825,0.15799119,-0.10845777,0.4549535,3
5726659,5721450,396825,0.1594705,-0.10796992,0.4571985,3
5747922,5742698,396825,0.15721679,-0.10701952,0.45557082,3
5769168,5763914,396825,0.16025434,-0.10771072,0.45483765,3
5790493,5785167,396825,0.15720734,-0.10871696,0.45731434,3
5811720,5806928,396825,0.15725389,-0.10827733,0.4533951,3
5833722,5828176,396825,0.15869583,-0.1097507,0.4597352,3
5854956,5849465,396825,0.15648393,-0.10920939,0.45506003,3
5876198,5870696,396825,0.15803315,-0.10725734,0.45094633,3
5897446,5892029,396825,0.15803315,-0.10725734,0.45094633,3
5918653,5913650,396825,0.15876573,-0.10828649,0.4533765,3
5940321,5934870,396825,0.15725389,-0.10827733,0.4533951,3
5961720,5956090,396825,0.1579866,-0.107696965,0.45486557,3
5982916,5977310,396825,0.15719818,-0.10719537,0.4571385,3
6004176,5998559,396825,0.15644212,-0.10880031,0.4581075,3
6025439,6020172,396825,0.15802383,-0.10734526,0.45173016,3
6047077,6041391,396825,0.15799119,-0.10845777,0.4549535,3
6068438,6062619,396825,0.15879351,-0.109632224,0.45198464,3
6089627,6083836,396825,0.16025434,-0.10771072,0.45483765,3
6110802,6105057,396825,0.15800522,-0.10752112,0.45329788,3
6132033,6126697,396825,0.15797728,-0.1077849,0.4556494,3
6153666,6147913,396825,0.15799119,-0.10845777,0.4549535,3
6174896,6169131,396825,0.15722136,-0.107780315,0.45565873,3
6196123,6190391,396825,0.1572493,-0.107516535,0.45330718,3
6217370,6211702,396825,0.15805635,-0.107842274,0.44946656,3
6238605,6233310,396825,0.15947509,-0.10873071,0.45728642,3
6260221,6254541,396825,0.15723984,-0.10921398,0.45505074,3
6281495,6275760,396825,0.15952164,-0.108291075,0.45336717,3
6302721,6296976,396825,0.15795867,-0.107960746,0.45721713,3
6324250,6318219,396825,0.15947509,-0.10873071,0.45728642,3
6345505,6339856,396825,0.15954025,-0.10811522,0.45179948,3
6367173,6361071,396825,0.15953109,-0.10659363,0.45162362,3
6388479,6382286,396825,0.15874252,-0.10770155,0.45485628,3
6409664,6403507,396825,0.15949842,-0.10770614,0.45484695,3
6430950,6424734,396825,0.1587332,-0.10778948,0.4556401,3
6452161,6446444,396825,0.15875657,-0.106764905,0.45320064,3
6473806,6467696,396825,0.15797271,-0.1070241,0.4555615,3
6495026,6488945,396825,0.15495361,-0.10776656,0.45568666,3
6516335,6510193,396825,0.15652591,-0.108008966,0.45105287,3
6537523,6531430,396825,0.15647005,-0.10853653,0.45575598,3
6558803,6553037,396825,0.15870528,-0.10805326,0.45799166,3
6580492,6574257,396825,0.15877031,-0.109047286,0.45346442,3
6601763,6595486,396825,0.15796326,-0.10872155,0.45730504,3
6623036,6616704,396825,0.15795395,-0.10880947,0.4580889,3
6644276,6637929,396825,0.15878434,-0.10811064,0.45180878,3
6665523,6659541,396825,0.15954025,-0.10811522,0.45179948,3
6687210,6680784,396825,0.15802383,-0.10734526,0.45173016,3
6708468,6702050,396825,0.15802383,-0.10734526,0.45173016,3
6729721,6723285,396825,0.15727265,-0.10649196,0.4508677,3
6750946,6744501,396825,0.15648393,-0.10920939,0.45506003,3
6772185,6766166,396825,0.15952164,-0.108291075,0.45336717,3
6793803,6787381,396825,0.15796326,-0.10872155,0.45730504,3
6815296,6808601,396825,0.15722136,-0.107780315,0.45565873,3
6836519,6829829,396825,0.15802842,-0.108106054,0.4518181,3
6857751,6851084,396825,0.1587378,-0.10855027,0.45572802,3
6878994,6872706,396825,0.1594937,-0.108554855,0.45571873,3
6900723,6893928,396825,0.15798187,-0.10854569,0.45573735,3
6921830,6915143,396825,0.16024503,-0.10779864,0.45562148,3
6943309,6936359,396825,0.15644684,-0.10795158,0.45723572,3
6964469,6957575,396825,0.1579541,-0.10719995,0.45712918,3
6985825,6979238,396825,0.15797271,-0.1070241,0.4555615,3
7007432,7000478,396825,0.15876114,-0.1075257,0.45328856,3
7028758,7021707,396825,0.15877518,-0.10658905,0.45163295,3
7050055,7042959,396825,0.15950759,-0.109227724,0.4550228,3
7071250,7064212,396825,0.15800522,-0.10752112,0.45329788,3
7092579,7085822,396825,0.15798187,-0.10854569,0.45573735,3
7114247,7107051,396825,0.15650256,-0.10903354,0.45349234,3
7135501,7128277,396825,0.15951705,-0.10753028,0.45327926,3
7156769,7149517,396825,0.15722136,-0.107780315,0.45565873,3
7178020,7170760,396825,0.15728182,-0.10801355,0.45104355,3
