timestamp,data_rate,rate_multiplier,tx_rate_avg,tx_error_rate_avg,tx_message_count,tx_buffer_overruns,rx_rate_avg,rx_message_count,rx_message_lost_count,rx_buffer_overruns,rx_parse_errors,rx_packet_drop_count,rx_message_lost_rate,type,mode,flow_control,forwarding,mavlink_v2,ftp,streams,heartbeat_type_antenna_tracker,heartbeat_type_gcs,heartbeat_type_onboard_controller,heartbeat_type_gimbal,heartbeat_type_adsb,heartbeat_type_camera,heartbeat_component_telemetry_radio,heartbeat_component_log,heartbeat_component_osd,heartbeat_component_obstacle_avoidance,heartbeat_component_vio,heartbeat_component_pairing_manager,heartbeat_component_udp_bridge,heartbeat_component_uart_bridge,avoidance_system_healthy
1172000,1200.0,0.68980885,0.0,0.0,1,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1505654,1200.0,0.68980885,0.0,0.0,1,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2254696,1200.0,0.61251694,139.87166,0.0,4,0,16.863958,1,0,0,0,0,0.0,0,0,1,1,0,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3008615,1200.0,0.61251694,139.87166,0.0,14,0,16.863958,1,0,0,0,0,0.0,0,0,1,1,0,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3761223,1200.0,0.61251694,267.2573,0.0,17,0,16.952888,2,0,0,0,0,0.0,0,0,1,1,0,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4529762,1200.0,0.61251694,355.52457,0.0,27,0,16.92974,3,0,0,0,0,0.0,0,0,1,1,0,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5281659,1200.0,0.4492467,153.20624,0.0,32,0,16.912378,4,0,0,0,0,0.0,0,0,1,1,0,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6026589,1200.0,0.4492467,153.20624,0.0,40,0,16.912378,5,0,0,0,0,0.0,0,0,1,1,0,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6785743,1200.0,0.4492467,323.4413,0.0,52,0,16.918468,5,0,0,0,0,0.0,0,0,1,1,0,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7546649,1200.0,0.4492467,495.99954,0.0,60,0,16.999985,6,0,0,0,0,0.0,0,0,1,1,0,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8302690,1200.0,0.4492467,369.60822,0.0,68,0,16.981998,7,0,0,0,0,0.0,0,0,1,1,0,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9057642,1200.0,0.4492467,369.60822,0.0,83,0,16.981998,8,0,0,0,0,0.0,0,0,1,1,0,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9816553,1200.0,0.4492467,594.952,0.0,90,0,16.913353,8,0,0,0,0,0.0,0,0,1,1,0,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11327596,1200.0,0.43852887,515.0954,0.0,113,0,16.904675,10,0,0,0,0,0.0,0,0,1,1,0,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12086776,1200.0,0.43852887,515.0954,0.0,121,0,16.904675,11,0,0,0,0,0.0,0,0,1,1,0,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12845577,1200.0,0.43852887,367.11777,0.0,129,0,16.867573,11,0,0,0,0,0.0,0,0,1,1,0,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13606681,1200.0,0.43852887,630.9518,0.0,144,0,16.865063,12,0,0,0,0,0.0,0,0,1,1,0,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14364821,1200.0,0.43852887,330.9739,0.0,152,0,16.845978,13,0,0,0,0,0.0,0,0,1,1,0,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15105643,1200.0,0.43852887,330.9739,0.0,161,0,16.845978,14,0,0,0,0,0.0,0,0,1,1,0,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15872725,1200.0,0.43852887,361.95938,0.0,174,0,16.951265,14,0,0,0,0,0.0,0,0,1,1,0,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16622760,1200.0,0.43852887,493.46362,0.0,181,0,16.913067,15,0,0,0,0,0.0,0,0,1,1,0,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17370759,1200.0,0.43852887,405.21213,0.0,190,0,16.883839,16,0,0,0,0,0.0,0,0,1,1,0,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18133581,1200.0,0.43852887,405.21213,0.0,205,0,16.883839,17,0,0,0,2,0.0,0,0,1,1,0,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18892749,1200.0,0.43852887,592.9316,0.0,213,0,16.855915,17,0,0,0,2,0.0,0,0,1,1,0,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
