Time (ms),humidity (%),temperature (C*)
444487,52.00,22.10,
444572,52.00,22.10,
444656,52.00,22.10,
444740,52.00,22.10,
444824,52.00,22.10,
444909,52.00,22.10,
444993,52.00,22.10,
445077,52.00,22.10,
445161,52.00,22.10,
445246,52.00,22.10,
445330,52.00,22.10,
445414,52.00,22.10,
445498,52.00,22.10,
445583,52.00,22.10,
445667,52.00,22.10,
445751,52.00,22.10,
445836,52.00,22.10,
445920,52.00,22.10,
446004,52.00,22.10,
446088,52.00,22.10,
446173,52.00,22.10,
446257,51.00,22.00,
446341,51.00,22.00,
446425,51.00,22.00,
446509,51.00,22.00,
446594,51.00,22.00,
446678,51.00,22.00,
446761,51.00,22.00,
446845,51.00,22.00,
446930,51.00,22.00,
447014,51.00,22.00,
447098,51.00,22.00,
447182,51.00,22.00,
447267,51.00,22.00,
447351,51.00,22.00,
447435,51.00,22.00,
447519,51.00,22.00,
447604,51.00,22.00,
447688,51.00,22.00,
447772,51.00,22.00,
447857,51.00,22.00,
447941,51.00,22.00,
448025,51.00,22.00,
448109,51.00,22.00,
448194,51.00,22.00,
448278,51.00,22.00,
448362,51.00,22.00,
448446,51.00,22.00,
448530,51.00,22.00,
448615,51.00,22.00,
448699,51.00,22.00,
448783,51.00,22.00,
448867,51.00,22.00,
448952,51.00,22.00,
449036,51.00,22.00,
449120,51.00,22.00,
449204,51.00,22.00,
449289,51.00,22.00,
449373,51.00,22.00,
449457,51.00,22.00,
449541,51.00,22.00,
449626,51.00,22.00,
449710,51.00,22.00,
449794,51.00,22.00,
449879,51.00,22.00,
449963,51.00,22.00,
450046,51.00,22.00,
450130,51.00,22.00,
450215,51.00,22.00,
450299,51.00,22.00,
450383,51.00,22.00,
450469,51.00,22.00,
450551,51.00,22.00,
450635,51.00,22.00,
450720,51.00,22.00,
450804,51.00,22.00,
450888,51.00,22.00,
450973,51.00,22.00,
451057,51.00,22.00,
451141,51.00,22.00,
451225,51.00,22.00,
451310,51.00,22.00,
451394,51.00,22.00,
451478,51.00,22.00,
451562,51.00,22.00,
451647,51.00,22.00,
451731,51.00,22.00,
451815,51.00,22.00,
451899,51.00,22.00,
451984,51.00,22.00,
452068,51.00,22.00,
452152,51.00,22.00,
452237,51.00,22.00,
452321,51.00,22.00,
452405,51.00,22.00,
452499,51.00,22.00,
452573,51.00,22.00,
452657,51.00,22.00,
452742,51.00,22.00,
452826,51.00,22.00,
452910,51.00,22.00,
452995,51.00,22.00,
453079,51.00,22.00,
453163,51.00,22.00,
453246,51.00,22.00,
453331,51.00,22.00,
453415,51.00,22.00,
453499,51.00,22.00,
453583,51.00,22.00,
453668,51.00,22.00,
453752,51.00,22.00,
453836,51.00,22.00,
453920,51.00,22.00,
454005,51.00,22.00,
454089,51.00,22.00,
454173,51.00,22.00,
454258,51.00,22.00,
454342,51.00,22.00,
454426,51.00,22.00,
454510,51.00,22.00,
454594,51.00,22.00,
454678,51.00,22.00,
454763,51.00,22.00,
454847,51.00,22.00,
454931,51.00,22.00,
455016,51.00,22.00,
455100,51.00,22.00,
455184,51.00,22.00,
455268,51.00,22.00,
455353,51.00,22.00,
455437,51.00,22.00,
455521,51.00,22.00,
455605,51.00,22.00,
455690,51.00,22.00,
455774,51.00,22.00,
455858,51.00,22.00,
455942,51.00,22.00,
456027,51.00,22.00,
456111,51.00,22.00,
456195,51.00,22.00,
456279,51.00,22.00,
456364,51.00,22.00,
456448,51.00,22.00,
456531,51.00,22.00,
456615,51.00,22.00,
456699,51.00,22.00,
456784,51.00,22.00,
456868,51.00,22.00,
456952,51.00,22.00,
457036,51.00,22.00,
457121,51.00,22.00,
457205,51.00,22.00,
457289,51.00,22.00,
457374,51.00,22.00,
457458,51.00,22.00,
457542,51.00,22.00,
457626,51.00,22.00,
457711,51.00,22.00,
457795,51.00,22.00,
457879,51.00,22.00,
457963,51.00,22.00,
458048,51.00,22.00,
458132,51.00,22.00,
458216,51.00,22.00,
458300,51.00,22.00,
458385,51.00,22.10,
458469,51.00,22.10,
458553,51.00,22.10,
458637,51.00,22.10,
458721,51.00,22.10,
458806,51.00,22.10,
458890,51.00,22.10,
458974,51.00,22.10,
459058,51.00,22.10,
459143,51.00,22.10,
459227,51.00,22.10,
459311,51.00,22.10,
459396,51.00,22.10,
459480,51.00,22.10,
459564,51.00,22.10,
459648,51.00,22.10,
459732,51.00,22.10,
459816,51.00,22.10,
459900,51.00,22.10,
459984,51.00,22.10,
460069,51.00,22.10,
460153,51.00,22.10,
460237,51.00,22.10,
460321,51.00,22.10,
460406,50.00,22.10,
460490,50.00,22.10,
460574,50.00,22.10,
460658,50.00,22.10,
460742,50.00,22.10,
460827,50.00,22.10,
460911,50.00,22.10,
460995,50.00,22.10,
461079,50.00,22.10,
461164,50.00,22.10,
461248,50.00,22.10,
461332,50.00,22.10,
461417,50.00,22.10,
461501,50.00,22.10,
461585,50.00,22.10,
461669,50.00,22.10,
461754,50.00,22.10,
461838,50.00,22.10,
461922,50.00,22.10,
462006,50.00,22.10,
462100,50.00,22.10,
462175,50.00,22.10,
462259,50.00,22.10,
462343,50.00,22.10,
462428,49.00,22.40,
462512,49.00,22.40,
462596,49.00,22.40,
462680,49.00,22.40,
462764,49.00,22.40,
462849,49.00,22.40,
462932,49.00,22.40,
463016,49.00,22.40,
463100,49.00,22.40,
463185,49.00,22.40,
463269,49.00,22.40,
463353,49.00,22.40,
463438,49.00,22.40,
463522,49.00,22.40,
463606,49.00,22.40,
463690,49.00,22.40,
463775,49.00,22.40,
463859,49.00,22.40,
463943,49.00,22.40,
464027,49.00,22.40,
464112,49.00,22.40,
464196,49.00,22.40,
464280,49.00,22.40,
464364,49.00,22.40,
464449,50.00,22.30,
464533,50.00,22.30,
464617,50.00,22.30,
464701,50.00,22.30,
464785,50.00,22.30,
464870,50.00,22.30,
464954,50.00,22.30,
465038,50.00,22.30,
465123,50.00,22.30,
465207,50.00,22.30,
465291,50.00,22.30,
465375,50.00,22.30,
465460,50.00,22.30,
465544,50.00,22.30,
465628,50.00,22.30,
465712,50.00,22.30,
465797,50.00,22.30,
465881,50.00,22.30,
465965,50.00,22.30,
466049,50.00,22.30,
466134,50.00,22.30,
466217,50.00,22.30,
466301,50.00,22.30,
466386,50.00,22.30,
466470,49.00,22.50,
466554,49.00,22.50,
466638,49.00,22.50,
466722,49.00,22.50,
466807,49.00,22.50,
466891,49.00,22.50,
466975,49.00,22.50,
467059,49.00,22.50,
467144,49.00,22.50,
467228,49.00,22.50,
467312,49.00,22.50,
467396,49.00,22.50,
467481,49.00,22.50,
467565,49.00,22.50,
467649,49.00,22.50,
467733,49.00,22.50,
467818,49.00,22.50,
467902,49.00,22.50,
467986,49.00,22.50,
468070,49.00,22.50,
468155,49.00,22.50,
468239,49.00,22.50,
468323,49.00,22.50,
468408,49.00,22.50,
468492,49.00,22.70,
468576,49.00,22.70,
468660,49.00,22.70,
468744,49.00,22.70,
468829,49.00,22.70,
468913,49.00,22.70,
468997,49.00,22.70,
469081,49.00,22.70,
469166,49.00,22.70,
469250,49.00,22.70,
469334,49.00,22.70,
469417,49.00,22.70,
469502,49.00,22.70,
469586,49.00,22.70,
469670,49.00,22.70,
469755,49.00,22.70,
469839,49.00,22.70,
469923,49.00,22.70,
470007,49.00,22.70,
470092,49.00,22.70,
470176,49.00,22.70,
470260,49.00,22.70,
470344,49.00,22.70,
470429,49.00,22.70,
470513,49.00,22.80,
470598,49.00,22.80,
470682,49.00,22.80,
470766,49.00,22.80,
470851,49.00,22.80,
470935,49.00,22.80,
471019,49.00,22.80,
471103,49.00,22.80,
471188,49.00,22.80,
471272,49.00,22.80,
471359,49.00,22.80,
471441,49.00,22.80,
471525,49.00,22.80,
471609,49.00,22.80,
471703,49.00,22.80,
471778,49.00,22.80,
471862,49.00,22.80,
471946,49.00,22.80,
472030,49.00,22.80,
472115,49.00,22.80,
472199,49.00,22.80,
472283,49.00,22.80,
472367,49.00,22.80,
472452,49.00,22.80,
472536,48.00,23.10,
472621,48.00,23.10,
472705,48.00,23.10,
472788,48.00,23.10,
472873,48.00,23.10,
472957,48.00,23.10,
473041,48.00,23.10,
473125,48.00,23.10,
473210,48.00,23.10,
473294,48.00,23.10,
473378,48.00,23.10,
473462,48.00,23.10,
473547,48.00,23.10,
473631,48.00,23.10,
473715,48.00,23.10,
473800,48.00,23.10,
473884,48.00,23.10,
473968,48.00,23.10,
474052,48.00,23.10,
474137,48.00,23.10,
474221,48.00,23.10,
474305,48.00,23.10,
474389,48.00,23.10,
474474,48.00,23.10,
474558,48.00,23.20,
474643,48.00,23.20,
474727,48.00,23.20,
474811,48.00,23.20,
474896,48.00,23.20,
474980,48.00,23.20,
475064,48.00,23.20,
475148,48.00,23.20,
475233,48.00,23.20,
475317,48.00,23.20,
475401,48.00,23.20,
475485,48.00,23.20,
475570,48.00,23.20,
475654,48.00,23.20,
475738,48.00,23.20,
475822,48.00,23.20,
475907,48.00,23.20,
475991,48.00,23.20,
476075,48.00,23.20,
476160,48.00,23.20,
476243,48.00,23.20,
476327,48.00,23.20,
476411,48.00,23.20,
476496,48.00,23.20,
476580,47.00,23.30,
476664,47.00,23.30,
476748,47.00,23.30,
476832,47.00,23.30,
476917,47.00,23.30,
477001,47.00,23.30,
477085,47.00,23.30,
477170,47.00,23.30,
477254,47.00,23.30,
477338,47.00,23.30,
477422,47.00,23.30,
477507,47.00,23.30,
477591,47.00,23.30,
477675,47.00,23.30,
477759,47.00,23.30,
477844,47.00,23.30,
477928,47.00,23.30,
478012,47.00,23.30,
478096,47.00,23.30,
478181,47.00,23.30,
478265,47.00,23.30,
478349,47.00,23.30,
478434,47.00,23.30,
478518,47.00,23.30,
478602,46.00,23.40,
478687,46.00,23.40,
478771,46.00,23.40,
478856,46.00,23.40,
478940,46.00,23.40,
479024,46.00,23.40,
479108,46.00,23.40,
479193,46.00,23.40,
479277,46.00,23.40,
479361,46.00,23.40,
479444,46.00,23.40,
479529,46.00,23.40,
479613,46.00,23.40,
479697,46.00,23.40,
479781,46.00,23.40,
479866,46.00,23.40,
479950,46.00,23.40,
480034,46.00,23.40,
480119,46.00,23.40,
480203,46.00,23.40,
480287,46.00,23.40,
480371,46.00,23.40,
480456,46.00,23.40,
480540,46.00,23.40,
480624,46.00,23.50,
480709,46.00,23.50,
480793,46.00,23.50,
480878,46.00,23.50,
480962,46.00,23.50,
481046,46.00,23.50,
481130,46.00,23.50,
481224,46.00,23.50,
481299,46.00,23.50,
481383,46.00,23.50,
481467,46.00,23.50,
481552,46.00,23.50,
481636,46.00,23.50,
481720,46.00,23.50,
481805,46.00,23.50,
481889,46.00,23.50,
481973,46.00,23.50,
482057,46.00,23.50,
482142,46.00,23.50,
482226,46.00,23.50,
482310,46.00,23.50,
482394,46.00,23.50,
482479,46.00,23.50,
482563,46.00,23.50,
482647,45.00,23.70,
482731,45.00,23.70,
482816,45.00,23.70,
482899,45.00,23.70,
482983,45.00,23.70,
483067,45.00,23.70,
483152,45.00,23.70,
483236,45.00,23.70,
483320,45.00,23.70,
483404,45.00,23.70,
483489,45.00,23.70,
483573,45.00,23.70,
483657,45.00,23.70,
483741,45.00,23.70,
483826,45.00,23.70,
483910,45.00,23.70,
483994,45.00,23.70,
484079,45.00,23.70,
484163,45.00,23.70,
484247,45.00,23.70,
484331,45.00,23.70,
484416,45.00,23.70,
484500,45.00,23.70,
484584,45.00,23.70,
484668,45.00,23.90,
484752,45.00,23.90,
484837,45.00,23.90,
484921,45.00,23.90,
485005,45.00,23.90,
485090,45.00,23.90,
485174,45.00,23.90,
485258,45.00,23.90,
485342,45.00,23.90,
485427,45.00,23.90,
485511,45.00,23.90,
485595,45.00,23.90,
485679,45.00,23.90,
485764,45.00,23.90,
485848,45.00,23.90,
485932,45.00,23.90,
486016,45.00,23.90,
486100,45.00,23.90,
486184,45.00,23.90,
486268,45.00,23.90,
486353,45.00,23.90,
486437,45.00,23.90,
486521,45.00,23.90,
486605,45.00,23.90,
486690,44.00,23.90,
486774,44.00,23.90,
486858,44.00,23.90,
486942,44.00,23.90,
487026,44.00,23.90,
487111,44.00,23.90,
487195,44.00,23.90,
487279,44.00,23.90,
487363,44.00,23.90,
487448,44.00,23.90,
487532,44.00,23.90,
487616,44.00,23.90,
487700,44.00,23.90,
487785,44.00,23.90,
487869,44.00,23.90,
487953,44.00,23.90,
488037,44.00,23.90,
488122,44.00,23.90,
488206,44.00,23.90,
488290,44.00,23.90,
488375,44.00,23.90,
488459,44.00,23.90,
488543,44.00,23.90,
488627,44.00,23.90,
488712,44.00,24.10,
488795,44.00,24.10,
488880,44.00,24.10,
488964,44.00,24.10,
489048,44.00,24.10,
489133,44.00,24.10,
489217,44.00,24.10,
489300,44.00,24.10,
489384,44.00,24.10,
489469,44.00,24.10,
489553,44.00,24.10,
489637,44.00,24.10,
489721,44.00,24.10,
489806,44.00,24.10,
489890,44.00,24.10,
489974,44.00,24.10,
490058,44.00,24.10,
490143,44.00,24.10,
490227,44.00,24.10,
490311,44.00,24.10,
490395,44.00,24.10,
490480,44.00,24.10,
490564,44.00,24.10,
490648,44.00,24.10,
490733,43.00,24.40,
490826,43.00,24.40,
490901,43.00,24.40,
490985,43.00,24.40,
491069,43.00,24.40,
491154,43.00,24.40,
491238,43.00,24.40,
491322,43.00,24.40,
491406,43.00,24.40,
491491,43.00,24.40,
491575,43.00,24.40,
491659,43.00,24.40,
491743,43.00,24.40,
491828,43.00,24.40,
491912,43.00,24.40,
491996,43.00,24.40,
492083,43.00,24.40,
492165,43.00,24.40,
492249,43.00,24.40,
492333,43.00,24.40,
492418,43.00,24.40,
492502,43.00,24.40,
492585,43.00,24.40,
492669,43.00,24.40,
492754,43.00,24.50,
492837,43.00,24.50,
492922,43.00,24.50,
493006,43.00,24.50,
493090,43.00,24.50,
493174,43.00,24.50,
493259,43.00,24.50,
493343,43.00,24.50,
493427,43.00,24.50,
493512,43.00,24.50,
493596,43.00,24.50,
493680,43.00,24.50,
493764,43.00,24.50,
493849,43.00,24.50,
493933,43.00,24.50,
494017,43.00,24.50,
494101,43.00,24.50,
494186,43.00,24.50,
494270,43.00,24.50,
494354,43.00,24.50,
494438,43.00,24.50,
494523,43.00,24.50,
494607,43.00,24.50,
494691,43.00,24.50,
494776,42.00,24.60,
494859,42.00,24.60,
494944,42.00,24.60,
495028,42.00,24.60,
495112,42.00,24.60,
495196,42.00,24.60,
495281,42.00,24.60,
495365,42.00,24.60,
495449,42.00,24.60,
495533,42.00,24.60,
495618,42.00,24.60,
495702,42.00,24.60,
495785,42.00,24.60,
495870,42.00,24.60,
495954,42.00,24.60,
496038,42.00,24.60,
496122,42.00,24.60,
496207,42.00,24.60,
496291,42.00,24.60,
496375,42.00,24.60,
496459,42.00,24.60,
496544,42.00,24.60,
496628,42.00,24.60,
496712,42.00,24.60,
496796,43.00,24.70,
496880,43.00,24.70,
496965,43.00,24.70,
497049,43.00,24.70,
497133,43.00,24.70,
497217,43.00,24.70,
497302,43.00,24.70,
497386,43.00,24.70,
497470,43.00,24.70,
497555,43.00,24.70,
497639,43.00,24.70,
497723,43.00,24.70,
497807,43.00,24.70,
497892,43.00,24.70,
497976,43.00,24.70,
498060,43.00,24.70,
498144,43.00,24.70,
498229,43.00,24.70,
498313,43.00,24.70,
498397,43.00,24.70,
498481,43.00,24.70,
498566,43.00,24.70,
498650,43.00,24.70,
498734,43.00,24.70,
498819,43.00,24.70,
498902,43.00,24.70,
498987,43.00,24.70,
499070,43.00,24.70,
499154,43.00,24.70,
499239,43.00,24.70,
499323,43.00,24.70,
499407,43.00,24.70,
499491,43.00,24.70,
499576,43.00,24.70,
499660,43.00,24.70,
499744,43.00,24.70,
499828,43.00,24.70,
499913,43.00,24.70,
499997,43.00,24.70,
500081,43.00,24.70,
500165,43.00,24.70,
500250,43.00,24.70,
500334,43.00,24.70,
500428,43.00,24.70,
500503,43.00,24.70,
500587,43.00,24.70,
500671,43.00,24.70,
500755,43.00,24.70,
500840,43.00,24.80,
500923,43.00,24.80,
501008,43.00,24.80,
501092,43.00,24.80,
501176,43.00,24.80,
501261,43.00,24.80,
501345,43.00,24.80,
501429,43.00,24.80,
501513,43.00,24.80,
501598,43.00,24.80,
501682,43.00,24.80,
501766,43.00,24.80,
501850,43.00,24.80,
501935,43.00,24.80,
502019,43.00,24.80,
502103,43.00,24.80,
502187,43.00,24.80,
502272,43.00,24.80,
502355,43.00,24.80,
502439,43.00,24.80,
502524,43.00,24.80,
502608,43.00,24.80,
502692,43.00,24.80,
502776,43.00,24.80,
502861,43.00,25.00,
502944,43.00,25.00,
503029,43.00,25.00,
503113,43.00,25.00,
503197,43.00,25.00,
503281,43.00,25.00,
503366,43.00,25.00,
503450,43.00,25.00,
503534,43.00,25.00,
503619,43.00,25.00,
503703,43.00,25.00,
503787,43.00,25.00,
503871,43.00,25.00,
503956,43.00,25.00,
504040,43.00,25.00,
504124,43.00,25.00,
504208,43.00,25.00,
504293,43.00,25.00,
504377,43.00,25.00,
504461,43.00,25.00,
504545,43.00,25.00,
504630,43.00,25.00,
504714,43.00,25.00,
504798,43.00,25.00,
504883,42.00,25.00,
504966,42.00,25.00,
505051,42.00,25.00,
505135,42.00,25.00,
505219,42.00,25.00,
505303,42.00,25.00,
505388,42.00,25.00,
505472,42.00,25.00,
505555,42.00,25.00,
505639,42.00,25.00,
505724,42.00,25.00,
505808,42.00,25.00,
505892,42.00,25.00,
505977,42.00,25.00,
506061,42.00,25.00,
506145,42.00,25.00,
506229,42.00,25.00,
506314,42.00,25.00,
506398,42.00,25.00,
506482,42.00,25.00,
506566,42.00,25.00,
506651,42.00,25.00,
506735,42.00,25.00,
506819,42.00,25.00,
506903,41.00,25.00,
506987,41.00,25.00,
507071,41.00,25.00,
507156,41.00,25.00,
507240,41.00,25.00,
507324,41.00,25.00,
507409,41.00,25.00,
507493,41.00,25.00,
507577,41.00,25.00,
507661,41.00,25.00,
507746,41.00,25.00,
507830,41.00,25.00,
507914,41.00,25.00,
507998,41.00,25.00,
508083,41.00,25.00,
508167,41.00,25.00,
508251,41.00,25.00,
508335,41.00,25.00,
508420,41.00,25.00,
508504,41.00,25.00,
508588,41.00,25.00,
508673,41.00,25.00,
508756,41.00,25.00,
508840,41.00,25.00,
508924,41.00,25.10,
509008,41.00,25.10,
509092,41.00,25.10,
509177,41.00,25.10,
509261,41.00,25.10,
509345,41.00,25.10,
509430,41.00,25.10,
509514,41.00,25.10,
509598,41.00,25.10,
509682,41.00,25.10,
509767,41.00,25.10,
509851,41.00,25.10,
509935,41.00,25.10,
510029,41.00,25.10,
510104,41.00,25.10,
510188,41.00,25.10,
510272,41.00,25.10,
510356,41.00,25.10,
510441,41.00,25.10,
510525,41.00,25.10,
510609,41.00,25.10,
510694,41.00,25.10,
510778,41.00,25.10,
510862,41.00,25.10,
510946,40.00,25.10,
511031,40.00,25.10,
511115,40.00,25.10,
511200,40.00,25.10,
511284,40.00,25.10,
511368,40.00,25.10,
511452,40.00,25.10,
511537,40.00,25.10,
511621,40.00,25.10,
511705,40.00,25.10,
511789,40.00,25.10,
511874,40.00,25.10,
511958,40.00,25.10,
512041,40.00,25.10,
512126,40.00,25.10,
512210,40.00,25.10,
512294,40.00,25.10,
512378,40.00,25.10,
512463,40.00,25.10,
512547,40.00,25.10,
512631,40.00,25.10,
512715,40.00,25.10,
512800,40.00,25.10,
512884,40.00,25.10,
512970,40.00,25.30,
513051,40.00,25.30,
513136,40.00,25.30,
513220,40.00,25.30,
513304,40.00,25.30,
513388,40.00,25.30,
513473,40.00,25.30,
513557,40.00,25.30,
513641,40.00,25.30,
513725,40.00,25.30,
513810,40.00,25.30,
513894,40.00,25.30,
513978,40.00,25.30,
514062,40.00,25.30,
514147,40.00,25.30,
514231,40.00,25.30,
514315,40.00,25.30,
514399,40.00,25.30,
514484,40.00,25.30,
514568,40.00,25.30,
514652,40.00,25.30,
514737,40.00,25.30,
514821,40.00,25.30,
514905,40.00,25.30,
514989,40.00,25.30,
515073,40.00,25.30,
515156,40.00,25.30,
515241,40.00,25.30,
515325,40.00,25.30,
515409,40.00,25.30,
515493,40.00,25.30,
515578,40.00,25.30,
515662,40.00,25.30,
515746,40.00,25.30,
515831,40.00,25.30,
515915,40.00,25.30,
515999,40.00,25.30,
516083,40.00,25.30,
516168,40.00,25.30,
516252,40.00,25.30,
516336,40.00,25.30,
516420,40.00,25.30,
516505,40.00,25.30,
516589,40.00,25.30,
516673,40.00,25.30,
516757,40.00,25.30,
516842,40.00,25.30,
516926,40.00,25.30,
517010,40.00,25.30,
517095,40.00,25.30,
517179,40.00,25.30,
517264,40.00,25.30,
517348,40.00,25.30,
517432,40.00,25.30,
517516,40.00,25.30,
517601,40.00,25.30,
517685,40.00,25.30,
517769,40.00,25.30,
517853,40.00,25.30,
517938,40.00,25.30,
518022,40.00,25.30,
518106,40.00,25.30,
518191,40.00,25.30,
518275,40.00,25.30,
518359,40.00,25.30,
518443,40.00,25.30,
518528,40.00,25.30,
518611,40.00,25.30,
518695,40.00,25.30,
518779,40.00,25.30,
518864,40.00,25.30,
518948,40.00,25.30,
519032,40.00,25.40,
519117,40.00,25.40,
519201,40.00,25.40,
519286,40.00,25.40,
519370,40.00,25.40,
519454,40.00,25.40,
519548,40.00,25.40,
519623,40.00,25.40,
519707,40.00,25.40,
519791,40.00,25.40,
519875,40.00,25.40,
519960,40.00,25.40,
520044,40.00,25.40,
520128,40.00,25.40,
520212,40.00,25.40,
520297,40.00,25.40,
520381,40.00,25.40,
520465,40.00,25.40,
520550,40.00,25.40,
520634,40.00,25.40,
520718,40.00,25.40,
520802,40.00,25.40,
520887,40.00,25.40,
520971,40.00,25.40,
521055,40.00,25.50,
521140,40.00,25.50,
521224,40.00,25.50,
521309,40.00,25.50,
521393,40.00,25.50,
521477,40.00,25.50,
521561,40.00,25.50,
521646,40.00,25.50,
521730,40.00,25.50,
521814,40.00,25.50,
521897,40.00,25.50,
521982,40.00,25.50,
522066,40.00,25.50,
522150,40.00,25.50,
522234,40.00,25.50,
522319,40.00,25.50,
522403,40.00,25.50,
522487,40.00,25.50,
522572,40.00,25.50,
522656,40.00,25.50,
522740,40.00,25.50,
522824,40.00,25.50,
522909,40.00,25.50,
522993,40.00,25.50,
523077,39.00,25.50,
523162,39.00,25.50,
523246,39.00,25.50,
523331,39.00,25.50,
523415,39.00,25.50,
523499,39.00,25.50,
523583,39.00,25.50,
523668,39.00,25.50,
523752,39.00,25.50,
523836,39.00,25.50,
523920,39.00,25.50,
524005,39.00,25.50,
524089,39.00,25.50,
524173,39.00,25.50,
524258,39.00,25.50,
524342,39.00,25.50,
524426,39.00,25.50,
524510,39.00,25.50,
524595,39.00,25.50,
524679,39.00,25.50,
524763,39.00,25.50,
524847,39.00,25.50,
524932,39.00,25.50,
525016,39.00,25.50,
525100,39.00,25.50,
525184,39.00,25.50,
525267,39.00,25.50,
525352,39.00,25.50,
525436,39.00,25.50,
525520,39.00,25.50,
525604,39.00,25.50,
525689,39.00,25.50,
525773,39.00,25.50,
525857,39.00,25.50,
525942,39.00,25.50,
526026,39.00,25.50,
526110,39.00,25.50,
526194,39.00,25.50,
526279,39.00,25.50,
526363,39.00,25.50,
526447,39.00,25.50,
526531,39.00,25.50,
526616,39.00,25.50,
526700,39.00,25.50,
526784,39.00,25.50,
526868,39.00,25.50,
526953,39.00,25.50,
527037,39.00,25.50,
527121,39.00,25.50,
527205,39.00,25.50,
527289,39.00,25.50,
527374,39.00,25.50,
527458,39.00,25.50,
527542,39.00,25.50,
527627,39.00,25.50,
527711,39.00,25.50,
527795,39.00,25.50,
527879,39.00,25.50,
527964,39.00,25.50,
528048,39.00,25.50,
528132,39.00,25.50,
528216,39.00,25.50,
528301,39.00,25.50,
528385,39.00,25.50,
528468,39.00,25.50,
528552,39.00,25.50,
528637,39.00,25.50,
528721,39.00,25.50,
528805,39.00,25.50,
528890,39.00,25.50,
528974,39.00,25.50,
529058,39.00,25.50,
529153,38.00,25.70,
529227,38.00,25.70,
529311,38.00,25.70,
529395,38.00,25.70,
529480,38.00,25.70,
529564,38.00,25.70,
529648,38.00,25.70,
529732,38.00,25.70,
529817,38.00,25.70,
529901,38.00,25.70,
529985,38.00,25.70,
530069,38.00,25.70,
530154,38.00,25.70,
530238,38.00,25.70,
530322,38.00,25.70,
530406,38.00,25.70,
530491,38.00,25.70,
530575,38.00,25.70,
530659,38.00,25.70,
530744,38.00,25.70,
530828,38.00,25.70,
530912,38.00,25.70,
530996,38.00,25.70,
531081,38.00,25.70,
531165,38.00,25.70,
531249,38.00,25.70,
531333,38.00,25.70,
531417,38.00,25.70,
531502,38.00,25.70,
531586,38.00,25.70,
531670,38.00,25.70,
531753,38.00,25.70,
531838,38.00,25.70,
531922,38.00,25.70,
532006,38.00,25.70,
532090,38.00,25.70,
532175,38.00,25.70,
532259,38.00,25.70,
532343,38.00,25.70,
532428,38.00,25.70,
532512,38.00,25.70,
532596,38.00,25.70,
532680,38.00,25.70,
532765,38.00,25.70,
532849,38.00,25.70,
532933,38.00,25.70,
533017,38.00,25.70,
533102,38.00,25.70,
533186,38.00,25.70,
533271,38.00,25.70,
533355,38.00,25.70,
533439,38.00,25.70,
533524,38.00,25.70,
533608,38.00,25.70,
533692,38.00,25.70,
533776,38.00,25.70,
533861,38.00,25.70,
533945,38.00,25.70,
534029,38.00,25.70,
534114,38.00,25.70,
534198,38.00,25.70,
534282,38.00,25.70,
534366,38.00,25.70,
534451,38.00,25.70,
534535,38.00,25.70,
534619,38.00,25.70,
534703,38.00,25.70,
534788,38.00,25.70,
534872,38.00,25.70,
534956,38.00,25.70,
535040,38.00,25.70,
535124,38.00,25.70,
535208,38.00,25.80,
535293,38.00,25.80,
535377,38.00,25.80,
535461,38.00,25.80,
535546,38.00,25.80,
535630,38.00,25.80,
535714,38.00,25.80,
535798,38.00,25.80,
535883,38.00,25.80,
535967,38.00,25.80,
536051,38.00,25.80,
536136,38.00,25.80,
536220,38.00,25.80,
536304,38.00,25.80,
536388,38.00,25.80,
536473,38.00,25.80,
536557,38.00,25.80,
536641,38.00,25.80,
536725,38.00,25.80,
536810,38.00,25.80,
536894,38.00,25.80,
536978,38.00,25.80,
537062,38.00,25.80,
537147,38.00,25.80,
537231,39.00,26.00,
537316,39.00,26.00,
537400,39.00,26.00,
537484,39.00,26.00,
537569,39.00,26.00,
537653,39.00,26.00,
537737,39.00,26.00,
537821,39.00,26.00,
537906,39.00,26.00,
537990,39.00,26.00,
538074,39.00,26.00,
538158,39.00,26.00,
538243,39.00,26.00,
538327,39.00,26.00,
538411,39.00,26.00,
538496,39.00,26.00,
538579,39.00,26.00,
538663,39.00,26.00,
538758,39.00,26.00,
538832,39.00,26.00,
538916,39.00,26.00,
539000,39.00,26.00,
539084,39.00,26.00,
539169,39.00,26.00,
539253,38.00,26.00,
539338,38.00,26.00,
539422,38.00,26.00,
539506,38.00,26.00,
539590,38.00,26.00,
539675,38.00,26.00,
539759,38.00,26.00,
539843,38.00,26.00,
539928,38.00,26.00,
540012,38.00,26.00,
540096,38.00,26.00,
540180,38.00,26.00,
540265,38.00,26.00,
540349,38.00,26.00,
540433,38.00,26.00,
540517,38.00,26.00,
540602,38.00,26.00,
540686,38.00,26.00,
540770,38.00,26.00,
540854,38.00,26.00,
540939,38.00,26.00,
541023,38.00,26.00,
541107,38.00,26.00,
541192,38.00,26.00,
541276,38.00,26.00,
541359,38.00,26.00,
541444,38.00,26.00,
541528,38.00,26.00,
541612,38.00,26.00,
541697,38.00,26.00,
541780,38.00,26.00,
541864,38.00,26.00,
541948,38.00,26.00,
542033,38.00,26.00,
542117,38.00,26.00,
542201,38.00,26.00,
542285,38.00,26.00,
542370,38.00,26.00,
542454,38.00,26.00,
542538,38.00,26.00,
