timestamp,timestamp_sample,device_id,error_count,pressure,temperature
1154626,1154618,3997730,0,1014.76996,20.42
1174734,1174725,3997730,0,1014.82996,20.43
1184768,1184759,3997730,0,1014.79,20.43
1194804,1194795,3997730,0,1014.75995,20.43
1214867,1214858,3997730,0,1014.76996,20.439999
1224902,1224894,3997730,0,1014.8,20.439999
1234940,1234932,3997730,0,1014.77997,20.439999
1255032,1255024,3997730,0,1014.79,20.439999
1265062,1265054,3997730,0,1014.8,20.439999
1275232,1275224,3997730,0,1014.79,20.439999
1295296,1295288,3997730,0,1014.82,20.439999
1305405,1305397,3997730,0,1014.77997,20.439999
1315443,1315434,3997730,0,1014.82,20.439999
1335503,1335495,3997730,0,1014.79,20.449999
1345537,1345528,3997730,0,1014.76996,20.449999
1355570,1355562,3997730,0,1014.82,20.449999
1375631,1375621,3997730,0,1014.82996,20.449999
1385705,1385697,3997730,0,1014.77997,20.449999
1395872,1395730,3997730,0,1014.82,20.449999
1415943,1415935,3997730,0,1014.76996,20.449999
1425981,1425973,3997730,0,1014.79,20.449999
1436016,1436007,3997730,0,1014.75995,20.449999
1456086,1456077,3997730,0,1014.81,20.46
1466123,1466114,3997730,0,1014.81,20.46
1476164,1476154,3997730,0,1014.79,20.46
1496285,1496275,3997730,0,1014.82996,20.46
1506318,1506310,3997730,0,1014.81,20.46
1516351,1516343,3997730,0,1014.82,20.46
1536530,1536520,3997730,0,1014.87,20.47
1546567,1546557,3997730,0,1014.85,20.47
1556709,1556701,3997730,0,1014.82,20.47
1576780,1576770,3997730,0,1014.81,20.47
1586818,1586809,3997730,0,1014.83997,20.47
1596852,1596844,3997730,0,1014.83997,20.47
1616919,1616910,3997730,0,1014.81,20.47
1626965,1626954,3997730,0,1014.81,20.47
1637000,1636992,3997730,0,1014.8,20.47
1657181,1657172,3997730,0,1014.8,20.47
1667217,1667208,3997730,0,1014.82,20.47
1677250,1677242,3997730,0,1014.82,20.47
1697309,1697301,3997730,0,1014.79,20.47
1707343,1707334,3997730,0,1014.85,20.47
1717378,1717369,3997730,0,1014.82996,20.47
1737442,1737433,3997730,0,1014.8,20.47
1747475,1747466,3997730,0,1014.82996,20.47
1757512,1757502,3997730,0,1014.82,20.47
1777574,1777566,3997730,0,1014.83997,20.47
1787732,1787724,3997730,0,1014.8,20.47
1797766,1797756,3997730,0,1014.79,20.47
1817868,1817860,3997730,0,1014.82,20.48
1827903,1827895,3997730,0,1014.81,20.48
1837937,1837928,3997730,0,1014.82,20.48
1857994,1857986,3997730,0,1014.81,20.48
1868029,1868020,3997730,0,1014.82996,20.48
1878061,1878053,3997730,0,1014.76996,20.48
1898133,1898124,3997730,0,1014.81,20.48
1908165,1908157,3997730,0,1014.81,20.48
1918315,1918306,3997730,0,1014.82996,20.48
1938378,1938368,3997730,0,1014.82,20.48
1948418,1948409,3997730,0,1014.8,20.48
1958458,1958449,3997730,0,1014.82996,20.48
1978530,1978521,3997730,0,1014.81,20.48
1988581,1988572,3997730,0,1014.83997,20.48
1998613,1998604,3997730,0,1014.81,20.48
2018705,2018696,3997730,0,1014.8,20.49
2028750,2028742,3997730,0,1014.75995,20.49
2038783,2038775,3997730,0,1014.83997,20.49
2058985,2058977,3997730,0,1014.82,20.48
2069019,2069011,3997730,0,1014.85,20.48
2079105,2079096,3997730,0,1014.77997,20.48
2099164,2099156,3997730,0,1014.8,20.49
2109214,2109205,3997730,0,1014.82996,20.49
