timestamp,accel_device_id,gyro_device_id,accel_clipping[0],accel_clipping[1],accel_clipping[2],accel_error_count,gyro_error_count,accel_rate_hz,gyro_rate_hz,accel_raw_rate_hz,gyro_raw_rate_hz,accel_vibration_metric,gyro_vibration_metric,gyro_coning_vibration,mean_accel[0],mean_accel[1],mean_accel[2],mean_gyro[0],mean_gyro[1],mean_gyro[2],temperature_accel,temperature_gyro
1102374,3670026,3670026,0,0,0,0,0,803.9152,803.9152,4019.577,8039.154,0.0008507699,2.8268763e-05,3.0883747e-09,0.33480176,-0.008090257,-9.629615,0.0050337575,-0.009666838,0.0039511044,22.757412,22.757412
1207014,3670026,3670026,0,0,0,0,0,803.9152,803.9152,4019.577,8039.154,0.0009596278,4.155453e-05,4.9893516e-09,0.6336829,0.14782964,-9.641326,-0.010934429,0.0057097506,-0.003614176,22.796242,22.796242
1311342,3670026,3670026,0,0,0,0,0,803.9152,803.9152,4019.577,8039.154,0.0009640474,4.594429e-05,5.1083835e-09,0.40402028,0.022179253,-9.667326,0.005454156,-0.011490469,-0.0023383945,22.81564,22.81564
1415844,3670026,3670026,0,0,0,0,0,803.9152,803.9152,4019.577,8039.154,0.0010465438,4.905928e-05,5.8454828e-09,0.43925428,0.009779499,-9.65623,-0.009193864,0.0067686755,0.028292395,22.843039,22.843039
1520356,3670026,3670026,0,0,0,0,0,803.9152,803.9152,4019.577,8039.154,0.0010263269,4.7877988e-05,5.349743e-09,0.5683649,0.107909605,-9.685519,-0.0026925798,-0.0015828749,0.0068121017,22.865995,22.865995
1624801,3670026,3670026,0,0,0,0,0,803.9152,803.9152,4019.577,8039.154,0.00089308183,4.4891276e-05,4.5391615e-09,0.46705878,0.113010384,-9.675158,-0.0025353273,-0.0023412444,0.0046879137,22.879406,22.879406
1729451,3670026,3670026,0,0,0,0,0,803.9152,803.9152,4019.577,8039.154,0.00076867524,4.147561e-05,3.8622425e-09,0.5273561,0.049523424,-9.678763,-0.0019728916,-0.0034959149,7.810816e-05,22.886284,22.886284
1833779,3670026,3670026,0,0,0,0,0,803.9152,803.9152,4019.577,8039.154,0.0007045093,3.881563e-05,3.3010743e-09,0.4856777,0.061400596,-9.681616,-0.0021130266,-0.0028884606,0.004562363,22.896547,22.896547
1938255,3670026,3670026,0,0,0,0,0,803.9152,803.9152,4019.577,8039.154,0.0006471429,3.723613e-05,2.8825593e-09,0.49203786,0.07263027,-9.680052,-0.0019779648,-0.0027952464,0.0018097963,22.91304,22.91304
2042781,3670026,3670026,0,0,0,0,0,803.9152,803.9152,4019.577,8039.154,0.00060407136,3.588413e-05,2.5060112e-09,0.5074202,0.065870844,-9.694031,-0.0020033282,-0.0027318383,0.0038008252,22.918049,22.918049
2147243,3670026,3670026,0,0,0,0,0,803.9152,803.9152,4019.577,8039.154,0.0005101213,3.468026e-05,2.2375177e-09,0.49285376,0.07356179,-9.687994,-0.002462407,-0.0028694328,0.004362627,22.920439,22.920439
2251902,3670026,3670026,0,0,0,0,0,803.9152,803.9152,4019.577,8039.154,0.0004396217,3.3263554e-05,2.0000703e-09,0.49484065,0.061474405,-9.685781,-0.0022195517,-0.0026773056,0.0045110025,22.928602,22.928602
2356193,3670026,3670026,0,0,0,0,0,803.9152,803.9152,4019.577,8039.154,0.00040832278,3.2042768e-05,1.7866296e-09,0.49803776,0.06463261,-9.692609,-0.0019082148,-0.002365335,0.004631478,22.938164,22.938164
2460782,3670026,3670026,0,0,0,0,0,803.9152,803.9152,4019.577,8039.154,0.0003559389,3.0850097e-05,1.5732519e-09,0.4907995,0.0782195,-9.692533,-0.0022778884,-0.0028079292,0.004878138,22.947313,22.947313
2565202,3670026,3670026,0,0,0,0,0,803.9152,803.9152,4019.577,8039.154,0.00034284368,3.0076379e-05,1.4009524e-09,0.49568486,0.07324373,-9.691384,-0.0021548755,-0.0029696207,0.00473547,22.951216,22.951216
2669680,3670026,3670026,0,0,0,0,0,803.9152,803.9152,4019.577,8039.154,0.0003003764,2.958443e-05,1.2344444e-09,0.4955724,0.06960842,-9.691977,-0.001969088,-0.002428744,0.004502127,22.952852,22.952852
2774349,3670026,3670026,0,0,0,0,0,803.9152,803.9152,4019.577,8039.154,0.00026826235,2.8994627e-05,1.0921196e-09,0.48963448,0.069619805,-9.690914,-0.0020540557,-0.002670331,0.004141329,22.964384,22.964384
2878654,3670026,3670026,0,0,0,0,0,803.9152,803.9152,4019.577,8039.154,0.00026519768,2.8114056e-05,9.650366e-10,0.4914242,0.07869666,-9.690562,-0.0024516266,-0.002715988,0.004318876,22.96957,22.96957
2983205,3670026,3670026,0,0,0,0,0,803.9152,803.9152,4019.577,8039.154,0.00023377872,2.7523478e-05,8.5562263e-10,0.5034016,0.071715735,-9.695203,-0.002052153,-0.0027908096,0.004102017,22.96666,22.96666
3087669,3670026,3670026,0,0,0,0,0,803.9152,803.9152,4019.577,8039.154,0.0002467846,2.6970192e-05,7.8206686e-10,0.49132288,0.07481706,-9.694202,-0.0021161959,-0.002444596,0.004427937,22.976803,22.976803
3192124,3670026,3670026,0,0,0,0,0,803.9152,803.9152,4019.577,8039.154,0.00022201841,2.6131202e-05,7.0258566e-10,0.49513355,0.06733065,-9.693226,-0.0023083235,-0.002826319,0.0041806437,22.979488,22.979488
3296632,3670026,3670026,0,0,0,0,0,803.9152,803.9152,4019.577,8039.154,0.00022973813,2.605035e-05,6.6032035e-10,0.49644482,0.07084671,-9.694703,-0.0022614026,-0.0023272904,0.0043537505,22.98892,22.98892
3401122,3670026,3670026,0,0,0,0,0,803.9152,803.9152,4019.577,8039.154,0.00022002182,2.5850864e-05,6.082902e-10,0.49521795,0.07511246,-9.692658,-0.0021447288,-0.0027115475,0.004333457,22.985247,22.985247
