time, x, y, z
64.12,-1.015147,0.08548877,0.0470724
64.22,-1.015145,0.08550665,0.0470776
64.32,-1.01514,0.08548042,0.0470795
64.42,-1.015147,0.08548585,0.0470700
64.52,-1.015141,0.08548495,0.0470724
64.62,-1.015182,0.08554128,0.0470690
64.72,-1.015125,0.08546039,0.0470724
64.82,-1.015166,0.08551446,0.0470690
64.92,-1.015145,0.08547911,0.047068
65.02,-1.015168,0.08551177,0.0470709
65.12,-1.015152,0.08549723,0.0470657
65.22,-1.015184,0.08549306,0.0470762
65.32,-1.015178,0.08549783,0.0470733
65.42,-1.015175,0.08548012,0.0470838
65.52,-1.015155,0.08547822,0.0470814
65.62,-1.015149,0.08546248,0.0470848
65.72,-1.015176,0.0854961,0.0470886
65.82,-1.015152,0.08547929,0.0470743
65.92,-1.015162,0.08547357,0.0470871
66.02,-1.015135,0.08547172,0.0470757
66.12,-1.015179,0.08550838,0.0470747
66.22,-1.015143,0.08545956,0.0470814
66.32,-1.015181,0.0855169,0.0470805
66.42,-1.01514,0.08548102,0.047070
66.52,-1.015168,0.08548483,0.0470800
66.62,-1.015142,0.08547089,0.0470781
66.72,-1.015168,0.08548233,0.0470638
66.82,-1.015176,0.08547595,0.0470857
66.92,-1.015154,0.08547619,0.0470752
67.02,-1.015179,0.08549705,0.0470805
67.12,-1.015152,0.08547065,0.0470771
67.22,-1.015182,0.08551505,0.0470790
67.32,-1.015131,0.08546963,0.0470781
67.42,-1.015166,0.08549991,0.0470757
67.52,-1.015157,0.08547017,0.0470795
67.62,-1.015176,0.08548787,0.0470733
67.72,-1.015183,0.08548674,0.0470719
67.82,-1.015171,0.08546832,0.0470838
67.92,-1.015155,0.08546838,0.0470848
68.02,-1.015175,0.08546713,0.0470724
68.12,-1.015176,0.08548352,0.0470805
68.22,-1.015152,0.0854564,0.0470728
68.32,-1.015162,0.08547404,0.0470676
68.42,-1.015164,0.08549038,0.047070
68.52,-1.015169,0.08547458,0.0470781
68.62,-1.015171,0.08545974,0.0470709
68.72,-1.015162,0.08546671,0.0470762
68.82,-1.015173,0.08547351,0.0470786
68.92,-1.015156,0.08547536,0.0470676
69.02,-1.015182,0.08547643,0.0470638
69.12,-1.015149,0.08548418,0.0470600
69.22,-1.015167,0.08548054,0.047068
69.32,-1.015176,0.08547387,0.0470652
69.42,-1.015156,0.0854598,0.0470714
69.52,-1.015186,0.08550331,0.0470652
69.62,-1.015167,0.08548346,0.0470647
69.72,-1.015162,0.08547941,0.0470657
69.82,-1.015168,0.08547077,0.0470709
69.92,-1.015178,0.08548811,0.0470719
70.02,-1.015171,0.08548388,0.0470581
70.12,-1.015166,0.08549157,0.0470752
70.22,-1.01517,0.08548358,0.0470738
70.32,-1.01517,0.08546647,0.047070
70.42,-1.015175,0.08549431,0.0470795
70.52,-1.015195,0.08549455,0.0470709
70.62,-1.015189,0.08549157,0.0470752
70.72,-1.015163,0.085453,0.0470662
70.82,-1.015197,0.08547893,0.047070
70.92,-1.015175,0.08546981,0.0470781
71.02,-1.015185,0.08547953,0.0470933
71.12,-1.015166,0.08547512,0.0470738
71.22,-1.015174,0.08548787,0.0470724
71.32,-1.015162,0.08548257,0.0470747
71.42,-1.015171,0.08548573,0.0470786
71.52,-1.015193,0.08550391,0.0470781
71.62,-1.015161,0.08549407,0.0470743
71.72,-1.015192,0.08550313,0.0470681
71.82,-1.01516,0.08547822,0.0470743
71.92,-1.015187,0.08550987,0.0470752
72.02,-1.015166,0.08548245,0.0470776
72.12,-1.015175,0.08550188,0.0470747
72.22,-1.015169,0.08548364,0.0470733
72.32,-1.015167,0.08551082,0.0470676
72.42,-1.015162,0.08548048,0.0470719
72.52,-1.015163,0.08549228,0.0470676
72.62,-1.015163,0.08548936,0.0470633
72.72,-1.015147,0.08546057,0.0470633
72.82,-1.015172,0.08548346,0.0470657
72.92,-1.015151,0.08547446,0.0470671
73.02,-1.015173,0.0855023,0.0470652
73.12,-1.015141,0.08546409,0.047070
73.22,-1.015178,0.08550224,0.0470557
73.32,-1.015169,0.0854778,0.0470666
73.42,-1.015177,0.0854955,0.0470690
73.52,-1.015169,0.085484,0.0470628
73.62,-1.015162,0.08546326,0.0470690
73.72,-1.015181,0.08548912,0.0470709
73.82,-1.015166,0.08547983,0.0470700
73.92,-1.015171,0.08549872,0.0470671
74.02,-1.01516,0.08547428,0.0470600
74.12,-1.015184,0.08550778,0.0470747
74.22,-1.015159,0.08547685,0.047068
74.32,-1.015168,0.08548585,0.0470614
74.42,-1.015157,0.08549407,0.0470600
74.52,-1.015175,0.08549234,0.0470695
74.62,-1.015159,0.08550462,0.0470657
74.72,-1.015147,0.08550039,0.047070
74.82,-1.015157,0.08550349,0.047070
74.92,-1.015141,0.08550385,0.0470628
75.02,-1.015152,0.08550617,0.0470681
75.12,-1.01515,0.0855023,0.0470714
75.22,-1.015147,0.08550075,0.0470709
75.32,-1.015131,0.08548746,0.0470700
75.42,-1.015161,0.08551016,0.0470657
75.52,-1.015158,0.08550653,0.0470676
75.62,-1.015153,0.08548269,0.0470590
75.72,-1.015147,0.08548912,0.0470671
75.82,-1.015161,0.08550319,0.0470652
75.92,-1.015163,0.08550343,0.0470690
76.02,-1.015158,0.08548835,0.0470695
76.12,-1.015146,0.08548471,0.0470776
76.22,-1.015142,0.08550104,0.0470609
76.32,-1.01515,0.08549824,0.0470738
76.42,-1.015153,0.08551565,0.047062
76.52,-1.015162,0.08549729,0.0470652
76.62,-1.015156,0.08549502,0.0470805
76.72,-1.015153,0.0854933,0.047076
76.82,-1.015155,0.08548549,0.0470695
76.92,-1.015158,0.08548751,0.0470781
77.02,-1.015168,0.08550337,0.0470786
77.12,-1.015155,0.0854691,0.0470786
77.22,-1.015158,0.08549109,0.0470805
77.32,-1.015167,0.0854995,0.0470747
77.42,-1.015161,0.08549622,0.0470790
77.52,-1.015154,0.08548889,0.0470743
77.62,-1.015162,0.08549032,0.0470733
77.72,-1.015146,0.08548078,0.0470724
77.82,-1.015182,0.085502,0.0470752
77.92,-1.015154,0.08548573,0.0470743
78.02,-1.015173,0.0854778,0.0470762
78.12,-1.01516,0.08547619,0.0470733
78.22,-1.015155,0.08546725,0.0470662
78.32,-1.01517,0.08548424,0.047068
78.42,-1.015168,0.08548477,0.047070
78.52,-1.015164,0.0854961,0.0470604
78.62,-1.01516,0.08547369,0.0470719
78.72,-1.015174,0.08549395,0.047068
78.82,-1.015144,0.08546343,0.0470690
78.92,-1.015177,0.08549246,0.0470681
79.02,-1.015157,0.0854601,0.0470638
79.12,-1.015178,0.08548012,0.0470752
79.22,-1.015166,0.08545831,0.0470728
79.32,-1.015194,0.08548334,0.0470647
79.42,-1.015163,0.0854564,0.0470676
79.52,-1.015189,0.08546701,0.0470724
79.62,-1.015165,0.08546242,0.0470695
79.72,-1.015173,0.08547071,0.0470628
79.82,-1.015161,0.08546051,0.047068
79.92,-1.015147,0.0854688,0.0470638
80.02,-1.015168,0.0854924,0.0470700
80.12,-1.015149,0.08548078,0.0470695
80.22,-1.015166,0.08549032,0.0470809
80.32,-1.015126,0.08546665,0.0470762
80.42,-1.015159,0.08547732,0.0470666
80.52,-1.015144,0.08545855,0.0470671
80.62,-1.015151,0.08544937,0.0470728
80.72,-1.015172,0.08547738,0.0470647
80.82,-1.015161,0.08545795,0.0470652
80.92,-1.015154,0.085457,0.0470728
81.02,-1.015161,0.08545318,0.0470709
81.12,-1.015179,0.08546117,0.0470700
81.22,-1.015166,0.08546457,0.0470728
81.32,-1.015156,0.08545467,0.047076
81.42,-1.015136,0.08545974,0.0470662
81.52,-1.015179,0.08550343,0.0470633
81.62,-1.015156,0.0854809,0.0470700
81.72,-1.015153,0.08548972,0.047070
81.82,-1.015123,0.08544025,0.0470771
81.92,-1.015141,0.08546874,0.0470719
82.02,-1.015128,0.08546016,0.0470752
82.12,-1.015141,0.08545539,0.0470681
82.22,-1.015152,0.08545718,0.0470647
82.32,-1.015149,0.08545151,0.0470757
82.42,-1.015149,0.08548233,0.0470747
82.52,-1.015144,0.08549193,0.0470681
82.62,-1.015134,0.08546767,0.0470628
82.72,-1.015127,0.08546075,0.0470652
82.82,-1.015142,0.08546498,0.0470633
82.92,-1.015137,0.08551642,0.047064
83.02,-1.015116,0.08545831,0.0470776
83.12,-1.015138,0.08547863,0.0470819
83.22,-1.01514,0.08547738,0.0470581
83.32,-1.01513,0.08548412,0.0470671
83.42,-1.015127,0.08545956,0.047062
83.52,-1.015147,0.08547917,0.0470695
83.62,-1.015141,0.08545646,0.0470647
83.72,-1.015145,0.08546141,0.0470638
83.82,-1.015149,0.08546051,0.047070
83.92,-1.015141,0.08545932,0.0470581
84.02,-1.015146,0.08546492,0.0470633
84.12,-1.015127,0.08545777,0.0470566
84.22,-1.01514,0.08548316,0.047070
84.32,-1.015139,0.08545962,0.0470666
84.42,-1.01514,0.08549592,0.0470681
84.52,-1.015123,0.085484,0.047062
84.62,-1.015141,0.08547959,0.0470671
84.72,-1.015129,0.08546278,0.0470695
84.82,-1.015131,0.08546278,0.0470690
84.92,-1.015127,0.08545074,0.0470600
85.02,-1.015137,0.08544746,0.0470581
85.12,-1.015145,0.0854744,0.0470657
85.22,-1.015132,0.08545068,0.0470681
85.32,-1.015157,0.08547881,0.047068
85.42,-1.015139,0.08545443,0.0470762
85.52,-1.015147,0.08546641,0.0470614
85.62,-1.015124,0.08544275,0.0470709
85.72,-1.015152,0.08548507,0.0470771
85.82,-1.015129,0.08542934,0.0470724
85.92,-1.015154,0.08548054,0.0470619
86.02,-1.015126,0.08545658,0.0470714
86.12,-1.015148,0.08546469,0.0470666
86.22,-1.015131,0.08545694,0.0470714
86.32,-1.015151,0.0854747,0.0470681
86.42,-1.015124,0.08546469,0.0470700
86.52,-1.015121,0.08544424,0.0470676
86.62,-1.015134,0.08547929,0.0470657
86.72,-1.015127,0.08547398,0.0470757
86.82,-1.015119,0.0854772,0.0470724
86.92,-1.015115,0.08547565,0.047070
87.02,-1.015128,0.08547685,0.0470676
87.12,-1.015108,0.08547166,0.047070
87.22,-1.015121,0.08548668,0.0470695
87.32,-1.015119,0.08548537,0.0470805
87.42,-1.015109,0.0854564,0.0470781
87.52,-1.015125,0.08546343,0.0470728
87.62,-1.01514,0.08547112,0.0470628
87.72,-1.015132,0.08548281,0.0470733
87.82,-1.015126,0.08545604,0.0470666
87.92,-1.015136,0.08546284,0.0470728
88.02,-1.015148,0.08547887,0.0470695
88.12,-1.015158,0.08547673,0.0470719
88.22,-1.015129,0.08547589,0.047070
88.32,-1.015148,0.0854784,0.0470857
88.42,-1.01514,0.08548549,0.047082
88.52,-1.015126,0.08546379,0.0470695
88.62,-1.01514,0.08548602,0.0470671
88.72,-1.015137,0.08547118,0.0470662
88.82,-1.015139,0.08547536,0.0470700
88.92,-1.015125,0.08546719,0.047070
89.02,-1.015153,0.08549854,0.0470781
89.12,-1.015147,0.08546689,0.0470657
89.22,-1.015133,0.08547029,0.0470700
89.32,-1.015145,0.08545163,0.0470695
89.42,-1.015141,0.08547589,0.0470700
89.52,-1.015136,0.08546475,0.0470700
89.62,-1.015147,0.08546385,0.0470809
89.72,-1.015141,0.08548257,0.0470762
89.82,-1.015144,0.08547965,0.0470781
89.92,-1.015143,0.08547434,0.047064
90.02,-1.015149,0.08547577,0.0470757
90.12,-1.015143,0.08546367,0.0470662
90.22,-1.015164,0.08548048,0.0470762
90.32,-1.015152,0.08551231,0.0470690
90.42,-1.015134,0.08545235,0.0470728
90.52,-1.01515,0.08548436,0.0470533
90.62,-1.015158,0.08547905,0.0470600
90.72,-1.015164,0.08548144,0.0470881
90.82,-1.015156,0.08546361,0.0470871
90.92,-1.015163,0.08547702,0.0470728
91.02,-1.015162,0.08548835,0.0470790
91.12,-1.015162,0.08547112,0.0470743
91.22,-1.015157,0.08546928,0.0470738
91.32,-1.015145,0.08545145,0.0470728
91.42,-1.015155,0.08548054,0.0470848
91.52,-1.015139,0.08545688,0.0470838
91.62,-1.01516,0.08548132,0.0470762
91.72,-1.015153,0.0854874,0.0470743
91.82,-1.015141,0.08548382,0.0470681
91.92,-1.015147,0.08548459,0.0470647
92.02,-1.015155,0.08548918,0.0470747
92.12,-1.015167,0.08548847,0.0470633
92.22,-1.015138,0.08550879,0.0470676
92.32,-1.015142,0.0854781,0.0470743
92.42,-1.015139,0.08547649,0.0470695
92.52,-1.015136,0.08546409,0.0470724
92.62,-1.015134,0.08548531,0.0470814
92.72,-1.015129,0.0854837,0.0470652
92.82,-1.015122,0.08547261,0.0470600
92.92,-1.01513,0.08546701,0.0470695
93.02,-1.015152,0.08550665,0.0470786
93.12,-1.015146,0.08549079,0.0470776
93.22,-1.015141,0.08547828,0.0470728
93.32,-1.01514,0.08549127,0.0470762
93.42,-1.015144,0.08547279,0.0470838
93.52,-1.015133,0.08545718,0.0470614
93.62,-1.01515,0.08549073,0.0470743
93.72,-1.015136,0.08547452,0.0470709
93.82,-1.015162,0.08550325,0.0470628
93.92,-1.015156,0.08549342,0.0470762
94.02,-1.015168,0.08550575,0.0470590
94.12,-1.015158,0.08548537,0.0470786
94.22,-1.015154,0.08549234,0.0470776
94.32,-1.01513,0.08547917,0.0470824
94.42,-1.015148,0.0854806,0.0470657
94.52,-1.015148,0.08549055,0.0470657
94.62,-1.01515,0.08547518,0.0470724
94.72,-1.015151,0.08546904,0.0470795
94.82,-1.015159,0.08547857,0.0470633
94.92,-1.01515,0.08546868,0.0470724
95.02,-1.015153,0.08547291,0.0470719
95.12,-1.015174,0.0854924,0.0470728
95.22,-1.015149,0.08546665,0.0470724
95.32,-1.015162,0.0854651,0.0470743
95.42,-1.015143,0.08547303,0.047068
95.52,-1.01518,0.08552167,0.0470747
95.62,-1.015145,0.08545944,0.0470762
95.72,-1.01518,0.08551422,0.0470671
95.82,-1.01513,0.085466,0.0470743
95.92,-1.015163,0.08553448,0.0470724
96.02,-1.015139,0.08547106,0.0470671
96.12,-1.015171,0.08551219,0.0470709
96.22,-1.015127,0.08546701,0.0470752
96.32,-1.01517,0.08551696,0.0470743
96.42,-1.015138,0.08546624,0.0470628
96.52,-1.015144,0.08547732,0.0470676
96.62,-1.015137,0.08548871,0.0470700
96.72,-1.015162,0.0854837,0.047068
96.82,-1.015149,0.08550563,0.0470681
96.92,-1.015136,0.08548924,0.047076
97.02,-1.01516,0.08551428,0.0470681
97.12,-1.015142,0.08548728,0.0470662
97.22,-1.01514,0.08550104,0.0470700
97.32,-1.015147,0.08548489,0.0470681
97.42,-1.015161,0.08550122,0.0470690
97.52,-1.015141,0.08548793,0.0470590
97.62,-1.015163,0.08551094,0.0470666
97.72,-1.015141,0.08548179,0.047062
97.82,-1.015162,0.08550778,0.0470724
97.92,-1.015155,0.08548954,0.0470681
98.02,-1.015166,0.08551624,0.0470728
98.12,-1.015155,0.08548167,0.0470700
98.22,-1.015167,0.0854964,0.047076
98.32,-1.015162,0.08548602,0.0470681
98.42,-1.015161,0.08549163,0.0470690
98.52,-1.015149,0.08548626,0.047062
98.62,-1.015162,0.08550474,0.0470681
98.72,-1.015142,0.08547726,0.0470666
98.82,-1.015158,0.08550945,0.0470709
98.92,-1.015149,0.08547702,0.0470662
99.02,-1.015143,0.0855076,0.0470752
99.12,-1.015143,0.08549812,0.047064
99.22,-1.015126,0.08546439,0.0470695
99.32,-1.015155,0.0855197,0.0470771
99.42,-1.01514,0.08548734,0.0470676
99.52,-1.015158,0.08551809,0.047076
99.62,-1.015138,0.08549628,0.0470576
99.72,-1.015145,0.08550259,0.0470700
99.82,-1.015129,0.08550337,0.0470738
99.92,-1.015146,0.08548519,0.0470814
100.02,-1.015149,0.08549014,0.0470676
100.12,-1.015149,0.08549479,0.0470557
100.22,-1.015151,0.08549944,0.0470786
100.32,-1.015143,0.08548966,0.0470595
100.42,-1.015155,0.08549401,0.0470771
100.52,-1.015151,0.08548388,0.0470566
100.62,-1.015155,0.08548865,0.0470714
100.72,-1.015137,0.08547369,0.0470790
100.82,-1.015179,0.08547232,0.0470662
100.92,-1.015158,0.08546993,0.0470557
101.02,-1.015149,0.08547375,0.0470738
101.12,-1.015159,0.08547249,0.0470595
101.22,-1.015163,0.08548811,0.0470647
101.32,-1.015145,0.08546761,0.047064
101.42,-1.015174,0.08549127,0.0470609
101.52,-1.015168,0.08547023,0.0470638
101.62,-1.015165,0.08548096,0.0470709
101.72,-1.015159,0.08546194,0.047070
101.82,-1.015162,0.08547696,0.0470709
101.92,-1.015158,0.08547053,0.0470676
102.02,-1.015168,0.08548775,0.0470671
102.12,-1.015164,0.0854713,0.0470609
102.22,-1.015173,0.0854688,0.0470728
102.32,-1.015157,0.08547947,0.0470657
102.42,-1.015155,0.08547071,0.0470647
102.52,-1.015146,0.08547154,0.0470700
102.62,-1.015155,0.08549163,0.0470776
102.72,-1.015155,0.08548173,0.0470662
102.82,-1.015146,0.08546773,0.0470619
102.92,-1.015166,0.08547893,0.0470733
103.02,-1.015139,0.08545277,0.0470676
103.12,-1.015174,0.08548245,0.047068
103.22,-1.015152,0.08545634,0.0470647
103.32,-1.015172,0.08546582,0.0470666
103.42,-1.015162,0.08545855,0.0470676
103.52,-1.015167,0.08546516,0.0470709
103.62,-1.015176,0.08545581,0.0470595
103.72,-1.015158,0.08547017,0.0470666
103.82,-1.01516,0.08545122,0.0470690
103.92,-1.01515,0.08546039,0.0470609
104.02,-1.015177,0.08547464,0.0470700
104.12,-1.015166,0.08546951,0.0470652
104.22,-1.015155,0.08547136,0.0470714
104.32,-1.015159,0.08546618,0.047062
104.42,-1.015164,0.08547798,0.0470719
104.52,-1.015145,0.08545223,0.047062
104.62,-1.015148,0.08545879,0.047064
104.72,-1.015153,0.08548114,0.0470590
104.82,-1.015177,0.08547363,0.047076
104.92,-1.015149,0.08543751,0.0470557
105.02,-1.015161,0.08545938,0.0470647
105.12,-1.015157,0.08545253,0.0470700
105.22,-1.01515,0.08544353,0.0470614
105.32,-1.015158,0.08545241,0.0470695
105.42,-1.015176,0.08547136,0.0470638
105.52,-1.015153,0.08545575,0.0470752
105.62,-1.015155,0.08545128,0.0470647
105.72,-1.015178,0.0854871,0.047076
105.82,-1.015147,0.0854474,0.0470724
105.92,-1.015157,0.0854679,0.0470681
106.02,-1.015152,0.08546492,0.0470619
106.12,-1.015165,0.08547983,0.0470619
106.22,-1.015156,0.0854592,0.0470676
106.32,-1.015187,0.08548722,0.047068
106.42,-1.015149,0.08544895,0.0470681
106.52,-1.015165,0.08545956,0.0470633
106.62,-1.015166,0.08545217,0.0470690
106.72,-1.015167,0.08547273,0.0470600
106.82,-1.015175,0.08547416,0.0470690
106.92,-1.015159,0.08546218,0.0470647
107.02,-1.015169,0.08546832,0.0470690
107.12,-1.015162,0.08545026,0.0470695
107.22,-1.015185,0.08548942,0.0470633
107.32,-1.01516,0.08546337,0.0470628
107.42,-1.015166,0.08547124,0.047064
107.52,-1.015169,0.08546528,0.047062
107.62,-1.015162,0.08546492,0.0470662
107.72,-1.015161,0.08546934,0.0470638
107.82,-1.015174,0.08548155,0.0470738
107.92,-1.015163,0.085489,0.0470628
108.02,-1.015144,0.08546391,0.0470724
108.12,-1.01517,0.08549574,0.0470628
108.22,-1.015163,0.08548018,0.0470690
108.32,-1.015177,0.08546647,0.0470657
108.42,-1.015162,0.08545777,0.0470728
108.52,-1.01516,0.08547834,0.0470666
108.62,-1.015157,0.08546194,0.0470690
108.72,-1.015197,0.0854781,0.0470581
108.82,-1.015163,0.08545646,0.0470671
108.92,-1.015182,0.08546749,0.0470581
109.02,-1.015154,0.08544412,0.0470662
109.12,-1.015167,0.08547327,0.0470752
109.22,-1.015167,0.08546355,0.0470647
109.32,-1.015169,0.08546874,0.0470676
109.42,-1.015159,0.08543298,0.0470709
109.52,-1.01516,0.08547953,0.0470747
109.62,-1.015155,0.08545539,0.0470681
109.72,-1.015151,0.08546081,0.0470743
109.82,-1.015168,0.08546874,0.047062
109.92,-1.015149,0.08549187,0.047070
110.02,-1.015152,0.08547041,0.047064
110.12,-1.015154,0.08547911,0.0470614
110.22,-1.015151,0.08546016,0.0470576
110.32,-1.015156,0.085466,0.0470638
110.42,-1.015159,0.08547702,0.0470571
110.52,-1.015157,0.08547488,0.0470709
110.62,-1.015162,0.08546045,0.0470590
110.72,-1.015162,0.08546183,0.0470671
110.82,-1.015163,0.08546713,0.047064
110.92,-1.015156,0.0854564,0.0470614
111.02,-1.01514,0.08546397,0.047062
111.12,-1.015169,0.08549044,0.0470576
111.22,-1.015143,0.08545098,0.047062
111.32,-1.015162,0.08547202,0.0470695
111.42,-1.01514,0.0854573,0.0470628
111.52,-1.015161,0.08548626,0.047070
111.62,-1.015153,0.08546582,0.0470771
111.72,-1.015173,0.08547208,0.0470571
111.82,-1.015158,0.08545271,0.0470504
111.92,-1.015174,0.08546725,0.047064
112.02,-1.015141,0.08544675,0.0470638
112.12,-1.01516,0.08546534,0.0470614
112.22,-1.01518,0.08547345,0.0470571
112.32,-1.015159,0.08546451,0.0470662
112.42,-1.015161,0.08547404,0.0470585
112.52,-1.015174,0.08548126,0.0470652
112.62,-1.015156,0.08547726,0.0470585
112.72,-1.015169,0.08547166,0.0470724
112.82,-1.015154,0.08549026,0.0470728
112.92,-1.015164,0.08547178,0.0470676
113.02,-1.015153,0.08548883,0.047062
113.12,-1.015148,0.08547226,0.0470609
113.22,-1.015154,0.08547845,0.0470709
113.32,-1.01513,0.08546749,0.0470728
113.42,-1.015143,0.08547309,0.0470719
113.52,-1.015157,0.08549473,0.0470747
113.62,-1.015145,0.08546057,0.0470657
113.72,-1.015152,0.08548751,0.0470700
113.82,-1.015157,0.08548495,0.0470700
113.92,-1.015146,0.08546475,0.0470662
114.02,-1.015147,0.08546314,0.0470671
114.12,-1.015171,0.08549133,0.0470633
114.22,-1.015145,0.08546922,0.0470633
114.32,-1.015168,0.08549616,0.0470738
114.42,-1.015157,0.08547863,0.047064
114.52,-1.015168,0.08549747,0.0470609
114.62,-1.015169,0.08547619,0.0470581
114.72,-1.015167,0.08548823,0.0470738
114.82,-1.015182,0.08548823,0.0470809
114.92,-1.015158,0.08548763,0.0470695
115.02,-1.015182,0.08551028,0.0470609
115.12,-1.015158,0.08548334,0.0470647
115.22,-1.015171,0.08548942,0.0470652
115.32,-1.015143,0.08546081,0.0470628
115.42,-1.015191,0.08552322,0.0470762
115.52,-1.015155,0.08545253,0.047070
115.62,-1.015202,0.08553192,0.0470733
115.72,-1.01515,0.08547786,0.0470671
115.82,-1.015185,0.08551648,0.0470752
115.92,-1.015144,0.08547375,0.0470719
116.02,-1.015175,0.08551559,0.0470771
116.12,-1.015158,0.08549836,0.047070
116.22,-1.015157,0.08549234,0.0470719
116.32,-1.015171,0.08552334,0.0470747
116.42,-1.015164,0.08549336,0.0470695
116.52,-1.015171,0.08550343,0.0470747
116.62,-1.015172,0.08549729,0.0470762
116.72,-1.015179,0.08551767,0.0470805
116.82,-1.015162,0.08548221,0.0470747
116.92,-1.015159,0.08552536,0.0470747
117.02,-1.015161,0.08550522,0.0470743
117.12,-1.015155,0.08551612,0.0470709
117.22,-1.015169,0.08550456,0.0470795
117.32,-1.015162,0.08550087,0.0470709
117.42,-1.015175,0.08551899,0.0470681
117.52,-1.01516,0.08549306,0.0470719
117.62,-1.01518,0.08550492,0.0470852
117.72,-1.015163,0.08549401,0.0470728
117.82,-1.01518,0.08550921,0.0470786
117.92,-1.01518,0.08549008,0.047070
118.02,-1.015184,0.08549008,0.0470733
118.12,-1.015185,0.08548251,0.0470757
118.22,-1.015191,0.08550432,0.0470671
118.32,-1.015187,0.08548561,0.0470805
118.42,-1.015191,0.08548269,0.0470690
118.52,-1.015186,0.08548298,0.0470819
118.62,-1.01518,0.08549234,0.047064
118.72,-1.015182,0.08549121,0.0470738
118.82,-1.015186,0.08548591,0.0470619
118.92,-1.015173,0.08548531,0.0470709
119.02,-1.015178,0.08549866,0.0470752
119.12,-1.015145,0.08546683,0.0470690
119.22,-1.015178,0.08549014,0.0470728
119.32,-1.015181,0.085489,0.0470786
119.42,-1.015185,0.08549818,0.0470824
119.52,-1.015157,0.08547941,0.0470743
119.62,-1.015181,0.08549449,0.0470628
119.72,-1.015187,0.0854952,0.0470709
119.82,-1.01516,0.08549634,0.0470781
119.92,-1.015155,0.08549157,0.0470695
120.02,-1.015172,0.08548984,0.0470819
120.12,-1.015168,0.08549044,0.047076
120.22,-1.015163,0.0855116,0.0470581
120.32,-1.015163,0.08548877,0.047070
120.42,-1.015165,0.08550671,0.0470695
120.52,-1.015175,0.08550099,0.0470652
120.62,-1.015167,0.08550683,0.0470695
120.72,-1.015154,0.08549514,0.0470776
120.82,-1.015162,0.08550325,0.0470709
120.92,-1.015151,0.08550635,0.0470724
121.02,-1.015155,0.0854871,0.047070
121.12,-1.01517,0.08553693,0.0470633
121.22,-1.015155,0.0855017,0.047064
121.32,-1.01518,0.08552572,0.047062
121.42,-1.015153,0.08549514,0.0470690
121.52,-1.015173,0.0855225,0.0470743
121.62,-1.015167,0.08548519,0.0470647
121.72,-1.015166,0.08551261,0.0470690
121.82,-1.015172,0.08549687,0.0470771
121.92,-1.015175,0.08549568,0.0470762
122.02,-1.015183,0.08549401,0.0470781
122.12,-1.015188,0.08550885,0.0470690
122.22,-1.015201,0.08550987,0.0470752
122.32,-1.015169,0.08548674,0.0470738
122.42,-1.015181,0.0854952,0.0470743
122.52,-1.015185,0.08550182,0.0470809
122.62,-1.015182,0.08548281,0.0470733
122.72,-1.015183,0.08549389,0.0470843
122.82,-1.015183,0.08550724,0.0470781
122.92,-1.015171,0.08548805,0.0470771
123.02,-1.015175,0.0854983,0.0470695
123.12,-1.015168,0.0854896,0.0470714
123.22,-1.015193,0.08553883,0.0470771
123.32,-1.015175,0.08550307,0.0470819
123.42,-1.015186,0.08553228,0.0470719
123.52,-1.015166,0.08550397,0.0470671
123.62,-1.015187,0.08553055,0.0470695
123.72,-1.015169,0.0855023,0.0470819
123.82,-1.015192,0.08553299,0.0470676
123.92,-1.015178,0.08549044,0.0470671
124.02,-1.015176,0.08550993,0.0470662
124.12,-1.015174,0.08550707,0.0470619
124.22,-1.015183,0.08551505,0.0470824
124.32,-1.015191,0.08552012,0.0470728
124.42,-1.0152,0.08550343,0.0470743
124.52,-1.015196,0.08550683,0.0470709
124.62,-1.015188,0.0855045,0.0470733
124.72,-1.015203,0.08552423,0.0470757
124.82,-1.015177,0.08549133,0.0470657
124.92,-1.015201,0.08551374,0.0470628
125.02,-1.015182,0.08550051,0.0470728
125.12,-1.015205,0.08552733,0.0470595
125.22,-1.015174,0.08549711,0.0470728
125.32,-1.015188,0.0855073,0.0470695
125.42,-1.015166,0.08548787,0.0470638
125.52,-1.015189,0.08552322,0.0470733
125.62,-1.015182,0.08551016,0.0470671
125.72,-1.015187,0.08551028,0.0470690
125.82,-1.015196,0.08550218,0.0470690
125.92,-1.01519,0.08551106,0.0470752
126.02,-1.015197,0.08550444,0.0470657
126.12,-1.015186,0.08550045,0.0470771
126.22,-1.015205,0.08551189,0.0470733
126.32,-1.015188,0.08547994,0.0470781
126.42,-1.015211,0.08551434,0.0470619
126.52,-1.015183,0.08544567,0.0470747
126.62,-1.015202,0.0854933,0.047082
126.72,-1.015191,0.085484,0.0470633
126.82,-1.015191,0.08551005,0.047070
126.92,-1.015188,0.08547953,0.0470833
127.02,-1.015201,0.08549878,0.0470814
127.12,-1.015201,0.08550516,0.047070
127.22,-1.015189,0.08546874,0.0470709
127.32,-1.015187,0.08546761,0.047089
127.42,-1.015191,0.0855042,0.0470728
127.52,-1.015204,0.08551094,0.0470738
127.62,-1.015186,0.08546427,0.0470728
127.72,-1.015186,0.08550057,0.0470709
127.82,-1.015197,0.08547726,0.0470700
127.92,-1.015196,0.08548358,0.0470738
