time, x, y, z
17.72,-0.646227,1.24,14.6
17.82,-0.646227,1.24,14.6
17.92,-0.646227,1.24,14.6
18.02,-0.646227,1.24,14.6
18.12,-0.646227,1.24,14.6
18.22,-0.646227,1.24,14.6
18.32,-0.646227,1.24,14.6
18.42,-0.646227,1.24,14.6
18.52,-0.646227,1.24,14.6
18.62,-0.646227,1.24,14.6
18.72,-0.646227,1.24,14.6
18.82,-0.646227,1.24,14.6
18.92,-0.646227,1.24,14.6
19.02,-0.646227,1.24,14.6
19.12,-0.646227,1.24,14.6
19.22,-0.646227,1.24,14.6
19.32,-0.646227,1.24,14.6
19.42,-0.646227,1.24,14.6
19.52,-0.646227,1.24,14.6
19.62,-0.646227,1.24,14.6
19.72,-0.646227,1.24,14.6
19.82,-0.646227,1.24,14.6
19.92,-0.646227,1.24,14.6
20.02,-0.646227,1.24,14.6
20.12,-0.646227,1.24,14.6
20.22,-0.646227,1.24,14.6
20.32,-0.646227,1.24,14.6
20.42,-0.646227,1.24,14.6
20.52,-0.646227,1.24,14.6
20.62,-0.646227,1.24,14.6
20.72,-0.646227,1.24,14.6
20.82,-0.646227,1.24,14.6
20.92,-0.646227,1.24,14.6
21.02,-0.646227,1.24,14.6
21.12,-0.646227,1.24,14.6
21.22,-0.646227,1.24,14.6
21.32,-0.646227,1.24,14.6
21.42,-0.646227,1.24,14.6
21.52,-0.646227,1.24,14.6
21.62,-0.646227,1.24,14.6
21.72,-0.646227,1.24,14.6
21.82,-0.646227,1.24,14.6
21.92,-0.646227,1.24,14.6
22.02,-0.646227,1.24,14.6
22.12,-0.646227,1.24,14.6
22.22,-0.646227,1.24,14.6
22.32,-0.646227,1.24,14.6
22.42,-0.646227,1.24,14.6
22.52,-0.646227,1.24,14.6
22.62,-0.646227,1.24,14.6
22.72,-0.646227,1.24,14.6
22.82,-0.646227,1.24,14.6
22.92,-0.646227,1.24,14.6
23.02,-0.646227,1.24,14.6
23.12,-0.646227,1.24,14.6
23.22,-0.646227,1.24,14.6
23.32,-0.646227,1.24,14.6
23.42,-0.646227,1.24,14.6
23.52,-0.646227,1.24,14.6
23.62,-0.646227,1.24,14.6
23.72,-0.646227,1.24,14.6
23.82,-0.646227,1.24,14.6
23.92,-0.646227,1.24,14.6
24.02,-0.646227,1.24,14.6
24.12,-0.646227,1.24,14.6
24.22,-0.646227,1.24,14.6
24.32,-0.646227,1.24,14.6
24.42,-0.646227,1.24,14.6
24.52,-0.646227,1.24,14.6
24.62,-0.646227,1.24,14.6
24.72,-0.646227,1.24,14.6
24.82,-0.646227,1.24,14.6
24.92,-0.646227,1.24,14.6
25.02,-0.646227,1.24,14.6
25.12,-0.646227,1.24,14.6
25.22,-0.646227,1.24,14.6
25.32,-0.646227,1.24,14.6
25.42,-0.646227,1.24,14.6
25.52,-0.646227,1.24,14.6
25.62,-0.646227,1.24,14.6
25.72,-0.646227,1.24,14.6
25.82,-0.646227,1.24,14.6
25.92,-0.646227,1.24,14.6
26.02,-0.646227,1.24,14.6
26.12,-0.646227,1.24,14.6
26.22,-0.646227,1.24,14.6
26.32,-0.646227,1.24,14.6
26.42,-0.646227,1.24,14.6
26.52,-0.646227,1.24,14.6
26.62,-0.646227,1.24,14.6
26.72,-0.646227,1.24,14.6
26.82,-0.646227,1.24,14.6
26.92,-0.646227,1.24,14.6
27.02,-0.646227,1.24,14.6
27.12,-0.646227,1.24,14.6
27.22,-0.646227,1.24,14.6
27.32,-0.646227,1.24,14.6
27.42,-0.646227,1.24,14.6
27.52,-0.646227,1.24,14.6
27.62,-0.646227,1.24,14.6
27.72,-0.646227,1.24,14.6
27.82,-0.646227,1.24,14.6
27.92,-0.646227,1.24,14.6
28.02,-0.646227,1.24,14.6
28.12,-0.646227,1.24,14.6
28.22,-0.646227,1.24,14.6
28.32,-0.646227,1.24,14.6
28.42,-0.646227,1.24,14.6
28.52,-0.646227,1.24,14.6
28.62,-0.646227,1.24,14.6
28.72,-0.646227,1.24,14.6
28.82,-0.646227,1.24,14.6
28.92,-0.646227,1.24,14.6
29.02,-0.646227,1.24,14.6
29.12,-0.646227,1.24,14.6
29.22,-0.646227,1.24,14.6
29.32,-0.646227,1.24,14.6
29.42,-0.646227,1.24,14.6
29.52,-0.646227,1.24,14.6
29.62,-0.646227,1.24,14.6
29.72,-0.646227,1.24,14.6
29.82,-0.646227,1.24,14.6
29.92,-0.646227,1.24,14.6
30.02,-0.646227,1.24,14.6
30.12,-0.646227,1.24,14.6
30.22,-0.646227,1.24,14.6
30.32,-0.646227,1.24,14.6
30.42,-0.646227,1.24,14.6
30.52,-0.646227,1.24,14.6
30.62,-0.646227,1.24,14.6
30.72,-0.646227,1.24,14.6
30.82,-0.646227,1.24,14.6
30.92,-0.646227,1.24,14.6
31.02,-0.646227,1.24,14.6
31.12,-0.646227,1.24,14.6
31.22,-0.646227,1.24,14.6
31.32,-0.646227,1.24,14.6
31.42,-0.646227,1.24,14.6
31.52,-0.646227,1.24,14.6
31.62,-0.646227,1.24,14.6
31.72,-0.646227,1.24,14.6
31.82,-0.646227,1.24,14.6
31.92,-0.646227,1.24,14.6
32.02,-0.646227,1.24,14.6
32.12,-0.646227,1.24,14.6
32.22,-0.646227,1.24,14.6
32.32,-0.646227,1.24,14.6
32.42,-0.646227,1.24,14.6
32.52,-0.646227,1.24,14.6
32.62,-0.646227,1.24,14.6
32.72,-0.646227,1.24,14.6
32.82,-0.646227,1.24,14.6
32.92,-0.646227,1.24,14.6
33.02,-0.646227,1.24,14.6
33.12,-0.646227,1.24,14.6
33.22,-0.646227,1.24,14.6
33.32,-0.646227,1.24,14.6
33.42,-0.646227,1.24,14.6
33.52,-0.646227,1.24,14.6
33.62,-0.646227,1.24,14.6
33.72,-0.646227,1.24,14.6
33.82,-0.646227,1.24,14.6
33.92,-0.646227,1.24,14.6
34.02,-0.646227,1.24,14.6
34.12,-0.646227,1.24,14.6
34.22,-0.646227,1.24,14.6
34.32,-0.646227,1.24,14.6
34.42,-0.646227,1.24,14.6
34.52,-0.646227,1.24,14.6
34.62,-0.646227,1.24,14.6
34.72,-0.646227,1.24,14.6
34.82,-0.646227,1.24,14.6
34.92,-0.646227,1.24,14.6
35.02,-0.646227,1.24,14.6
35.12,-0.646227,1.24,14.6
35.22,-0.646227,1.24,14.6
35.32,-0.646227,1.24,14.6
35.42,-0.646227,1.24,14.6
35.52,-0.646227,1.24,14.6
35.62,-0.646227,1.24,14.6
35.72,-0.646227,1.24,14.6
35.82,-0.646227,1.24,14.6
35.92,-0.646227,1.24,14.6
36.02,-0.646227,1.24,14.6
36.12,-0.646227,1.24,14.6
36.22,-0.646227,1.24,14.6
36.32,-0.646227,1.24,14.6
36.42,-0.646227,1.24,14.6
36.52,-0.646227,1.24,14.6
36.62,-0.646227,1.24,14.6
36.72,-0.646227,1.24,14.6
36.82,-0.646227,1.24,14.6
36.92,-0.646227,1.24,14.6
37.02,-0.646227,1.24,14.6
37.12,-0.646227,1.24,14.6
37.22,-0.646227,1.24,14.6
37.32,-0.646227,1.24,14.6
37.42,-0.646227,1.24,14.6
37.52,-0.646227,1.24,14.6
37.62,-0.646227,1.24,14.6
37.72,-0.646227,1.24,14.6
37.82,-0.646227,1.24,14.6
37.92,-0.646227,1.24,14.6
38.02,-0.646227,1.24,14.6
38.12,-0.646227,1.24,14.6
38.22,-0.646227,1.24,14.6
38.32,-0.646227,1.24,14.6
38.42,-0.646227,1.24,14.6
38.52,-0.646227,1.24,14.6
38.62,-0.646227,1.24,14.6
38.72,-0.646227,1.24,14.6
38.82,-0.646227,1.24,14.6
38.92,-0.646227,1.24,14.6
39.02,-0.646227,1.24,14.6
39.12,-0.646227,1.24,14.6
39.22,-0.646227,1.24,14.6
39.32,-0.646227,1.24,14.6
39.42,-0.646227,1.24,14.6
39.52,-0.646227,1.24,14.6
39.62,-0.646227,1.24,14.6
39.72,-0.646227,1.24,14.6
39.82,-0.646227,1.24,14.6
39.92,-0.646227,1.24,14.6
40.02,-0.646227,1.24,14.6
40.12,-0.646227,1.24,14.6
40.22,-0.646227,1.24,14.6
40.32,-0.646227,1.24,14.6
40.42,-0.646227,1.24,14.6
40.52,-0.646227,1.24,14.6
40.62,-0.646227,1.24,14.6
40.72,-0.646227,1.24,14.6
40.82,-0.646227,1.24,14.6
40.92,-0.646227,1.24,14.6
41.02,-0.646227,1.24,14.6
41.12,-0.646227,1.24,14.6
41.22,-0.646227,1.24,14.6
41.32,-0.646227,1.24,14.6
41.42,-0.646227,1.24,14.6
41.52,-0.646227,1.24,14.6
41.62,-0.646227,1.24,14.6
41.72,-0.646227,1.24,14.6
41.82,-0.646227,1.24,14.6
41.92,-0.646227,1.24,14.6
42.02,-0.646227,1.24,14.6
42.12,-0.646227,1.24,14.6
42.22,-0.646227,1.24,14.6
42.32,-0.646227,1.24,14.6
42.42,-0.646227,1.24,14.6
42.52,-0.646227,1.24,14.6
42.62,-0.646227,1.24,14.6
42.72,-0.646227,1.24,14.6
42.82,-0.646227,1.24,14.6
42.92,-0.646227,1.24,14.6
43.02,-0.646227,1.24,14.6
43.12,-0.646227,1.24,14.6
43.22,-0.646227,1.24,14.6
43.32,-0.646227,1.24,14.6
43.42,-0.646227,1.24,14.6
43.52,-0.646227,1.24,14.6
43.62,-0.646227,1.24,14.6
43.72,-0.646227,1.24,14.6
43.82,-0.646227,1.24,14.6
43.92,-0.646227,1.24,14.6
44.02,-0.646227,1.24,14.6
44.12,-0.646227,1.24,14.6
44.22,-0.646227,1.24,14.6
44.32,-0.646227,1.24,14.6
44.42,-0.646227,1.24,14.6
44.52,-0.646227,1.24,14.6
44.62,-0.646227,1.24,14.6
44.72,-0.646227,1.24,14.6
44.82,-0.646227,1.24,14.6
44.92,-0.646227,1.24,14.6
45.02,-0.646227,1.24,14.6
45.12,-0.646227,1.24,14.6
45.22,-0.646227,1.24,14.6
45.32,-0.646227,1.24,14.6
45.42,-0.646227,1.24,14.6
45.52,-0.646227,1.24,14.6
45.62,-0.646227,1.24,14.6
45.72,-0.646227,1.24,14.6
45.82,-0.646227,1.24,14.6
45.92,-0.646227,1.24,14.6
46.02,-0.646227,1.24,14.6
46.12,-0.646227,1.24,14.6
46.22,-0.646227,1.24,14.6
46.32,-0.646227,1.24,14.6
46.42,-0.646227,1.24,14.6
46.52,-0.646227,1.24,14.6
46.62,-0.646227,1.24,14.6
46.72,-0.646227,1.24,14.6
46.82,-0.646227,1.24,14.6
46.92,-0.646227,1.24,14.6
47.02,-0.646227,1.24,14.6
47.12,-0.646227,1.24,14.6
47.22,-0.646227,1.24,14.6
47.32,-0.646227,1.24,14.6
47.42,-0.646227,1.24,14.6
47.52,-0.646227,1.24,14.6
47.62,-0.646227,1.24,14.6
47.72,-0.646227,1.24,14.6
47.82,-0.646227,1.24,14.6
47.92,-0.646227,1.24,14.6
48.02,-0.646227,1.24,14.6
48.12,-0.646227,1.24,14.6
48.22,-0.646227,1.24,14.6
48.32,-0.646227,1.24,14.6
48.42,-0.646227,1.24,14.6
48.52,-0.646227,1.24,14.6
48.62,-0.646227,1.24,14.6
48.72,-0.646227,1.24,14.6
48.82,-0.646227,1.24,14.6
48.92,-0.646227,1.24,14.6
49.02,-0.646227,1.24,14.6
49.12,-0.646227,1.24,14.6
49.22,-0.646227,1.24,14.6
49.32,-0.646227,1.24,14.6
49.42,-0.646227,1.24,14.6
49.52,-0.646227,1.24,14.6
49.62,-0.646227,1.24,14.6
49.72,-0.646227,1.24,14.6
49.82,-0.646227,1.24,14.6
49.92,-0.646227,1.24,14.6
50.02,-0.646227,1.24,14.6
50.12,-0.646227,1.24,14.6
50.22,-0.646227,1.24,14.6
50.32,-0.646227,1.24,14.6
50.42,-0.646227,1.24,14.6
50.52,-0.646227,1.24,14.6
50.62,-0.646227,1.24,14.6
50.72,-0.646227,1.24,14.6
50.82,-0.646227,1.24,14.6
50.92,-0.646227,1.24,14.6
51.02,-0.646227,1.24,14.6
51.12,-0.646227,1.24,14.6
51.22,-0.646227,1.24,14.6
51.32,-0.646227,1.24,14.6
51.42,-0.646227,1.24,14.6
51.52,-0.646227,1.24,14.6
51.62,-0.646227,1.24,14.6
51.72,-0.646227,1.24,14.6
51.82,-0.646227,1.24,14.6
51.92,-0.646227,1.24,14.6
52.02,-0.646227,1.24,14.6
52.12,-0.646227,1.24,14.6
52.22,-0.646227,1.24,14.6
52.32,-0.646227,1.24,14.6
52.42,-0.646227,1.24,14.6
52.52,-0.646227,1.24,14.6
52.62,-0.646227,1.24,14.6
52.72,-0.646227,1.24,14.6
52.82,-0.646227,1.24,14.6
52.92,-0.646227,1.24,14.6
53.02,-0.646227,1.24,14.6
53.12,-0.646227,1.24,14.6
53.22,-0.646227,1.24,14.6
53.32,-0.646227,1.24,14.6
53.42,-0.646227,1.24,14.6
53.52,-0.646227,1.24,14.6
53.62,-0.646227,1.24,14.6
53.72,-0.646227,1.24,14.6
53.82,-0.646227,1.24,14.6
53.92,-0.646227,1.24,14.6
54.02,-0.646227,1.24,14.6
54.12,-0.646227,1.24,14.6
54.22,-0.646227,1.24,14.6
54.32,-0.646227,1.24,14.6
54.42,-0.646227,1.24,14.6
54.52,-0.646227,1.24,14.6
54.62,-0.646227,1.24,14.6
54.72,-0.646227,1.24,14.6
54.82,-0.646227,1.24,14.6
54.92,-0.646227,1.24,14.6
55.02,-0.646227,1.24,14.6
55.12,-0.646227,1.24,14.6
55.22,-0.646227,1.24,14.6
55.32,-0.646227,1.24,14.6
55.42,-0.646227,1.24,14.6
55.52,-0.646227,1.24,14.6
55.62,-0.646227,1.24,14.6
55.72,-0.646227,1.24,14.6
55.82,-0.646227,1.24,14.6
55.92,-0.646227,1.24,14.6
56.02,-0.646227,1.24,14.6
56.12,-0.646227,1.24,14.6
56.22,-0.646227,1.24,14.6
56.32,-0.646227,1.24,14.6
56.42,-0.646227,1.24,14.6
56.52,-0.646227,1.24,14.6
56.62,-0.646227,1.24,14.6
56.72,-0.646227,1.24,14.6
56.82,-0.646227,1.24,14.6
56.92,-0.646227,1.24,14.6
57.02,-0.646227,1.24,14.6
57.12,-0.646227,1.24,14.6
57.22,-0.646227,1.24,14.6
57.32,-0.646227,1.24,14.6
57.42,-0.646227,1.24,14.6
57.52,-0.646227,1.24,14.6
57.62,-0.646227,1.24,14.6
57.72,-0.646227,1.24,14.6
57.82,-0.646227,1.24,14.6
57.92,-0.646227,1.24,14.6
58.02,-0.646227,1.24,14.6
58.12,-0.646227,1.24,14.6
58.22,-0.646227,1.24,14.6
58.32,-0.646227,1.24,14.6
58.42,-0.646227,1.24,14.6
58.52,-0.646227,1.24,14.6
58.62,-0.646227,1.24,14.6
58.72,-0.646227,1.24,14.6
58.82,-0.646227,1.24,14.6
58.92,-0.646227,1.24,14.6
59.02,-0.646227,1.24,14.6
59.12,-0.646227,1.24,14.6
59.22,-0.646227,1.24,14.6
59.32,-0.646227,1.24,14.6
59.42,-0.646227,1.24,14.6
59.52,-0.646227,1.24,14.6
59.62,-0.646227,1.24,14.6
59.72,-0.646227,1.24,14.6
59.82,-0.646227,1.24,14.6
59.92,-0.646227,1.24,14.6
60.02,-0.646227,1.24,14.6
60.12,-0.646227,1.24,14.6
60.22,-0.646227,1.24,14.6
60.32,-0.646227,1.24,14.6
60.42,-0.646227,1.24,14.6
60.52,-0.646227,1.24,14.6
60.62,-0.646227,1.24,14.6
60.72,-0.646227,1.24,14.6
60.82,-0.646227,1.24,14.6
60.92,-0.646227,1.24,14.6
61.02,-0.646227,1.24,14.6
61.12,-0.646227,1.24,14.6
61.22,-0.646227,1.24,14.6
61.32,-0.646227,1.24,14.6
61.42,-0.646227,1.24,14.6
61.52,-0.646227,1.24,14.6
61.62,-0.646227,1.24,14.6
61.72,-0.646227,1.24,14.6
61.82,-0.646227,1.24,14.6
61.92,-0.646227,1.24,14.6
62.02,-0.646227,1.24,14.6
62.12,-0.646227,1.24,14.6
62.22,-0.646227,1.24,14.6
62.32,-0.646227,1.24,14.6
62.42,-0.646227,1.24,14.6
62.52,-0.646227,1.24,14.6
62.62,-0.646227,1.24,14.6
62.72,-0.646227,1.24,14.6
62.82,-0.646227,1.24,14.6
62.92,-0.646227,1.24,14.6
63.02,-0.646227,1.24,14.6
63.12,-0.646227,1.24,14.6
63.22,-0.646227,1.24,14.6
63.32,-0.646227,1.24,14.6
63.42,-0.646227,1.24,14.6
63.52,-0.646227,1.24,14.6
63.62,-0.646227,1.24,14.6
63.72,-0.646227,1.24,14.6
63.82,-0.646227,1.24,14.6
63.92,-0.646227,1.24,14.6
64.02,-0.646227,1.24,14.6
64.12,-0.646227,1.24,14.6
64.22,-0.646227,1.24,14.6
64.32,-0.646227,1.24,14.6
64.42,-0.646227,1.24,14.6
64.52,-0.646227,1.24,14.6
64.62,-0.646227,1.24,14.6
64.72,-0.646227,1.24,14.6
64.82,-0.646227,1.24,14.6
64.92,-0.646227,1.24,14.6
65.02,-0.646227,1.24,14.6
65.12,-0.646227,1.24,14.6
65.22,-0.646227,1.24,14.6
65.32,-0.646227,1.24,14.6
65.42,-0.646227,1.24,14.6
65.52,-0.646227,1.24,14.6
65.62,-0.646227,1.24,14.6
65.72,-0.646227,1.24,14.6
65.82,-0.646227,1.24,14.6
65.92,-0.646227,1.24,14.6
66.02,-0.646227,1.24,14.6
66.12,-0.646227,1.24,14.6
66.22,-0.646227,1.24,14.6
66.32,-0.646227,1.24,14.6
66.42,-0.646227,1.24,14.6
66.52,-0.646227,1.24,14.6
66.62,-0.646227,1.24,14.6
66.72,-0.646227,1.24,14.6
66.82,-0.646227,1.24,14.6
66.92,-0.646227,1.24,14.6
67.02,-0.646227,1.24,14.6
67.12,-0.646227,1.24,14.6
67.22,-0.646227,1.24,14.6
67.32,-0.646227,1.24,14.6
67.42,-0.646227,1.24,14.6
67.52,-0.646227,1.24,14.6
67.62,-0.646227,1.24,14.6
67.72,-0.646227,1.24,14.6
67.82,-0.646227,1.24,14.6
67.92,-0.646227,1.24,14.6
68.02,-0.646227,1.24,14.6
68.12,-0.646227,1.24,14.6
68.22,-0.646227,1.24,14.6
68.32,-0.646227,1.24,14.6
68.42,-0.646227,1.24,14.6
68.52,-0.646227,1.24,14.6
68.62,-0.646227,1.24,14.6
68.72,-0.646227,1.24,14.6
68.82,-0.646227,1.24,14.6
68.92,-0.646227,1.24,14.6
69.02,-0.646227,1.24,14.6
69.12,-0.646227,1.24,14.6
69.22,-0.646227,1.24,14.6
69.32,-0.646227,1.24,14.6
69.42,-0.646227,1.24,14.6
69.52,-0.646227,1.24,14.6
69.62,-0.646227,1.24,14.6
69.72,-0.646227,1.24,14.6
69.82,-0.646227,1.24,14.6
69.92,-0.646227,1.24,14.6
70.02,-0.646227,1.24,14.6
70.12,-0.646227,1.24,14.6
70.22,-0.646227,1.24,14.6
70.32,-0.646227,1.24,14.6
70.42,-0.646227,1.24,14.6
70.52,-0.646227,1.24,14.6
70.62,-0.646227,1.24,14.6
70.72,-0.646227,1.24,14.6
70.82,-0.646227,1.24,14.6
70.92,-0.646227,1.24,14.6
71.02,-0.646227,1.24,14.6
71.12,-0.646227,1.24,14.6
71.22,-0.646227,1.24,14.6
71.32,-0.646227,1.24,14.6
71.42,-0.646227,1.24,14.6
71.52,-0.646227,1.24,14.6
71.62,-0.646227,1.24,14.6
71.72,-0.646227,1.24,14.6
71.82,-0.646227,1.24,14.6
71.92,-0.646227,1.24,14.6
72.02,-0.646227,1.24,14.6
72.12,-0.646227,1.24,14.6
72.22,-0.646227,1.24,14.6
72.32,-0.646227,1.24,14.6
72.42,-0.646227,1.24,14.6
72.52,-0.646227,1.24,14.6
72.62,-0.646227,1.24,14.6
72.72,-0.646227,1.24,14.6
72.82,-0.646227,1.24,14.6
72.92,-0.646227,1.24,14.6
73.02,-0.646227,1.24,14.6
73.12,-0.646227,1.24,14.6
73.22,-0.646227,1.24,14.6
73.32,-0.646227,1.24,14.6
73.42,-0.646227,1.24,14.6
73.52,-0.646227,1.24,14.6
73.62,-0.646227,1.24,14.6
73.72,-0.646227,1.24,14.6
73.82,-0.646227,1.24,14.6
73.92,-0.646227,1.24,14.6
74.02,-0.646227,1.24,14.6
74.12,-0.646227,1.24,14.6
74.22,-0.646227,1.24,14.6
74.32,-0.646227,1.24,14.6
74.42,-0.646227,1.24,14.6
74.52,-0.646227,1.24,14.6
74.62,-0.646227,1.24,14.6
74.72,-0.646227,1.24,14.6
74.82,-0.646227,1.24,14.6
74.92,-0.646227,1.24,14.6
75.02,-0.646227,1.24,14.6
75.12,-0.646227,1.24,14.6
75.22,-0.646227,1.24,14.6
75.32,-0.646227,1.24,14.6
75.42,-0.646227,1.24,14.6
75.52,-0.646227,1.24,14.6
75.62,-0.646227,1.24,14.6
75.72,-0.646227,1.24,14.6
75.82,-0.646227,1.24,14.6
75.92,-0.646227,1.24,14.6
76.02,-0.646227,1.24,14.6
76.12,-0.646227,1.24,14.6
76.22,-0.646227,1.24,14.6
76.32,-0.646227,1.24,14.6
76.42,-0.646227,1.24,14.6
76.52,-0.646227,1.24,14.6
76.62,-0.646227,1.24,14.6
76.72,-0.646227,1.24,14.6
76.82,-0.646227,1.24,14.6
76.92,-0.646227,1.24,14.6
77.02,-0.646227,1.24,14.6
77.12,-0.646227,1.24,14.6
77.22,-0.646227,1.24,14.6
77.32,-0.646227,1.24,14.6
77.42,-0.646227,1.24,14.6
77.52,-0.646227,1.24,14.6
